"item_nr","condition","match_null","string","Zipf.SUBTLEX_UK","PoS.SUBTLEX_UK","Length","AoA.Kuperman","CNC.Brysbaert"
1209,"Concrete","A2","rum",3.91321967,"noun",3,11.56,4.93
1210,"Abstract","A1","overstatement",2.110709074,"noun",13,11.22,1.54
1210,"Concrete","A1","synthesizer",2.017955021,"noun",11,10.89,4.04
1211,"Abstract","A2","tenseness",1.598825713,"noun",9,11.05,2.33
1211,"Concrete","A2","flatland",1.598825713,"noun",8,9.47,4.08
1212,"Abstract","A1","inward",3.335222215,"adjective",6,7.54,2.43
1212,"Concrete","A1","spiky",3.507980423,"adjective",5,7.67,4.07
1213,"Abstract","A1","heed",3.244738988,"verb",4,11.05,1.93
1213,"Concrete","A1","vent",3.397303711,"verb",4,10.11,4.56
1214,"Abstract","A2","rendition",3.139780522,"noun",9,11.95,2.42
1214,"Concrete","A2","warbler",3.079551092,"noun",7,11.62,4.15
1215,"Abstract","A1","pushy",3.165557742,"adjective",5,7.7,2.48
1215,"Concrete","A1","limp",3.350874161,"adjective",4,7.16,4.15
1216,"Abstract","A1","future",5.300544768,"noun",6,7.16,1.86
1216,"Concrete","A1","shot",5.196904576,"noun",4,5.84,4.44
1217,"Abstract","A1","fend",3.328193018,"verb",4,10.18,2.34
1217,"Concrete","A1","weave",3.603147087,"verb",5,9.89,4.2
1218,"Abstract","A1","splendor",1.649978236,"noun",8,10.79,1.59
1218,"Concrete","A1","bullwhip",1.473886977,"noun",8,11,4.85
1219,"Abstract","A1","worldview",1.649978236,"noun",9,12.28,2.31
1219,"Concrete","A1","sandbar",1.598825713,"noun",7,10.41,4.6
1220,"Abstract","A2","uplift",2.752640578,"noun",6,10,2.34
1220,"Concrete","A2","lunge",2.926184648,"noun",5,9.83,4.16
1221,"Abstract","A1","truthful",3.331219473,"adjective",8,6.28,1.9
1221,"Concrete","A1","sweaty",3.616380728,"adjective",6,5.94,4.18
1222,"Abstract","A1","legality",3.075946968,"noun",8,11.5,1.77
1222,"Concrete","A1","irrigation",3.007489587,"noun",10,10.94,4
1223,"Abstract","A1","refurbishment",3.74881417,"noun",13,13.06,2.38
1223,"Concrete","A1","inscription",3.468057433,"noun",11,11.53,4.15
1224,"Abstract","A2","indiscretion",2.142893758,"noun",12,14.53,1.61
1224,"Concrete","A2","herringbone",2.286800333,"noun",11,12.75,4.07
1225,"Abstract","A2","pleaser",2.863053061,"noun",7,9.33,2.38
1225,"Concrete","A2","crease",3.125488006,"noun",6,7.79,4.45
1226,"Abstract","A2","naughtiness",2.394705731,"noun",11,8.9,1.87
1226,"Concrete","A2","firelight",2.18709742,"noun",9,9.17,4.43
1227,"Abstract","A1","whereabouts",3.639724601,"noun",11,9.4,2.39
1227,"Concrete","A1","midfielder",3.395573452,"noun",10,9.56,4.08
1228,"Abstract","A1","redundancy",3.586715323,"noun",10,14.53,2.39
1228,"Concrete","A1","psychiatrist",3.350874161,"noun",12,12.61,4.34
1229,"Abstract","A2","ban",4.300825188,"noun",3,10.11,2.37
1229,"Concrete","A2","flesh",4.150580586,"noun",5,8.3,4.59
1230,"Abstract","A2","mutiny",3.12709949,"noun",6,10.59,2.24
1230,"Concrete","A2","shears",2.936284974,"noun",6,9.46,4.61
1231,"Abstract","A1","uncatchable",2.075946968,"adjective",11,7.74,2.19
1231,"Concrete","A1","tablespoonful",1.974489327,"adjective",13,7.58,4.24
1232,"Abstract","A1","creepy",3.809679079,"adjective",6,7.44,2.33
1232,"Concrete","A1","crispy",4.016919753,"adjective",6,6.39,4.04
1233,"Abstract","A2","thankfulness",1.394705731,"noun",12,8,1.72
1233,"Concrete","A2","ballplayer",1.297795718,"noun",10,7.42,4.68
1234,"Abstract","A2","adoration",2.630234177,"noun",9,11.8,2.19
1234,"Concrete","A2","superstore",2.712769065,"noun",10,10.5,4.38
1235,"Abstract","A2","zinger",2.057463562,"noun",6,10,2.2
1235,"Concrete","A2","paycheck",2.110709074,"noun",8,8.78,4.41
1236,"Abstract","A2","hallow",2.308519583,"name",6,10.79,2.23
1236,"Concrete","A2","rotunda",2.376976964,"name",7,11.44,4.48
1237,"Abstract","A1","basis",4.625307905,"noun",5,11.05,1.83
1237,"Concrete","A1","pub",4.706671391,"noun",3,12.05,4.71
1238,"Abstract","A2","affirmation",2.436098416,"noun",11,12.56,2.12
1238,"Concrete","A2","petticoat",2.66886358,"noun",9,11,4.68
1239,"Abstract","A2","psychosis",2.640218398,"noun",9,16.07,2.31
1239,"Concrete","A2","catheter",2.789157411,"noun",8,14.37,4.48
1240,"Abstract","A1","attempt",4.600883728,"noun",7,7.7,2.22
1240,"Concrete","A1","material",4.569230708,"noun",8,8.06,4.26
1241,"Abstract","A2","heartland",3.291231948,"noun",9,10.47,2.31
1241,"Concrete","A2","whiskey",3.5019157,"noun",7,9.38,4.74
1242,"Abstract","A1","philosophy",3.897951502,"noun",10,13.21,2.14
1242,"Concrete","A1","mahogany",3.825425618,"noun",8,12.83,4.5
1243,"Abstract","A2","bigotry",2.806325436,"noun",7,13.35,2.38
1243,"Concrete","A2","banknote",2.508649083,"noun",8,12.18,4.88
1244,"Abstract","A1","rare",4.684071682,"adjective",4,7.45,1.96
1244,"Concrete","A1","blind",4.420011596,"adjective",5,7,4.03
1245,"Abstract","A2","joy",4.525939325,"noun",3,6.74,2.37
1245,"Concrete","A2","store",4.631595524,"noun",5,4.76,4.5
1246,"Abstract","A2","hearsay",2.678006959,"noun",7,12.76,1.82
1246,"Concrete","A2","topaz",2.598825713,"noun",5,11.19,4.37
1247,"Abstract","A2","fib",2.854098218,"noun",3,6.5,2.47
1247,"Concrete","A2","beet",3.115691475,"noun",4,6.56,4.8
1248,"Abstract","A1","wistfulness",1.473886977,"noun",11,13.06,1.92
1248,"Concrete","A1","urologist",1.737128411,"noun",9,14.7,4.63
1249,"Abstract","A1","pricey",3.243510432,"adjective",6,8.44,2.24
1249,"Concrete","A1","token",3.537720531,"adjective",5,7.58,4.3
1250,"Abstract","A1","unsafe",3.487426375,"adjective",6,4.74,1.89
1250,"Concrete","A1","doggy",3.625665286,"adjective",5,3.68,4.26
1251,"Abstract","A1","excitement",4.332925148,"noun",10,7.2,2.48
1251,"Concrete","A1","collector",4.070300787,"noun",9,8,4.1
1252,"Abstract","A1","allure",2.943708993,"noun",6,11.83,1.92
1252,"Concrete","A1","bistro",2.851071764,"noun",6,11.79,4.44
1253,"Abstract","A2","athleticism",2.664218675,"noun",11,10.05,1.97
1253,"Concrete","A2","chlorophyll",2.559058586,"noun",11,11.75,4.07
1254,"Abstract","A1","overdo",3.114037018,"verb",6,9.17,2.19
1254,"Concrete","A1","sling",3.341157996,"verb",5,8.67,4.52
1255,"Abstract","A1","subconscious",2.96524867,"noun",12,11.71,1.57
1255,"Concrete","A1","mouthpiece",2.686961802,"noun",10,10.6,4.66
1256,"Abstract","A1","understatement",3.334224983,"noun",14,10.45,1.79
1256,"Concrete","A1","receptionist",3.350874161,"noun",12,9.95,4.36
1257,"Abstract","A2","readiness",2.983537456,"noun",9,9.67,1.64
1257,"Concrete","A2","paperback",2.763921588,"noun",9,7.94,4.57
1258,"Abstract","A1","pureness",1.540833766,"noun",8,10.58,1.69
1258,"Concrete","A1","icepick",1.297795718,"noun",7,9,4.68
1259,"Abstract","A1","demotion",2.428129486,"noun",8,12.56,2.31
1259,"Concrete","A1","smokehouse",2.403305902,"noun",10,10.89,4.32
1260,"Abstract","A1","contingency",3.462148573,"noun",11,14.06,2.03
1260,"Concrete","A1","watercress",3.493003267,"noun",10,13.12,4.31
1261,"Abstract","A2","amazed",4.156783818,"verb",6,7.17,1.52
1261,"Concrete","A2","shed",4.383532138,"verb",4,7.33,4.55
1262,"Abstract","A1","variation",3.485316438,"noun",9,10.11,2.46
1262,"Concrete","A1","instructor",3.68250746,"noun",10,8.19,4.26
1263,"Abstract","A1","discreet",3.292332822,"noun",8,11.89,2.11
1263,"Concrete","A1","foxtrot",3.532692463,"noun",7,12.39,4.25
1264,"Abstract","A1","encumbrance",1.473886977,"noun",11,14.93,2.17
1264,"Concrete","A1","petitioner",1.598825713,"noun",10,13.18,4.11
1265,"Abstract","A2","imbalance",3.042088701,"noun",9,9.94,2.22
1265,"Concrete","A2","storeroom",2.897132851,"noun",9,8.11,4.5
1266,"Abstract","A2","suddenness",1.841863762,"noun",10,9.4,2.15
1266,"Concrete","A2","footbath",1.598825713,"noun",8,8.53,4.46
1267,"Abstract","A2","excellence",3.645125733,"noun",10,8.24,2.2
1267,"Concrete","A2","attacker",3.428129486,"noun",8,6.5,4.04
1268,"Abstract","A2","upgrade",3.612715774,"noun",7,9.17,2.36
1268,"Concrete","A2","jockey",3.859791018,"noun",6,8.28,4.59
1269,"Abstract","A1","dismissal",3.259216812,"noun",9,10,2
1269,"Concrete","A1","appliance",2.996765722,"noun",9,8.78,4.57
1270,"Abstract","A1","persecution",3.449318785,"noun",11,11.8,2.43
1270,"Concrete","A1","columnist",3.267444558,"noun",9,10.85,4.14
1271,"Abstract","A1","plentiful",3.206280736,"adjective",9,8.4,2.11
1271,"Concrete","A1","handwritten",2.948588757,"adjective",11,6.4,4.07
1272,"Abstract","A1","misinterpretation",2.286800333,"noun",17,11.33,1.91
1272,"Concrete","A1","photojournalist",2.057463562,"noun",15,12.63,4.11
1273,"Abstract","A1","logic",3.898224043,"noun",5,10.58,1.72
1273,"Concrete","A1","slate",3.892464449,"noun",5,9.25,4.58
1274,"Abstract","A2","outset",3.427324491,"noun",6,11.78,2.21
1274,"Concrete","A2","platinum",3.487426375,"noun",8,12.28,4.44
1275,"Abstract","A1","abomination",2.708572951,"noun",11,11.17,2.23
1275,"Concrete","A1","waistband",2.481065561,"noun",9,9.5,4.79
1276,"Abstract","A2","vulgar",3.236065201,"noun",6,11.57,1.97
1276,"Concrete","A2","carp",3.13506842,"noun",4,11.42,4.62
1277,"Abstract","A2","congrats",2.436098416,"noun",8,8.26,2.12
1277,"Concrete","A2","seashell",2.553068223,"noun",8,7.06,4.96
1278,"Abstract","A1","prediction",3.737917321,"noun",10,9.68,2.36
1278,"Concrete","A1","electrician",3.555474292,"noun",11,8.75,4.21
1279,"Abstract","A1","impetuousness",1.297795718,"noun",13,14.41,1.87
1279,"Concrete","A1","proctologist",1.297795718,"noun",12,15.44,4.18
1280,"Abstract","A2","achiever",2.420011596,"noun",8,9.11,2.04
1280,"Concrete","A2","airman",2.582226451,"noun",6,10.58,4.25
1281,"Abstract","A1","transference",2.172856981,"noun",12,14.29,1.86
1281,"Concrete","A1","hermaphrodite",2.18709742,"noun",13,15.42,4.42
1282,"Abstract","A1","birthright",2.559058586,"noun",10,13.37,2.34
1282,"Concrete","A1","cellulite",2.495076276,"noun",9,13.65,4.55
1283,"Abstract","A2","hogwash",2.017955021,"noun",7,9.29,2.37
1283,"Concrete","A2","clamshell",1.774916972,"noun",9,8.11,4.82
1284,"Abstract","A2","phobia",3.195422809,"noun",6,9.83,2.1
1284,"Concrete","A2","lobe",2.943708993,"noun",4,10.17,4.44
1285,"Abstract","A2","prehistory",2.488127416,"noun",10,11.89,2.19
1285,"Concrete","A2","kerosene",2.495076276,"noun",8,10.95,4.96
1286,"Abstract","A2","leeway",3.045983745,"noun",6,11.17,1.96
1286,"Concrete","A2","appendix",3.030189477,"noun",8,10.56,4.25
1287,"Abstract","A1","morbidity",2.057463562,"noun",9,14.17,2.47
1287,"Concrete","A1","heliport",2.093675735,"noun",8,12.27,4.7
1288,"Abstract","A2","annoyance",3.0261495,"noun",9,9.47,2.14
1288,"Concrete","A2","horseman",2.771282688,"noun",8,9,4.3
1289,"Abstract","A2","legit",2.985770338,"noun",5,11.35,2.29
1289,"Concrete","A2","vendor",3.120617363,"noun",6,10.17,4.5
1290,"Abstract","A1","diplomacy",3.487426375,"noun",9,10.89,2.04
1290,"Concrete","A1","croquet",3.225935424,"noun",7,11.06,4.59
1291,"Abstract","A2","gracefulness",1.774916972,"noun",12,8.33,1.86
1291,"Concrete","A2","streetlamp",1.649978236,"noun",10,6.63,4.92
1292,"Abstract","A1","careful",4.844029824,"adjective",7,5.09,1.86
1292,"Concrete","A1","dirty",4.571606917,"adjective",5,4.55,4.23
1293,"Abstract","A1","ladylike",2.635254979,"adjective",8,7,2.18
1293,"Concrete","A1","creaky",2.691370921,"adjective",6,6.89,4.07
1294,"Abstract","A1","selfish",3.933028064,"adjective",7,5.26,1.92
1294,"Concrete","A1","daytime",3.673916243,"adjective",7,5.1,4.31
1295,"Abstract","A2","ego",3.632249469,"noun",3,10.89,1.74
1295,"Concrete","A2","moat",3.68563029,"noun",4,9.65,4.69
1296,"Abstract","A1","circumspection",1.540833766,"noun",14,16.67,1.84
1296,"Concrete","A1","breathalyzer",1.540833766,"noun",12,14.85,4.63
1297,"Abstract","A2","reminder",4.24779526,"noun",8,7.5,2.41
1297,"Concrete","A2","homework",4.088608472,"noun",8,5.89,4.5
1298,"Abstract","A1","misbehave",2.763921588,"verb",9,5.5,2.07
1298,"Concrete","A1","wrinkled",2.614813819,"verb",8,7.26,4.29
1299,"Abstract","A2","amends",3.23731497,"noun",6,10.16,1.92
1299,"Concrete","A2","gull",3.10566885,"noun",4,8.65,4.08
1300,"Abstract","A2","ethic",3.303190749,"noun",5,10.21,1.59
1300,"Concrete","A2","muzzle",3.066803588,"noun",6,8.44,4.59
1301,"Abstract","A2","adore",3.788105426,"verb",5,7.95,2.34
1301,"Concrete","A2","sewing",3.750348781,"verb",6,6.11,4.4
1302,"Abstract","A1","commercialism",2.339188403,"noun",13,13.95,2.07
1302,"Concrete","A1","hydrocortisone",2.18709742,"noun",14,14.33,4.59
1303,"Abstract","A1","burnout",2.26393745,"noun",7,12.11,2.44
1303,"Concrete","A1","outboard",2.473886977,"noun",8,11.08,4.07
1304,"Abstract","A1","reassessment",2.771282688,"noun",12,13.5,2.19
1304,"Concrete","A1","proprietor",3.022071587,"noun",10,12.21,4.24
1305,"Abstract","A2","perchance",2.385931806,"noun",9,13.07,1.57
1305,"Concrete","A2","herbivore",2.436098416,"noun",9,11.94,4.08
1306,"Abstract","A2","affront",2.686961802,"noun",7,12.44,1.83
1306,"Concrete","A2","brine",2.969893575,"noun",5,14.25,4.24
1307,"Abstract","A1","sorcery",2.704335898,"noun",7,10.39,2
1307,"Concrete","A1","biceps",2.785640838,"noun",6,9.42,4.93
1308,"Abstract","A1","reconnect",3.164083057,"verb",9,8.89,2.48
1308,"Concrete","A1","blooming",3.417546341,"verb",8,7.17,4.07
1309,"Abstract","A2","forethought",2.227214643,"noun",11,11.11,2.12
1309,"Concrete","A2","sweatband",1.974489327,"noun",9,9.8,4.37
1310,"Abstract","A2","betrayal",3.437674804,"noun",8,9.78,1.76
1310,"Concrete","A2","dagger",3.281196456,"noun",6,8.44,4.96
1311,"Abstract","A1","chronology",2.394705731,"noun",10,12.83,2.29
1311,"Concrete","A1","silencer",2.308519583,"noun",8,11.84,4.19
1312,"Abstract","A2","shallowness",1.737128411,"noun",11,10.33,2.27
1312,"Concrete","A2","newscaster",1.774916972,"noun",10,9.56,4.5
1313,"Abstract","A1","acquittal",2.367833584,"noun",9,12.39,2.38
1313,"Concrete","A1","spearhead",2.481065561,"noun",9,11.67,4.19
1314,"Abstract","A2","longevity",3.156633569,"noun",9,10.72,1.9
1314,"Concrete","A2","attendant",3.077752769,"noun",9,9.79,4.44
1315,"Abstract","A1","recruitment",3.709415423,"noun",11,10.5,2.48
1315,"Concrete","A1","ambassador",3.955807114,"noun",10,11,4.28
1316,"Abstract","A1","uttermost",1.695735726,"noun",9,12.67,1.5
1316,"Concrete","A1","gallstone",1.737128411,"noun",9,13.11,4.68
1317,"Abstract","A1","handsomeness",1.737128411,"name",12,9.32,2.3
1317,"Concrete","A1","rollerblade",1.649978236,"name",11,10.8,4.78
1318,"Abstract","A1","bratty",1.598825713,"adjective",6,6.32,2.31
1318,"Concrete","A1","footrest",1.809679079,"adjective",8,6.55,4.67
1319,"Abstract","A1","doublespeak",1.297795718,"noun",11,13,2.39
1319,"Concrete","A1","harpooner",1.394705731,"noun",9,11.81,4.39
1320,"Abstract","A1","deceive",3.212931624,"verb",7,8.68,1.68
1320,"Concrete","A1","weeping",3.356601204,"verb",7,6.68,4.18
1321,"Abstract","A2","despair",3.809010419,"noun",7,9.56,2.21
1321,"Concrete","A2","manual",3.699196258,"noun",6,7.57,4.45
1322,"Abstract","A1","prophecy",3.12709949,"noun",8,12.58,1.93
1322,"Concrete","A1","baguette",3.049844165,"noun",8,13.75,4.64
1323,"Abstract","A2","dramatics",2.888860325,"noun",9,8.67,2.07
1323,"Concrete","A2","schoolhouse",2.816309657,"noun",11,6.76,4.86
1324,"Abstract","A2","denial",3.600451271,"noun",6,9.45,2.46
1324,"Concrete","A2","shaft",3.604220745,"noun",5,10.17,4.71
1325,"Abstract","A2","imagery",3.392092115,"noun",7,10.28,2.48
1325,"Concrete","A2","liquor",3.481065561,"noun",6,8.4,4.73
1326,"Abstract","A1","unimportant",2.785640838,"adjective",11,7.84,1.83
1326,"Concrete","A1","dalmatian",2.654777119,"adjective",9,6.06,4.81
1327,"Abstract","A1","importance",4.321973411,"noun",10,6.8,1.75
1327,"Concrete","A1","wardrobe",4.104314852,"noun",8,7.84,4.67
1328,"Abstract","A2","health",5.1396399,"noun",6,7.56,2.28
1328,"Concrete","A2","city",5.397424572,"noun",4,6.56,4.79
1329,"Abstract","A2","wisdom",3.922335631,"noun",6,9.61,1.53
1329,"Concrete","A2","poster",3.925929105,"noun",6,8.12,4.66
1330,"Abstract","A1","earful",2.318985017,"adjective",6,8.32,1.96
1330,"Concrete","A1","guppy",2.110709074,"adjective",5,8.06,4.88
1331,"Abstract","A1","aesthetics",2.744953749,"noun",10,15.06,2.22
1331,"Concrete","A1","absinthe",2.678006959,"noun",8,16.29,4.3
1332,"Abstract","A1","nonchalance",1.841863762,"noun",11,12.31,1.81
1332,"Concrete","A1","minesweeper",1.951008231,"noun",11,11.12,4.17
1333,"Abstract","A2","dibs",2.744953749,"noun",4,7.56,2.23
1333,"Concrete","A2","bicep",2.466587738,"noun",5,8.67,4.67
1334,"Abstract","A1","formality",3.214249666,"noun",9,12.59,1.67
1334,"Concrete","A1","stoneware",3.19404628,"noun",9,11.71,4.66
1335,"Abstract","A2","depletion",2.239803771,"noun",9,14.22,2.38
1335,"Concrete","A2","affidavit",2.252038227,"noun",9,15.69,4
1336,"Abstract","A1","opposition",4.725687368,"noun",10,11.58,2.25
1336,"Concrete","A1","antiques",4.620583359,"noun",8,11.05,4.22
1337,"Abstract","A1","meddle",2.760193715,"verb",6,10.22,2.43
1337,"Concrete","A1","corral",2.868921995,"verb",6,8.25,4.54
1338,"Abstract","A2","certainty",3.717751466,"noun",9,10.11,1.59
1338,"Concrete","A2","compost",3.8657039,"noun",7,9.72,4.46
1339,"Abstract","A1","preset",1.695735726,"adjective",6,8.24,2.37
1339,"Concrete","A1","cupful",1.974489327,"adjective",6,6.4,4.04
1340,"Abstract","A1","admissibility",1.394705731,"noun",13,13.79,1.65
1340,"Concrete","A1","paleontologist",1.649978236,"noun",14,12.5,4.62
1341,"Abstract","A2","ingrain",1.649978236,"noun",7,11.18,2.28
1341,"Concrete","A2","flathead",1.473886977,"noun",8,9.53,4.09
1342,"Abstract","A1","potency",2.593362817,"noun",7,12.89,2.32
1342,"Concrete","A1","satchel",2.654777119,"noun",7,12.35,4.73
1343,"Abstract","A1","strive",3.343118696,"verb",6,8.95,2.07
1343,"Concrete","A1","spout",3.210283479,"verb",5,8,4.67
1344,"Abstract","A1","dualism",1.809679079,"noun",7,13.57,2.19
1344,"Concrete","A1","realtor",2.017955021,"noun",7,11.71,4.61
1345,"Abstract","A2","jolliness",1.172856981,"noun",9,8.88,2.22
1345,"Concrete","A2","razorblade",1.172856981,"noun",10,7.59,4.75
1346,"Abstract","A1","defamation",2.774916972,"noun",10,13.73,2.25
1346,"Concrete","A1","airbrush",2.521810529,"noun",8,12.06,4.45
1347,"Abstract","A2","implication",3.386817218,"noun",11,12.22,1.61
1347,"Concrete","A2","waistcoat",3.232294169,"noun",9,11.88,4.63
1348,"Abstract","A2","reverence",2.899855709,"noun",9,13.06,1.7
1348,"Concrete","A2","lacquer",3.055571209,"noun",7,13.19,4.28
1349,"Abstract","A2","homing",3.12387052,"noun",6,11.75,2
1349,"Concrete","A2","hash",3.308519583,"noun",4,12.74,4.1
1350,"Abstract","A2","screwy",2.142893758,"noun",6,10.95,1.83
1350,"Concrete","A2","ember",2.308519583,"noun",5,10.5,4.36
1351,"Abstract","A2","prelude",2.860088582,"noun",7,11.06,2.33
1351,"Concrete","A2","syringe",3.122246988,"noun",7,10.63,4.81
1352,"Abstract","A2","calmness",2.752640578,"noun",8,8.21,1.83
1352,"Concrete","A2","folder",2.943708993,"noun",6,8.21,4.93
1353,"Abstract","A1","promote",4.077752769,"verb",7,10.32,2.26
1353,"Concrete","A1","whisk",3.823164504,"verb",5,8.72,4.33
1354,"Abstract","A2","awfulness",2.367833584,"noun",9,9.67,2.2
1354,"Concrete","A2","lounger",2.443923753,"noun",7,9.82,4.04
1355,"Abstract","A2","tradition",4.474610198,"noun",9,8.05,1.69
1355,"Concrete","A2","boyfriend",4.365795944,"noun",9,6.89,4.59
1356,"Abstract","A1","wacky",3.484610842,"adjective",5,7.67,2
1356,"Concrete","A1","oval",3.588942479,"adjective",4,5.95,4.04
1357,"Abstract","A2","omnipotence",1.737128411,"noun",11,14,1.58
1357,"Concrete","A2","epidermis",1.951008231,"noun",9,13.44,4.69
1358,"Abstract","A2","cheat",3.871826985,"verb",5,5.11,2.23
1358,"Concrete","A2","fold",4.038750223,"verb",4,4.95,4.13
1359,"Abstract","A1","showmanship",2.826069495,"noun",11,11.5,2.42
1359,"Concrete","A1","groundsman",2.528244639,"noun",10,10.88,4.19
1360,"Abstract","A1","credibility",3.904982575,"noun",11,12.37,2.29
1360,"Concrete","A1","publication",3.741840513,"noun",11,10.89,4.41
1361,"Abstract","A2","racism",3.712351274,"noun",6,9.56,2.36
1361,"Concrete","A2","receipt",3.682954956,"noun",7,8.53,4.86
1362,"Abstract","A2","analogy",3.329204182,"noun",7,11.33,1.61
1362,"Concrete","A2","parasite",3.212931624,"noun",8,9.94,4.34
1363,"Abstract","A2","anarchism",1.394705731,"noun",9,12.46,1.92
1363,"Concrete","A2","gearshift",1.394705731,"noun",9,10.89,4.64
1364,"Abstract","A2","correctness",3.013799061,"noun",11,8.72,2.36
1364,"Concrete","A2","buttermilk",2.891635379,"noun",10,7.6,4.68
1365,"Abstract","A1","improvisation",2.998931784,"noun",13,13.25,2
1365,"Concrete","A1","condensation",2.915843814,"noun",12,12.11,4.24
1366,"Abstract","A1","treason",3.30426176,"noun",7,11.37,2.03
1366,"Concrete","A1","landowner",3.171406915,"noun",9,11,4.29
1367,"Abstract","A2","admittance",2.339188403,"noun",10,10.39,2.26
1367,"Concrete","A2","peephole",2.093675735,"noun",8,9.35,4.74
1368,"Abstract","A2","supervision",3.426518002,"noun",11,8.9,2.19
1368,"Concrete","A2","tightrope",3.168492176,"noun",9,7.67,4.78
1369,"Abstract","A1","failsafe",2.038158407,"noun",8,11.44,2.37
1369,"Concrete","A1","sprocket",2.227214643,"noun",8,12.94,4.58
1370,"Abstract","A1","ignore",4.240051868,"verb",6,6.74,2.22
1370,"Concrete","A1","tick",4.15422249,"verb",4,6.05,4.57
1371,"Abstract","A2","directness",2.275519323,"noun",10,11,2.03
1371,"Concrete","A2","crabmeat",2.093675735,"noun",8,10.06,4.81
1372,"Abstract","A2","artistry",2.886067424,"noun",8,10.58,2
1372,"Concrete","A2","skylight",2.926184648,"noun",8,8.6,4.79
1373,"Abstract","A1","worrying",4.406191591,"verb",8,6.52,2.21
1373,"Concrete","A1","drawing",4.468204129,"verb",7,4.83,4.6
1374,"Abstract","A1","excise",2.851071764,"name",6,13.25,2.48
1374,"Concrete","A1","gurney",2.926184648,"name",6,11.47,4.68
1375,"Abstract","A1","inquisition",2.918452197,"name",11,12.5,2.17
1375,"Concrete","A1","bloodhound",3.03219546,"name",10,11.32,4.76
1376,"Abstract","A2","caving",2.897132851,"noun",6,10.11,2.38
1376,"Concrete","A2","tuxedo",2.620015012,"noun",6,8.26,4.86
1377,"Abstract","A2","heartbreaker",2.576549318,"noun",12,9.11,2.14
1377,"Concrete","A2","meteorologist",2.635254979,"noun",13,8.89,4.56
1378,"Abstract","A1","broaden",3.150580586,"verb",7,9.56,2.3
1378,"Concrete","A1","ferret",3.228490105,"verb",6,8.47,4.97
1379,"Abstract","A2","phrasing",2.673459331,"noun",8,11.62,1.93
1379,"Concrete","A2","potpourri",2.394705731,"noun",9,10.15,4.59
1380,"Abstract","A1","negligence",3.203591598,"noun",10,12.16,2.04
1380,"Concrete","A1","ventilator",3.005365894,"noun",10,11.44,4.04
1381,"Abstract","A2","intuition",3.072312683,"noun",9,10.58,1.67
1381,"Concrete","A2","shredder",2.792645739,"noun",8,8.78,4.59
1382,"Abstract","A1","rapidity",2.110709074,"noun",8,12.82,2.46
1382,"Concrete","A1","postmark",2.158133724,"noun",8,11.45,4.33
1383,"Abstract","A2","poignancy",2.620015012,"noun",9,13.07,1.65
1383,"Concrete","A2","tapeworm",2.576549318,"noun",8,11.11,4.93
1384,"Abstract","A1","obscurity",3.13506842,"noun",9,12.06,1.63
1384,"Concrete","A1","supermodel",3.088432679,"noun",10,10.37,4.33
1385,"Abstract","A2","decency",3.298880099,"noun",7,9,2
1385,"Concrete","A2","bleach",3.223365627,"noun",6,8,4.74
1386,"Abstract","A2","tolerance",3.587830329,"noun",9,8.63,2.11
1386,"Concrete","A2","thermometer",3.303190749,"noun",11,6.63,4.96
1387,"Abstract","A1","output",3.765033738,"noun",6,10.72,2.48
1387,"Concrete","A1","snuff",3.675739098,"noun",5,11.79,4.04
1388,"Abstract","A1","dogma",2.796106271,"noun",5,12.89,1.79
1388,"Concrete","A1","logbook",2.729159482,"noun",7,12.22,4.54
1389,"Abstract","A1","attentiveness",1.737128411,"noun",13,12.1,2.24
1389,"Concrete","A1","shuffleboard",1.540833766,"noun",12,10.63,4.74
1390,"Abstract","A1","anti",4.541143866,"noun",4,9.37,2.12
1390,"Concrete","A1","cafe",4.251072054,"noun",4,8.75,4.96
1391,"Abstract","A2","dismay",3.036179841,"noun",6,10.9,2.29
1391,"Concrete","A2","puma",2.918452197,"noun",4,9,4.86
1392,"Abstract","A1","complicity",2.640218398,"noun",10,13.67,1.7
1392,"Concrete","A1","spokeswoman",2.436098416,"noun",11,12.25,4.55
1393,"Abstract","A1","derangement",1.598825713,"noun",11,14.32,2.1
1393,"Concrete","A1","polyethylene",1.737128411,"noun",12,16.15,4.08
1394,"Abstract","A1","incomprehension",1.899855709,"noun",15,13.44,1.96
1394,"Concrete","A1","methamphetamine",2.038158407,"noun",15,15.42,4.63
1395,"Abstract","A2","literacy",3.462891592,"noun",8,11.44,2.04
1395,"Concrete","A2","mortar",3.654299609,"noun",6,11.9,4.48
1396,"Abstract","A1","include",4.427405058,"verb",7,6.47,2.48
1396,"Concrete","A1","knock",4.721369237,"verb",5,4.63,4.24
1397,"Abstract","A2","cleverness",2.436098416,"noun",10,7.75,2.07
1397,"Concrete","A2","kidnapper",2.66886358,"noun",9,7.55,4.29
1398,"Abstract","A1","devise",3.038158407,"verb",6,10.75,2
1398,"Concrete","A1","crimp",2.789157411,"verb",5,8.78,4
1399,"Abstract","A2","vigilance",2.741058705,"noun",9,11.16,2.36
1399,"Concrete","A2","executioner",2.894392813,"noun",11,9.79,4.17
1400,"Abstract","A1","mainstay",2.835614813,"noun",8,11.78,2.19
1400,"Concrete","A1","showgirl",2.587830329,"noun",8,11.72,4.44
1401,"Abstract","A1","quirkiness",2.829274635,"noun",10,11.88,1.81
