"item_nr","condition","match_null","string","Zipf.SUBTLEX_UK","PoS.SUBTLEX_UK","Length","AoA.Kuperman","CNC.Brysbaert"
373,"Concrete","A1","fried",4.163047789,"adjective",5,7.47,4.11
374,"Abstract","A2","humanity",3.8772935,"noun",8,9.28,2.36
374,"Concrete","A2","karate",3.635753881,"noun",6,7.75,4.14
375,"Abstract","A1","reoccur",1.951008231,"verb",7,10.65,1.9
375,"Concrete","A1","quilted",2.227214643,"verb",7,10.26,4.25
376,"Abstract","A1","congenial",2.172856981,"adjective",9,12.59,2.04
376,"Concrete","A1","capillary",2.214249666,"adjective",9,13.17,4.29
377,"Abstract","A2","usage",3.266278666,"noun",5,10.74,2.07
377,"Concrete","A2","boa",3.136644808,"noun",3,9.56,4.92
378,"Abstract","A2","haste",3.232294169,"noun",5,9,2.29
378,"Concrete","A2","lagoon",3.26040179,"noun",6,9.42,4.5
379,"Abstract","A1","priority",4.409729994,"noun",8,10.95,1.76
379,"Concrete","A1","structure",4.472509529,"noun",9,9.45,4.03
380,"Abstract","A2","esteem",3.539591149,"noun",6,10.55,1.83
380,"Concrete","A2","bowel",3.470981986,"noun",5,9.72,4.53
381,"Abstract","A1","concentration",4.049074822,"noun",13,8.35,2.1
381,"Concrete","A1","photography",3.936783877,"noun",11,7.84,4.1
382,"Abstract","A1","unrest",3.586715323,"noun",6,10.5,2.24
382,"Concrete","A1","lark",3.521810529,"noun",4,11.82,4.28
383,"Abstract","A2","micro",3.692684975,"noun",5,10.44,2.08
383,"Concrete","A2","spa",3.790556107,"noun",3,11.06,4.67
384,"Abstract","A1","contrive",2.075946968,"verb",8,12.81,1.96
384,"Concrete","A1","shackle",2.252038227,"verb",7,12.16,4.34
385,"Abstract","A1","traitorous",1.951008231,"adjective",10,10.94,1.71
385,"Concrete","A1","foxhound",1.809679079,"adjective",8,9.33,4.48
386,"Abstract","A1","discouragement",1.841863762,"noun",14,10.22,1.93
386,"Concrete","A1","swashbuckler",1.996765722,"noun",12,11.18,4.16
387,"Abstract","A2","loopy",3.622592435,"name",5,8.6,2.46
387,"Concrete","A2","cork",3.742230891,"name",4,9.05,4.86
388,"Abstract","A2","numbskull",2.172856981,"noun",9,7.83,2.08
388,"Concrete","A2","armrest",2.017955021,"noun",7,6.56,4.76
389,"Abstract","A2","downside",3.584476687,"noun",8,9.37,2
389,"Concrete","A2","pioneer",3.543924843,"noun",7,7.56,4.04
390,"Abstract","A1","precede",2.528244639,"verb",7,10.4,2.41
390,"Concrete","A1","engrave",2.45916372,"verb",7,10.89,4
391,"Abstract","A2","bashfulness",1.297795718,"noun",11,9,2.07
391,"Concrete","A2","underclothing",1.473886977,"noun",13,7,4.29
392,"Abstract","A1","bland",3.498509451,"noun",5,8.35,2.38
392,"Concrete","A1","gavel",3.528882838,"noun",5,9.22,4.88
393,"Abstract","A1","tangent",2.515279662,"noun",7,12.16,2.08
393,"Concrete","A1","footman",2.725119504,"noun",7,11.59,4.55
394,"Abstract","A2","avoider",1.695735726,"noun",7,10.33,2.12
394,"Concrete","A2","caregiver",1.695735726,"noun",9,8.83,4.18
395,"Abstract","A2","plenty",5.005365894,"noun",6,5.76,2.39
395,"Concrete","A2","boat",4.886235506,"noun",4,3.84,4.93
396,"Abstract","A1","supportive",3.874137068,"adjective",10,9.56,2.2
396,"Concrete","A1","contestant",3.698333707,"adjective",10,8.21,4.17
397,"Abstract","A1","slander",2.664218675,"noun",7,14,2.33
397,"Concrete","A1","fritter",2.767617734,"noun",7,13,4.11
398,"Abstract","A1","hypocrisy",3.337209837,"noun",9,14,2
398,"Concrete","A1","minibus",3.074133627,"noun",7,12.24,4.55
399,"Abstract","A2","personification",2.473886977,"noun",15,13.74,1.74
399,"Concrete","A2","nitroglycerine",2.329204182,"noun",14,14.38,4.27
400,"Abstract","A1","selectivity",1.695735726,"noun",11,12,1.81
400,"Concrete","A1","groomsman",1.809679079,"noun",9,11.5,4.45
401,"Abstract","A2","matrimony",2.725119504,"noun",9,10.31,2.11
401,"Concrete","A2","speedometer",2.488127416,"noun",11,9.35,4.78
402,"Abstract","A1","unworldly",1.899855709,"adjective",9,11.37,2.07
402,"Concrete","A1","bipedal",1.951008231,"adjective",7,12.44,4
403,"Abstract","A1","rapture",2.451610582,"noun",7,11.6,1.97
403,"Concrete","A1","ammonium",2.339188403,"noun",8,12.35,4.04
404,"Abstract","A1","brainwash",2.339188403,"verb",9,11.53,2.21
404,"Concrete","A1","sidestep",2.635254979,"verb",8,9.84,4.15
405,"Abstract","A2","hint",3.948588757,"noun",4,5.95,2.33
405,"Concrete","A2","bunny",3.890804723,"noun",5,4.5,4.97
406,"Abstract","A1","regard",4.188076979,"noun",6,10.2,1.79
406,"Concrete","A1","manor",3.924136085,"noun",5,9.55,4.7
407,"Abstract","A1","advantage",4.66932535,"noun",9,9.32,2
407,"Concrete","A1","product",4.646295288,"noun",7,8.05,4.17
408,"Abstract","A1","stunted",2.553068223,"verb",7,10.67,2.17
408,"Concrete","A1","curtsy",2.528244639,"verb",6,8.79,4.18
409,"Abstract","A2","greed",3.629223014,"noun",5,7.63,1.53
409,"Concrete","A2","knuckle",3.364121643,"noun",7,5.94,4.93
410,"Abstract","A1","lowbrow",2.18709742,"noun",7,13.08,1.96
410,"Concrete","A1","abrasion",2.318985017,"noun",8,11.95,4.57
411,"Abstract","A2","menace",3.553068223,"noun",6,9.47,2.3
411,"Concrete","A2","salesman",3.690052879,"noun",8,8.29,4.81
412,"Abstract","A2","fibber",2.227214643,"noun",6,7,2.44
412,"Concrete","A2","pretzel",2.376976964,"noun",7,5,4.74
413,"Abstract","A2","sensibility",3.086670833,"noun",11,10.65,1.52
413,"Concrete","A2","marijuana",3.088432679,"noun",9,10.89,4.89
414,"Abstract","A2","truce",3.188496115,"noun",5,8.8,2.47
414,"Concrete","A2","mussel",3.253242928,"noun",6,10,4.69
415,"Abstract","A1","bonding",3.457663565,"noun",7,11.44,2.48
415,"Concrete","A1","pageant",3.371514068,"noun",7,10,4
416,"Abstract","A1","amorality",1.540833766,"noun",9,15,1.64
416,"Concrete","A1","scoliosis",1.809679079,"noun",9,13,4.12
417,"Abstract","A2","abreast",2.799539447,"noun",7,13.06,2.23
417,"Concrete","A2","ricotta",3.098856247,"noun",7,12.67,4.86
418,"Abstract","A1","precaution",3.207619087,"noun",10,11.05,2.21
418,"Concrete","A1","blacksmith",3.361316717,"noun",10,9.84,4.38
419,"Abstract","A2","untold",3.149054066,"adjective",6,8.78,1.76
419,"Concrete","A2","waxy",2.886067424,"adjective",4,8.05,4.1
420,"Abstract","A2","charade",2.785640838,"noun",7,9.56,1.93
420,"Concrete","A2","checklist",2.863053061,"noun",9,7.78,4.61
421,"Abstract","A1","unscheduled",2.41173907,"adjective",11,9.89,2.21
421,"Concrete","A1","sourdough",2.614813819,"adjective",9,9.58,4.66
422,"Abstract","A2","enthusiast",3.480353019,"noun",10,8.78,2.23
422,"Concrete","A2","werewolf",3.354700569,"noun",8,7.2,4.17
423,"Abstract","A1","frequent",3.624643416,"adjective",8,6.94,2.25
423,"Concrete","A1","locomotive",3.331219473,"adjective",10,6.55,4.82
424,"Abstract","A1","oblige",3.015882012,"verb",6,11.82,1.73
424,"Concrete","A1","ignite",3.19404628,"verb",6,9.82,4.04
425,"Abstract","A2","sync",2.994588803,"noun",4,13.22,2.38
425,"Concrete","A2","shroud",2.838750526,"noun",6,11.65,4.34
426,"Abstract","A1","uninvited",2.918452197,"adjective",9,9,2.39
426,"Concrete","A1","adhesive",2.844954839,"adjective",8,9.17,4.35
427,"Abstract","A2","friendship",4.050803933,"noun",10,5.62,2.39
427,"Concrete","A2","container",3.773466906,"noun",9,6.5,4.85
428,"Abstract","A1","elicit",2.367833584,"verb",6,14.26,1.73
428,"Concrete","A1","buttress",2.528244639,"verb",8,12.8,4.25
429,"Abstract","A1","uppity",2.385931806,"noun",6,9.83,2.29
429,"Concrete","A1","pinprick",2.172856981,"noun",8,8.89,4.04
430,"Abstract","A2","exclamation",2.983537456,"noun",11,7.94,2.48
430,"Concrete","A2","casserole",3.25683711,"noun",9,7.32,4.87
431,"Abstract","A2","queer",3.236065201,"noun",5,11.1,2.04
431,"Concrete","A2","archway",3.059347706,"noun",7,10.06,4.28
432,"Abstract","A1","disregard",3.152101759,"noun",9,10.35,1.9
432,"Concrete","A1","pharmacy",3.437674804,"noun",8,8.79,4.78
433,"Abstract","A1","adaption",1.926184648,"noun",8,12.4,2.4
433,"Concrete","A1","seaplane",2.18709742,"noun",8,11.47,4.75
434,"Abstract","A2","biggie",3.093675735,"noun",6,7.28,2.41
434,"Concrete","A2","alleyway",3.156633569,"noun",8,8.11,4.3
435,"Abstract","A1","heightened",3.23731497,"verb",10,10.17,2.38
435,"Concrete","A1","clipping",2.969893575,"verb",8,8.89,4
436,"Abstract","A2","radiance",2.428129486,"noun",8,9.56,2.21
436,"Concrete","A2","flycatcher",2.436098416,"noun",10,7.95,4.61
437,"Abstract","A2","subversion",2.394705731,"noun",10,14.31,2.15
437,"Concrete","A2","clavicle",2.534584817,"noun",8,13.38,4.5
438,"Abstract","A2","splurge",2.635254979,"noun",7,10.56,2
438,"Concrete","A2","mulch",2.854098218,"noun",5,9.22,4.59
439,"Abstract","A1","acuteness",1.172856981,"noun",9,12.95,2.41
439,"Concrete","A1","drywall",1.172856981,"noun",7,12.06,4.7
440,"Abstract","A1","harmless",3.616380728,"adjective",8,7.7,1.9
440,"Concrete","A1","newborn",3.460658711,"adjective",7,6.9,4.39
441,"Abstract","A2","letdown",2.508649083,"noun",7,10.28,1.83
441,"Concrete","A2","serum",2.57079699,"noun",5,10.22,4.27
442,"Abstract","A1","upkeep",3.017955021,"noun",6,11.17,2.44
442,"Concrete","A1","satin",3.12709949,"noun",5,10.37,4.57
443,"Abstract","A1","unrepeatable",1.649978236,"adjective",12,9,2.44
443,"Concrete","A1","infomercial",1.695735726,"adjective",11,9.76,4.15
444,"Abstract","A2","pity",4.095236388,"noun",4,8.72,1.87
444,"Concrete","A2","grave",4.198162846,"noun",5,7.06,4.56
445,"Abstract","A2","sympathy",4.052144053,"noun",8,8.79,1.88
445,"Concrete","A2","porcelain",4.103636266,"noun",9,9.12,4.63
446,"Abstract","A2","swear",4.256120649,"verb",5,7.21,2.45
446,"Concrete","A2","log",4.092109454,"verb",3,6.74,4.96
447,"Abstract","A1","painstaking",3.23731497,"noun",11,11.17,2.04
447,"Concrete","A1","hovercraft",2.974489327,"noun",10,9.28,4.58
448,"Abstract","A1","unwavering",2.488127416,"adjective",10,12.68,1.83
448,"Concrete","A1","foursome",2.508649083,"adjective",8,12.24,4
449,"Abstract","A2","cheater",2.587830329,"noun",7,6.06,2.1
449,"Concrete","A2","steamboat",2.367833584,"noun",9,7.67,4.9
450,"Abstract","A1","hex",2.508649083,"name",3,12.42,2.16
450,"Concrete","A1","toner",2.564967446,"name",5,14.16,4.17
451,"Abstract","A1","sequencing",2.420011596,"verb",10,12.84,2.43
451,"Concrete","A1","masturbate",2.385931806,"verb",10,12.21,4.18
452,"Abstract","A1","atone",2.546994075,"verb",5,12.12,1.88
452,"Concrete","A1","caress",2.640218398,"verb",6,10.89,4.14
453,"Abstract","A2","prudence",2.880427157,"name",8,11.87,1.58
453,"Concrete","A2","guardsman",2.760193715,"name",9,10.33,4.64
454,"Abstract","A2","blasphemy",2.844954839,"noun",9,10.72,2.22
454,"Concrete","A2","goulash",2.733162224,"noun",7,8.89,4.2
455,"Abstract","A1","unheard",3.347982067,"adjective",7,8.47,2.22
455,"Concrete","A1","intestine",3.10903549,"adjective",9,9.28,4.55
456,"Abstract","A1","monstrosity",2.891635379,"noun",11,13.06,2.4
456,"Concrete","A1","chromosome",2.686961802,"noun",10,11.78,4.11
457,"Abstract","A2","hindrance",2.910579574,"noun",9,12.6,2.07
457,"Concrete","A2","tetanus",2.659523554,"noun",7,11,4.19
458,"Abstract","A2","completeness",2.075946968,"noun",12,9.63,2.2
458,"Concrete","A2","stepsister",1.974489327,"noun",10,8.06,4.32
459,"Abstract","A1","snub",2.614813819,"noun",4,12.1,2.41
459,"Concrete","A1","hemp",2.620015012,"noun",4,12.94,4.85
460,"Abstract","A1","prevalence",2.473886977,"noun",10,10.72,1.82
460,"Concrete","A1","milkmaid",2.376976964,"noun",8,8.94,4.74
461,"Abstract","A1","feisty",3.585597447,"adjective",6,9.17,2
461,"Concrete","A1","squat",3.341157996,"adjective",5,8.21,4.32
462,"Abstract","A2","urgency",3.582226451,"noun",7,9.81,2.03
462,"Concrete","A2","pendant",3.457663565,"noun",7,10.3,4.75
463,"Abstract","A2","soul",4.526773212,"noun",4,6.17,1.86
463,"Concrete","A2","dragon",4.276888618,"noun",6,5.58,4.39
464,"Abstract","A2","anguish",3.156633569,"noun",7,11.54,2.38
464,"Concrete","A2","gecko",3.077752769,"noun",5,10.32,4.76
465,"Abstract","A2","piety",2.664218675,"noun",5,12.6,1.56
465,"Concrete","A2","crypt",2.871826985,"noun",5,10.68,4.75
466,"Abstract","A2","grievance",2.905250741,"noun",9,11.79,2.19
466,"Concrete","A2","swastika",2.649978236,"noun",8,10.53,4.29
467,"Abstract","A1","counterculture",2.18709742,"noun",14,13.2,1.97
467,"Concrete","A1","quartermaster",2.214249666,"noun",13,13.29,4.04
468,"Abstract","A1","levity",2.18709742,"noun",6,14.78,1.81
468,"Concrete","A1","rotator",1.974489327,"noun",7,13.5,4.45
469,"Abstract","A1","fraternal",2.297795718,"adjective",9,10.32,1.93
469,"Concrete","A1","beachfront",2.110709074,"adjective",10,9.25,4.46
470,"Abstract","A2","revel",3.254444297,"name",5,12,1.69
470,"Concrete","A2","wharf",3.311685778,"name",5,10.88,4.6
471,"Abstract","A2","unmoving",1.598825713,"adjective",8,8.06,2.31
471,"Concrete","A2","redheaded",1.695735726,"adjective",9,6.47,4.29
472,"Abstract","A1","disrespectful",3.276660702,"adjective",13,7.06,1.87
472,"Concrete","A1","convertible",3.097136267,"adjective",11,8.53,4.46
473,"Abstract","A1","embarrassment",3.742230891,"noun",13,6.28,2.43
473,"Concrete","A1","handwriting",3.450084062,"noun",11,5.4,4.59
474,"Abstract","A2","angst",3.047918244,"noun",5,13.12,1.96
474,"Concrete","A2","shrew",3.168492176,"noun",5,11.82,4.07
475,"Abstract","A1","untainted",2.110709074,"adjective",9,10.94,1.96
475,"Concrete","A1","flatbed",2.318985017,"adjective",7,9.3,4.37
476,"Abstract","A2","prep",3.557270137,"noun",4,9.24,2.36
476,"Concrete","A2","wink",3.456911539,"noun",4,7.65,4.23
477,"Abstract","A1","deceptive",3.259216812,"adjective",9,10.83,1.78
477,"Concrete","A1","watershed",3.210283479,"adjective",9,11.71,4.08
478,"Abstract","A1","hopeful",3.965948581,"adjective",7,6.84,1.7
478,"Concrete","A1","muddy",3.86541016,"adjective",5,5.42,4.32
479,"Abstract","A1","glorified",2.974489327,"adjective",9,9.5,1.76
479,"Concrete","A1","overcast",3.055571209,"adjective",8,9.05,4.04
480,"Abstract","A2","bye",5.111309989,"name",3,3.28,2.25
480,"Concrete","A2","queen",5.084227688,"name",5,4.42,4.45
481,"Abstract","A2","damnation",2.733162224,"noun",9,8.94,1.56
481,"Concrete","A2","gunfight",2.451610582,"noun",8,8.79,4.52
482,"Abstract","A2","privacy",4.036576276,"noun",7,7.84,1.5
482,"Concrete","A2","author",4.233554821,"noun",6,7.1,4.26
483,"Abstract","A1","noncommittal",1.598825713,"adjective",12,15,1.68
483,"Concrete","A1","bioluminescent",1.774916972,"adjective",14,15.67,4.05
484,"Abstract","A1","mental",4.434357754,"adjective",6,8.84,2.04
484,"Concrete","A1","garlic",4.450542582,"adjective",6,6.89,4.89
485,"Abstract","A1","ghoulish",2.598825713,"adjective",8,11.31,2.23
485,"Concrete","A1","median",2.844954839,"adjective",6,12.38,4
486,"Abstract","A2","trickery",2.97219753,"noun",8,9.58,1.9
486,"Concrete","A2","diploma",2.998931784,"noun",7,9.33,4.93
487,"Abstract","A2","defense",2.466587738,"name",7,8.8,2.45
487,"Concrete","A2","raceway",2.172856981,"name",7,8.06,4.85
488,"Abstract","A1","depression",4.042870509,"noun",10,10.71,2.39
488,"Concrete","A1","landlord",3.868630424,"noun",8,10.05,4.66
489,"Abstract","A1","disappointment",4.155278984,"noun",14,8.32,1.93
489,"Concrete","A1","headquarters",4.04071714,"noun",12,8.72,4.14
490,"Abstract","A1","inexperienced",3.282323031,"adjective",13,11.26,1.9
490,"Concrete","A1","undercooked",3.196794988,"adjective",11,9.61,4.38
491,"Abstract","A2","conspirator",2.252038227,"noun",11,11.39,2.37
491,"Concrete","A2","rhinestone",2.451610582,"noun",10,11.06,4.82
492,"Abstract","A2","goner",2.829274635,"noun",5,9.35,2.12
492,"Concrete","A2","wiper",2.678006959,"noun",5,8.37,4.56
493,"Abstract","A1","egotism",1.809679079,"noun",7,13.68,1.9
493,"Concrete","A1","giblet",1.951008231,"noun",6,11.72,4.62
494,"Abstract","A1","unlikelihood",1.297795718,"noun",12,10.95,1.64
494,"Concrete","A1","moisturizer",1.172856981,"noun",11,9.33,4.67
495,"Abstract","A2","inertia",2.640218398,"noun",7,12.84,2.43
495,"Concrete","A2","gamer",2.451610582,"noun",5,11.65,4
496,"Abstract","A2","brave",4.644979317,"verb",5,6,2.26
496,"Concrete","A2","pan",4.596430501,"verb",3,4.72,4.86
497,"Abstract","A2","tenderness",3.112376234,"noun",10,8.79,2.06
497,"Concrete","A2","cookbook",3.117339653,"noun",8,7.22,4.9
498,"Abstract","A2","suspense",3.21687381,"noun",8,9.53,1.85
498,"Concrete","A2","grower",2.951008231,"noun",6,7.53,4
499,"Abstract","A2","crabbiness",1.297795718,"noun",10,8,2.04
499,"Concrete","A2","corkboard",1.172856981,"noun",9,8.44,4.92
500,"Abstract","A1","warlike",2.428129486,"adjective",7,8.17,2.46
500,"Concrete","A1","binocular",2.420011596,"adjective",9,7.32,4.5
501,"Abstract","A2","demise",3.437674804,"noun",6,10.67,2.31
501,"Concrete","A2","kelp",3.180035566,"noun",4,10.22,4.9
502,"Abstract","A1","obsessive",3.357548412,"adjective",9,10.89,2.03
502,"Concrete","A1","whirlwind",3.210283479,"adjective",9,10.5,4.07
503,"Abstract","A1","quality",5.007447215,"noun",7,8.78,2.18
503,"Concrete","A1","scale",4.715225889,"noun",5,8.85,4.39
504,"Abstract","A1","priceless",3.698333707,"adjective",9,9.76,1.79
504,"Concrete","A1","tabloid",3.590051789,"adjective",7,10.95,4.07
505,"Abstract","A2","boldness",2.553068223,"noun",8,9.8,2
505,"Concrete","A2","hunchback",2.721041591,"noun",9,8.63,4.32
506,"Abstract","A1","uninviting",2.057463562,"adjective",10,9.81,2.18
506,"Concrete","A1","snowmobile",2.038158407,"adjective",10,8.78,4.81
507,"Abstract","A2","existence",4.092283764,"noun",9,11.61,1.54
507,"Concrete","A2","literature",4.163195836,"noun",10,9.9,4.1
508,"Abstract","A2","personage",2.18709742,"noun",9,13.06,2.4
508,"Concrete","A2","footbridge",2.45916372,"noun",10,11.2,4.81
509,"Abstract","A1","embellish",2.428129486,"verb",9,11.76,2.48
509,"Concrete","A1","photocopy",2.598825713,"verb",9,11,4.5
510,"Abstract","A2","accolade",3.214249666,"noun",8,12.43,2.46
510,"Concrete","A2","autopsy",2.996765722,"noun",7,11.71,4.29
511,"Abstract","A1","qualify",3.942480436,"verb",7,10.05,1.93
511,"Concrete","A1","herring",3.742620917,"verb",7,10.2,4.68
512,"Abstract","A1","reaction",4.642875244,"noun",8,8.3,2.41
512,"Concrete","A1","station",4.815354476,"noun",7,7.11,4.32
513,"Abstract","A2","early",5.32334734,"adjective",5,5.31,2.25
513,"Concrete","A2","hot",5.144426591,"adjective",3,3.37,4.31
514,"Abstract","A1","pomp",3.232294169,"noun",4,12.38,2.44
514,"Concrete","A1","galley",3.164083057,"noun",6,12.69,4.07
515,"Abstract","A2","righteousness",2.695735726,"noun",13,9.94,1.67
515,"Concrete","A2","straitjacket",2.645125733,"noun",12,11.11,4.73
516,"Abstract","A1","snide",2.428129486,"noun",5,10.33,2.04
516,"Concrete","A1","buttock",2.553068223,"noun",7,10.44,4.79
517,"Abstract","A1","untalented",1.598825713,"adjective",10,9.06,2.2
517,"Concrete","A1","typewritten",1.473886977,"adjective",11,8.5,4
518,"Abstract","A1","pious",2.877579314,"adjective",5,12.81,1.58
518,"Concrete","A1","dorsal",2.854098218,"adjective",6,13,4.07
519,"Abstract","A2","evilness",1.841863762,"noun",8,8.5,2
519,"Concrete","A2","cowbell",2.093675735,"noun",7,7.42,4.8
520,"Abstract","A1","expressiveness",1.809679079,"noun",14,10.05,1.88
520,"Concrete","A1","countrywoman",1.540833766,"noun",12,10.06,4.25
521,"Abstract","A1","undying",2.521810529,"adjective",7,10.44,1.87
521,"Concrete","A1","mummified",2.760193715,"adjective",9,10.05,4.33
522,"Abstract","A2","goody",3.430535556,"noun",5,7,2.04
522,"Concrete","A2","scuba",3.202240759,"noun",5,7.6,4.23
523,"Abstract","A1","stupendous",2.974489327,"adjective",10,9.68,1.54
523,"Concrete","A1","antibiotic",2.923622431,"adjective",10,9.53,4.43
524,"Abstract","A2","hastiness",1.297795718,"noun",9,11.5,2
524,"Concrete","A2","goatskin",1.540833766,"noun",8,10.25,4.8
525,"Abstract","A1","unmentionable",2.12709949,"adjective",13,11.17,2.03
525,"Concrete","A1","antiperspirant",1.951008231,"adjective",14,11.26,4.25
526,"Abstract","A2","figment",2.521810529,"noun",7,9.63,2.04
526,"Concrete","A2","dockside",2.473886977,"noun",8,8.37,4.19
527,"Abstract","A2","basics",3.875574654,"noun",6,6.47,2.27
527,"Concrete","A2","goose",4.027770003,"noun",5,5.15,4.81
528,"Abstract","A1","underachiever",1.394705731,"noun",13,9.95,2.21
528,"Concrete","A1","cosmetologist",1.297795718,"noun",13,11.11,4.22
529,"Abstract","A1","myriad",3.001087096,"adjective",6,11.94,2.12
529,"Concrete","A1","mutant",3.171406915,"adjective",6,10,4.2
530,"Abstract","A1","involuntary",2.854098218,"adjective",11,11.95,1.7
530,"Concrete","A1","prosthetic",3.007489587,"adjective",10,11.44,4.4
531,"Abstract","A2","boredom",3.261583545,"noun",7,7.68,1.96
531,"Concrete","A2","clone",3.03219546,"noun",5,8.89,4.34
532,"Abstract","A1","individualism",2.553068223,"noun",13,12.74,1.88
532,"Concrete","A1","circumcision",2.495076276,"noun",12,12.11,4.13
533,"Abstract","A2","lull",2.953414301,"noun",4,10.61,2.32
533,"Concrete","A2","nylon",3.100569443,"noun",5,10,4.7
534,"Abstract","A2","saga",3.530791828,"noun",4,10.42,2.19
534,"Concrete","A2","limo",3.245964079,"noun",4,8.42,4.7
535,"Abstract","A1","hopelessness",2.534584817,"noun",12,9.67,1.67
535,"Concrete","A1","geographer",2.473886977,"noun",10,9.67,4.11
536,"Abstract","A1","excitation",1.649978236,"noun",10,11.12,2.21
536,"Concrete","A1","bifocals",1.926184648,"noun",8,10.72,4.64
537,"Abstract","A2","unhappiness",3.036179841,"noun",11,6.84,1.52
537,"Concrete","A2","grapefruit",3.159628715,"noun",10,6.9,4.96
538,"Abstract","A2","jiffy",2.785640838,"noun",5,9.33,2.33
538,"Concrete","A2","toolkit",2.521810529,"noun",7,7.83,4.76
539,"Abstract","A2","trouble",5.082519966,"noun",7,4.56,2.25
539,"Concrete","A2","glass",4.918894069,"noun",5,4.47,4.82
540,"Abstract","A1","sexless",2.275519323,"adjective",7,14.72,1.97
540,"Concrete","A1","opiate",2.403305902,"adjective",6,14.44,4.17
541,"Abstract","A2","snobbery",2.923622431,"noun",8,10.88,1.74
541,"Concrete","A2","pesticide",2.7000571,"noun",9,11.63,4.54
542,"Abstract","A1","envision",2.403305902,"verb",8,11.72,2.38
542,"Concrete","A1","breastfeed",2.508649083,"verb",10,10.74,4.04
543,"Abstract","A2","regency",3.542072838,"name",7,12.45,2.12
543,"Concrete","A2","infirmary",3.426518002,"name",9,12.83,4.55
544,"Abstract","A2","strife",3.158133724,"noun",6,11.78,2.2
544,"Concrete","A2","beacon",3.433723053,"noun",6,11.37,4.38
545,"Abstract","A2","motivator",2.976769093,"noun",9,10.56,2.21
545,"Concrete","A2","carnivore",2.996765722,"noun",9,11,4.17
546,"Abstract","A2","fantasy",3.995678626,"noun",7,8.4,1.59
546,"Concrete","A2","worker",4.28097079,"noun",6,6.67,4.59
547,"Abstract","A1","closure",3.976769093,"noun",7,12.11,1.78
547,"Concrete","A1","brandy",3.830231582,"noun",6,12.1,4.81
548,"Abstract","A2","competency",2.508649083,"noun",10,10.95,1.81
548,"Concrete","A2","dressmaker",2.712769065,"noun",10,9.3,4.64
549,"Abstract","A1","mystification",1.172856981,"noun",13,12.89,1.63
549,"Concrete","A1","speechmaker",1.172856981,"noun",11,10.89,4.5
550,"Abstract","A1","aimless",2.329204182,"adjective",7,10.32,1.57
550,"Concrete","A1","ovary",2.508649083,"adjective",5,12.26,4.18
551,"Abstract","A1","dabble",2.756433567,"verb",6,10.21,2.17
551,"Concrete","A1","sever",2.756433567,"verb",5,9.05,4
552,"Abstract","A1","skill",4.397907677,"noun",5,6.8,2.17
552,"Concrete","A1","page",4.524008838,"noun",4,5.16,4.9
553,"Abstract","A1","frustration",4.0045135,"noun",11,8.35,2.06
553,"Concrete","A1","goalkeeper",4.133486289,"noun",10,8,4.5
554,"Abstract","A2","nepotism",2.481065561,"noun",8,13.75,2.08
554,"Concrete","A2","grenadine",2.420011596,"noun",9,14,4.19
555,"Abstract","A2","wimpy",2.695735726,"adjective",5,8.85,2.21
555,"Concrete","A2","beaded",2.704335898,"adjective",6,8.37,4.41
556,"Abstract","A1","unaware",3.667475317,"adjective",7,9.92,1.75
556,"Concrete","A1","charcoal",3.381477465,"adjective",8,8,4.85
557,"Abstract","A1","commonplace",3.207619087,"adjective",11,10.17,2.2
557,"Concrete","A1","turntable",2.976769093,"adjective",9,10.39,4.57
558,"Abstract","A1","disloyalty",2.275519323,"noun",10,10.95,1.5
558,"Concrete","A1","stegosaurus",2.41173907,"noun",11,8.95,4.8
559,"Abstract","A2","rating",3.855904019,"noun",6,9.47,2.26
559,"Concrete","A2","pupil",3.932776518,"noun",5,8.06,4.55
560,"Abstract","A2","interloper",2.093675735,"noun",10,14,2.48
560,"Concrete","A2","defecation",1.809679079,"noun",10,12.72,4.16
561,"Abstract","A1","enjoyable",3.786698803,"adjective",9,8.44,2.04
561,"Concrete","A1","dictionary",3.576549318,"adjective",10,7.28,4.62
562,"Abstract","A2","creed",3.064951584,"noun",5,9.17,2.1
562,"Concrete","A2","server",2.933781829,"noun",6,9.94,4.55
563,"Abstract","A2","valid",3.673459331,"adjective",5,8.94,2.27
563,"Concrete","A2","mammoth",3.542691051,"adjective",7,7.72,4.11
564,"Abstract","A1","essence",3.964313698,"noun",7,11.9,1.66
564,"Concrete","A1","tenant",3.739490853,"noun",6,10.33,4.55
565,"Abstract","A1","stigma",3.316912008,"noun",6,15.56,1.76
565,"Concrete","A1","bong",3.450084062,"noun",4,14.16,4.27
566,"Abstract","A2","soundness",1.649978236,"noun",9,11.9,2.35
566,"Concrete","A2","soybean",1.540833766,"noun",7,11.6,4.82
567,"Abstract","A1","easiness",1.737128411,"noun",8,8.44,2.21
567,"Concrete","A1","worksheet",1.809679079,"noun",9,8,4.66
568,"Abstract","A2","pronoun",2.093675735,"noun",7,8.63,2.48
568,"Concrete","A2","drainer",1.951008231,"noun",7,7,4.22
569,"Abstract","A2","birdbrain",1.473886977,"noun",9,8.22,2.07
569,"Concrete","A2","sweatpants",1.473886977,"noun",10,6.53,4.68
570,"Abstract","A1","unaltered",2.26393745,"adjective",9,10.44,1.7
570,"Concrete","A1","pleated",2.252038227,"adjective",7,9.69,4.33
