,noun,set_nr,concreteness,Zipf,PoS,Length,AoA,CNC_M,CNC_SD,denotation,adjective,phrase
556,dogma,93,abstract,2.796106271,noun,5,12.89,1.79,1.03,privative,imaginary,imaginary dogma
557,dogma,93,abstract,2.796106271,noun,5,12.89,1.79,1.03,baseline,xkq,xkq dogma
558,factory,94,concrete,4.587496128,noun,7,6.89,4.76,0.79,subsective,new,new factory
559,factory,94,concrete,4.587496128,noun,7,6.89,4.76,0.79,privative,hypothetical,hypothetical factory
560,factory,94,concrete,4.587496128,noun,7,6.89,4.76,0.79,baseline,wvcnz,wvcnz factory
561,opinion,94,abstract,4.693995065,noun,7,8.42,1.93,1.14,subsective,perfect,perfect opinion
562,opinion,94,abstract,4.693995065,noun,7,8.42,1.93,1.14,privative,mock,mock opinion
563,opinion,94,abstract,4.693995065,noun,7,8.42,1.93,1.14,baseline,ptrgsbkv,ptrgsbkv opinion
564,dwarf,95,concrete,3.585037429,noun,5,7.65,4.45,0.95,subsective,special,special dwarf
565,dwarf,95,concrete,3.585037429,noun,5,7.65,4.45,0.95,privative,past,past dwarf
566,dwarf,95,concrete,3.585037429,noun,5,7.65,4.45,0.95,baseline,htbqzylm,htbqzylm dwarf
567,loyalty,95,abstract,3.849550591,noun,7,8.78,1.57,0.88,subsective,bad,bad loyalty
568,loyalty,95,abstract,3.849550591,noun,7,8.78,1.57,0.88,privative,fake,fake loyalty
569,loyalty,95,abstract,3.849550591,noun,7,8.78,1.57,0.88,baseline,tqvgqrz,tqvgqrz loyalty
570,arcade,96,concrete,3.327179495,noun,6,7.79,4.74,0.53,subsective,special,special arcade
571,arcade,96,concrete,3.327179495,noun,6,7.79,4.74,0.53,privative,past,past arcade
572,arcade,96,concrete,3.327179495,noun,6,7.79,4.74,0.53,baseline,zbxlv,zbxlv arcade
573,frenzy,96,abstract,3.498509451,noun,6,9.53,2.31,1.2,subsective,new,new frenzy
574,frenzy,96,abstract,3.498509451,noun,6,9.53,2.31,1.2,privative,hypothetical,hypothetical frenzy
575,frenzy,96,abstract,3.498509451,noun,6,9.53,2.31,1.2,baseline,mtpv,mtpv frenzy
576,rail,97,concrete,4.397130995,noun,4,7.89,4.9,0.41,subsective,new,new rail
577,rail,97,concrete,4.397130995,noun,4,7.89,4.9,0.41,privative,hypothetical,hypothetical rail
578,rail,97,concrete,4.397130995,noun,4,7.89,4.9,0.41,baseline,htbqzylm,htbqzylm rail
579,blues,97,abstract,4.666640224,noun,5,9.81,2.31,1.19,subsective,actual,actual blues
580,blues,97,abstract,4.666640224,noun,5,9.81,2.31,1.19,privative,artificial,artificial blues
581,blues,97,abstract,4.666640224,noun,5,9.81,2.31,1.19,baseline,xkq,xkq blues
582,slum,98,concrete,3.320017822,noun,4,11.9,4.03,0.98,subsective,average,average slum
583,slum,98,concrete,3.320017822,noun,4,11.9,4.03,0.98,privative,fabricated,fabricated slum
584,slum,98,concrete,3.320017822,noun,4,11.9,4.03,0.98,baseline,ptrgsbkv,ptrgsbkv slum
585,motive,98,abstract,3.607957783,noun,6,11.06,1.5,0.9,subsective,special,special motive
586,motive,98,abstract,3.607957783,noun,6,11.06,1.5,0.9,privative,past,past motive
587,motive,98,abstract,3.607957783,noun,6,11.06,1.5,0.9,baseline,rjdnw,rjdnw motive
588,child,99,concrete,5.144720153,noun,5,5.15,4.78,0.58,subsective,true,true child
589,child,99,concrete,5.144720153,noun,5,5.15,4.78,0.58,privative,phony,phony child
590,child,99,concrete,5.144720153,noun,5,5.15,4.78,0.58,baseline,wvcnz,wvcnz child
591,care,99,abstract,5.340331854,noun,4,5.65,2.33,1.14,subsective,new,new care
592,care,99,abstract,5.340331854,noun,4,5.65,2.33,1.14,privative,hypothetical,hypothetical care
593,care,99,abstract,5.340331854,noun,4,5.65,2.33,1.14,baseline,ypdcglkc,ypdcglkc care
594,airport,100,concrete,4.543431747,noun,7,6.84,4.87,0.43,subsective,current,current airport
595,airport,100,concrete,4.543431747,noun,7,6.84,4.87,0.43,privative,false,false airport
596,airport,100,concrete,4.543431747,noun,7,6.84,4.87,0.43,baseline,rvqf,rvqf airport
597,version,100,abstract,4.536782192,noun,7,8.11,1.7,0.79,subsective,special,special version
598,version,100,abstract,4.536782192,noun,7,8.11,1.7,0.79,privative,past,past version
599,version,100,abstract,4.536782192,noun,7,8.11,1.7,0.79,baseline,kmlsdjtw,kmlsdjtw version
600,haze,101,concrete,3.161118578,noun,4,11.62,4.04,1.02,subsective,good,good haze
601,haze,101,concrete,3.161118578,noun,4,11.62,4.04,1.02,privative,fictitious,fictitious haze
602,haze,101,concrete,3.161118578,noun,4,11.62,4.04,1.02,baseline,mtpv,mtpv haze
603,hype,101,abstract,3.392092115,noun,4,11.0,1.75,1.17,subsective,genuine,genuine hype
604,hype,101,abstract,3.392092115,noun,4,11.0,1.75,1.17,privative,fictional,fictional hype
605,hype,101,abstract,3.392092115,noun,4,11.0,1.75,1.17,baseline,wvcnz,wvcnz hype
606,nurse,102,concrete,4.497824984,noun,5,5.84,4.39,0.96,subsective,authentic,authentic nurse
607,nurse,102,concrete,4.497824984,noun,5,5.84,4.39,0.96,privative,counterfeit,counterfeit nurse
608,nurse,102,concrete,4.497824984,noun,5,5.84,4.39,0.96,baseline,rvqf,rvqf nurse
609,concern,102,abstract,4.70014309,noun,7,7.42,1.7,1.02,subsective,perfect,perfect concern
610,concern,102,abstract,4.70014309,noun,7,7.42,1.7,1.02,privative,mock,mock concern
611,concern,102,abstract,4.70014309,noun,7,7.42,1.7,1.02,baseline,mtpv,mtpv concern
612,sod,103,concrete,3.568474554,noun,3,10.82,4.62,0.77,subsective,true,true sod
613,sod,103,concrete,3.568474554,noun,3,10.82,4.62,0.77,privative,phony,phony sod
614,sod,103,concrete,3.568474554,noun,3,10.82,4.62,0.77,baseline,kmlsdjtw,kmlsdjtw sod
615,farce,103,abstract,3.30426176,noun,5,12.12,2.32,1.19,subsective,real,real farce
616,farce,103,abstract,3.30426176,noun,5,12.12,2.32,1.19,privative,mythical,mythical farce
617,farce,103,abstract,3.30426176,noun,5,12.12,2.32,1.19,baseline,xkq,xkq farce
618,grenade,104,concrete,3.357548412,noun,7,9.72,4.9,0.56,subsective,good,good grenade
619,grenade,104,concrete,3.357548412,noun,7,9.72,4.9,0.56,privative,fictitious,fictitious grenade
620,grenade,104,concrete,3.357548412,noun,7,9.72,4.9,0.56,baseline,fxldmr,fxldmr grenade
621,accord,104,abstract,3.248403942,noun,6,9.65,1.57,1.04,subsective,unique,unique accord
622,accord,104,abstract,3.248403942,noun,6,9.65,1.57,1.04,privative,virtual,virtual accord
623,accord,104,abstract,3.248403942,noun,6,9.65,1.57,1.04,baseline,rjdnw,rjdnw accord
624,podium,105,concrete,4.166293211,noun,6,9.35,4.89,0.31,subsective,new,new podium
625,podium,105,concrete,4.166293211,noun,6,9.35,4.89,0.31,privative,hypothetical,hypothetical podium
626,podium,105,concrete,4.166293211,noun,6,9.35,4.89,0.31,baseline,rjdnw,rjdnw podium
627,aspect,105,abstract,4.235940026,noun,6,10.35,1.82,1.1,subsective,old,old aspect
628,aspect,105,abstract,4.235940026,noun,6,10.35,1.82,1.1,privative,imaginary,imaginary aspect
629,aspect,105,abstract,4.235940026,noun,6,10.35,1.82,1.1,baseline,vpbyzkgrf,vpbyzkgrf aspect
630,choir,106,concrete,4.241290233,noun,5,6.53,4.34,1.14,subsective,important,important choir
631,choir,106,concrete,4.241290233,noun,5,6.53,4.34,1.14,privative,former,former choir
632,choir,106,concrete,4.241290233,noun,5,6.53,4.34,1.14,baseline,tqvgqrz,tqvgqrz choir
633,purpose,106,abstract,4.511180642,noun,7,8.37,1.52,0.98,subsective,bad,bad purpose
634,purpose,106,abstract,4.511180642,noun,7,8.37,1.52,0.98,privative,fake,fake purpose
635,purpose,106,abstract,4.511180642,noun,7,8.37,1.52,0.98,baseline,xkq,xkq purpose
636,island,107,concrete,4.964337097,noun,6,7.41,4.96,0.19,subsective,genuine,genuine island
637,island,107,concrete,4.964337097,noun,6,7.41,4.96,0.19,privative,fictional,fictional island
638,island,107,concrete,4.964337097,noun,6,7.41,4.96,0.19,baseline,xkq,xkq island
639,effect,107,abstract,4.83821905,noun,6,9.26,1.8,1.19,subsective,old,old effect
640,effect,107,abstract,4.83821905,noun,6,9.26,1.8,1.19,privative,imaginary,imaginary effect
641,effect,107,abstract,4.83821905,noun,6,9.26,1.8,1.19,baseline,ypdcglkc,ypdcglkc effect
642,relic,108,concrete,3.395573452,noun,5,10.63,4.07,1.11,subsective,old,old relic
643,relic,108,concrete,3.395573452,noun,5,10.63,4.07,1.11,privative,imaginary,imaginary relic
644,relic,108,concrete,3.395573452,noun,5,10.63,4.07,1.11,baseline,ptrgsbkv,ptrgsbkv relic
645,vogue,108,abstract,3.453890348,noun,5,11.6,2.15,1.13,subsective,authentic,authentic vogue
646,vogue,108,abstract,3.453890348,noun,5,11.6,2.15,1.13,privative,counterfeit,counterfeit vogue
647,vogue,108,abstract,3.453890348,noun,5,11.6,2.15,1.13,baseline,rjdnw,rjdnw vogue
648,depot,109,concrete,3.447784174,noun,5,9.11,4.14,1.16,subsective,average,average depot
649,depot,109,concrete,3.447784174,noun,5,9.11,4.14,1.16,privative,fabricated,fabricated depot
650,depot,109,concrete,3.447784174,noun,5,9.11,4.14,1.16,baseline,fxldmr,fxldmr depot
651,neglect,109,abstract,3.647558762,noun,7,9.84,2.26,0.98,subsective,old,old neglect
652,neglect,109,abstract,3.647558762,noun,7,9.84,2.26,0.98,privative,imaginary,imaginary neglect
653,neglect,109,abstract,3.647558762,noun,7,9.84,2.26,0.98,baseline,mghljkqr,mghljkqr neglect
654,filet,110,concrete,2.34894824,noun,5,9.89,4.59,0.63,subsective,typical,typical filet
655,filet,110,concrete,2.34894824,noun,5,9.89,4.59,0.63,privative,spurious,spurious filet
656,filet,110,concrete,2.34894824,noun,5,9.89,4.59,0.63,baseline,ypdcglkc,ypdcglkc filet
657,hater,110,abstract,2.521810529,noun,5,10.71,2.21,1.15,subsective,unique,unique hater
658,hater,110,abstract,2.521810529,noun,5,10.71,2.21,1.15,privative,virtual,virtual hater
659,hater,110,abstract,2.521810529,noun,5,10.71,2.21,1.15,baseline,ypdcglkc,ypdcglkc hater
660,silicon,111,concrete,3.317949749,noun,7,12.67,4.68,0.67,subsective,actual,actual silicon
661,silicon,111,concrete,3.317949749,noun,7,12.67,4.68,0.67,privative,artificial,artificial silicon
662,silicon,111,concrete,3.317949749,noun,7,12.67,4.68,0.67,baseline,mghljkqr,mghljkqr silicon
663,satire,111,abstract,3.395573452,noun,6,13.07,1.96,1.0,subsective,old,old satire
664,satire,111,abstract,3.395573452,noun,6,13.07,1.96,1.0,privative,imaginary,imaginary satire
665,satire,111,abstract,3.395573452,noun,6,13.07,1.96,1.0,baseline,rjdnw,rjdnw satire
666,nozzle,112,concrete,2.874712673,noun,6,9.32,4.91,0.3,subsective,good,good nozzle
667,nozzle,112,concrete,2.874712673,noun,6,9.32,4.91,0.3,privative,fictitious,fictitious nozzle
668,nozzle,112,concrete,2.874712673,noun,6,9.32,4.91,0.3,baseline,tqvgqrz,tqvgqrz nozzle
669,deceit,112,abstract,3.013799061,noun,6,10.95,2.37,1.13,subsective,real,real deceit
670,deceit,112,abstract,3.013799061,noun,6,10.95,2.37,1.13,privative,mythical,mythical deceit
671,deceit,112,abstract,3.013799061,noun,6,10.95,2.37,1.13,baseline,wvcnz,wvcnz deceit
672,month,113,concrete,5.079909865,noun,5,5.79,4.2,0.96,subsective,old,old month
673,month,113,concrete,5.079909865,noun,5,5.79,4.2,0.96,privative,imaginary,imaginary month
674,month,113,concrete,5.079909865,noun,5,5.79,4.2,0.96,baseline,mtpv,mtpv month
675,value,113,abstract,5.004641466,noun,5,6.78,1.62,0.88,subsective,current,current value
676,value,113,abstract,5.004641466,noun,5,6.78,1.62,0.88,privative,false,false value
677,value,113,abstract,5.004641466,noun,5,6.78,1.62,0.88,baseline,vpbyzkgrf,vpbyzkgrf value
678,puree,114,concrete,3.978131231,noun,5,10.94,4.16,1.11,subsective,unique,unique puree
679,puree,114,concrete,3.978131231,noun,5,10.94,4.16,1.11,privative,virtual,virtual puree
680,puree,114,concrete,3.978131231,noun,5,10.94,4.16,1.11,baseline,tqvgqrz,tqvgqrz puree
681,premium,114,abstract,3.935535545,noun,7,9.95,2.11,1.1,subsective,old,old premium
682,premium,114,abstract,3.935535545,noun,7,9.95,2.11,1.1,privative,imaginary,imaginary premium
683,premium,114,abstract,3.935535545,noun,7,9.95,2.11,1.1,baseline,fxldmr,fxldmr premium
684,tonsil,115,concrete,2.252038227,noun,6,9.5,4.72,0.53,subsective,old,old tonsil
685,tonsil,115,concrete,2.252038227,noun,6,9.5,4.72,0.53,privative,imaginary,imaginary tonsil
686,tonsil,115,concrete,2.252038227,noun,6,9.5,4.72,0.53,baseline,kmlsdjtw,kmlsdjtw tonsil
687,renown,115,abstract,2.420011596,noun,6,11.0,1.68,0.85,subsective,genuine,genuine renown
688,renown,115,abstract,2.420011596,noun,6,11.0,1.68,0.85,privative,fictional,fictional renown
689,renown,115,abstract,2.420011596,noun,6,11.0,1.68,0.85,baseline,wvcnz,wvcnz renown
690,vessel,116,concrete,3.934032794,noun,6,9.94,4.66,0.67,subsective,special,special vessel
691,vessel,116,concrete,3.934032794,noun,6,9.94,4.66,0.67,privative,past,past vessel
692,vessel,116,concrete,3.934032794,noun,6,9.94,4.66,0.67,baseline,xkq,xkq vessel
693,rivalry,116,abstract,3.697901788,noun,7,10.86,2.14,1.13,subsective,good,good rivalry
694,rivalry,116,abstract,3.697901788,noun,7,10.86,2.14,1.13,privative,fictitious,fictitious rivalry
695,rivalry,116,abstract,3.697901788,noun,7,10.86,2.14,1.13,baseline,htbqzylm,htbqzylm rivalry
696,dip,117,concrete,4.222462594,noun,3,7.0,4.22,0.97,subsective,current,current dip
697,dip,117,concrete,4.222462594,noun,3,7.0,4.22,0.97,privative,false,false dip
698,dip,117,concrete,4.222462594,noun,3,7.0,4.22,0.97,baseline,wvcnz,wvcnz dip
699,pride,117,abstract,4.479139007,noun,5,8.95,1.66,1.01,subsective,perfect,perfect pride
700,pride,117,abstract,4.479139007,noun,5,8.95,1.66,1.01,privative,mock,mock pride
701,pride,117,abstract,4.479139007,noun,5,8.95,1.66,1.01,baseline,mghljkqr,mghljkqr pride
702,trachea,118,concrete,2.686961802,noun,7,12.05,4.48,0.83,subsective,actual,actual trachea
703,trachea,118,concrete,2.686961802,noun,7,12.05,4.48,0.83,privative,artificial,artificial trachea
704,trachea,118,concrete,2.686961802,noun,7,12.05,4.48,0.83,baseline,rjdnw,rjdnw trachea
705,lament,118,abstract,2.822840525,noun,6,11.81,1.75,1.07,subsective,actual,actual lament
706,lament,118,abstract,2.822840525,noun,6,11.81,1.75,1.07,privative,artificial,artificial lament
707,lament,118,abstract,2.822840525,noun,6,11.81,1.75,1.07,baseline,fxldmr,fxldmr lament
708,office,119,concrete,5.133502139,noun,6,6.68,4.93,0.27,subsective,true,true office
709,office,119,concrete,5.133502139,noun,6,6.68,4.93,0.27,privative,phony,phony office
710,office,119,concrete,5.133502139,noun,6,6.68,4.93,0.27,baseline,ypdcglkc,ypdcglkc office
711,control,119,abstract,5.139577387,noun,7,7.26,1.93,1.13,subsective,bad,bad control
712,control,119,abstract,5.139577387,noun,7,7.26,1.93,1.13,privative,fake,fake control
713,control,119,abstract,5.139577387,noun,7,7.26,1.93,1.13,baseline,zbxlv,zbxlv control
714,clove,120,concrete,3.074133627,noun,5,10.88,4.42,0.86,subsective,important,important clove
715,clove,120,concrete,3.074133627,noun,5,10.88,4.42,0.86,privative,former,former clove
716,clove,120,concrete,3.074133627,noun,5,10.88,4.42,0.86,baseline,fxldmr,fxldmr clove
717,ruse,120,abstract,2.778521097,noun,4,12.17,1.57,0.77,subsective,typical,typical ruse
718,ruse,120,abstract,2.778521097,noun,4,12.17,1.57,0.77,privative,spurious,spurious ruse
719,ruse,120,abstract,2.778521097,noun,4,12.17,1.57,0.77,baseline,ptrgsbkv,ptrgsbkv ruse
720,bass,121,concrete,4.176317513,noun,4,8.63,4.31,1.04,subsective,old,old bass
721,bass,121,concrete,4.176317513,noun,4,8.63,4.31,1.04,privative,imaginary,imaginary bass
722,bass,121,concrete,4.176317513,noun,4,8.63,4.31,1.04,baseline,kmlsdjtw,kmlsdjtw bass
723,fate,121,abstract,4.224395371,noun,4,10.3,1.53,0.97,subsective,average,average fate
724,fate,121,abstract,4.224395371,noun,4,10.3,1.53,0.97,privative,fabricated,fabricated fate
725,fate,121,abstract,4.224395371,noun,4,10.3,1.53,0.97,baseline,xkq,xkq fate
726,garb,122,concrete,2.443923753,noun,4,12.05,4.19,1.11,subsective,authentic,authentic garb
727,garb,122,concrete,2.443923753,noun,4,12.05,4.19,1.11,privative,counterfeit,counterfeit garb
728,garb,122,concrete,2.443923753,noun,4,12.05,4.19,1.11,baseline,qxsw,qxsw garb
729,nuance,122,abstract,2.515279662,noun,6,11.05,1.85,1.03,subsective,new,new nuance
730,nuance,122,abstract,2.515279662,noun,6,11.05,1.85,1.03,privative,hypothetical,hypothetical nuance
731,nuance,122,abstract,2.515279662,noun,6,11.05,1.85,1.03,baseline,qxsw,qxsw nuance
732,cubicle,123,concrete,3.228490105,noun,7,13.11,4.83,0.76,subsective,genuine,genuine cubicle
733,cubicle,123,concrete,3.228490105,noun,7,13.11,4.83,0.76,privative,fictional,fictional cubicle
734,cubicle,123,concrete,3.228490105,noun,7,13.11,4.83,0.76,baseline,zrtqgfplh,zrtqgfplh cubicle
735,amnesty,123,abstract,3.466587738,noun,7,12.95,2.18,1.12,subsective,unique,unique amnesty
736,amnesty,123,abstract,3.466587738,noun,7,12.95,2.18,1.12,privative,virtual,virtual amnesty
737,amnesty,123,abstract,3.466587738,noun,7,12.95,2.18,1.12,baseline,mtpv,mtpv amnesty
738,decoy,124,concrete,2.976769093,noun,5,9.44,4.34,1.14,subsective,authentic,authentic decoy
739,decoy,124,concrete,2.976769093,noun,5,9.44,4.34,1.14,privative,counterfeit,counterfeit decoy
740,decoy,124,concrete,2.976769093,noun,5,9.44,4.34,1.14,baseline,zrtqgfplh,zrtqgfplh decoy
741,dissent,124,abstract,3.21687381,noun,7,11.44,2.17,1.13,subsective,true,true dissent
742,dissent,124,abstract,3.21687381,noun,7,11.44,2.17,1.13,privative,phony,phony dissent
743,dissent,124,abstract,3.21687381,noun,7,11.44,2.17,1.13,baseline,ptrgsbkv,ptrgsbkv dissent
744,insole,125,concrete,1.871826985,noun,6,12.21,4.11,1.19,subsective,good,good insole
745,insole,125,concrete,1.871826985,noun,6,12.21,4.11,1.19,privative,fictitious,fictitious insole
746,insole,125,concrete,1.871826985,noun,6,12.21,4.11,1.19,baseline,qxsw,qxsw insole
747,qualm,125,abstract,1.809679079,noun,5,12.67,2.0,1.19,subsective,perfect,perfect qualm
748,qualm,125,abstract,1.809679079,noun,5,12.67,2.0,1.19,privative,mock,mock qualm
749,qualm,125,abstract,1.809679079,noun,5,12.67,2.0,1.19,baseline,kmlsdjtw,kmlsdjtw qualm
750,capsule,126,concrete,3.379682857,noun,7,10.44,4.52,0.95,subsective,true,true capsule
751,capsule,126,concrete,3.379682857,noun,7,10.44,4.52,0.95,privative,phony,phony capsule
752,capsule,126,concrete,3.379682857,noun,7,10.44,4.52,0.95,baseline,mtpv,mtpv capsule
753,vantage,126,abstract,3.284567452,noun,7,12.1,1.93,1.05,subsective,good,good vantage
754,vantage,126,abstract,3.284567452,noun,7,12.1,1.93,1.05,privative,fictitious,fictitious vantage
755,vantage,126,abstract,3.284567452,noun,7,12.1,1.93,1.05,baseline,tqvgqrz,tqvgqrz vantage
756,gland,127,concrete,3.17860931,noun,5,10.61,4.14,1.18,subsective,perfect,perfect gland
757,gland,127,concrete,3.17860931,noun,5,10.61,4.14,1.18,privative,mock,mock gland
758,gland,127,concrete,3.17860931,noun,5,10.61,4.14,1.18,baseline,xkq,xkq gland
759,brunt,127,abstract,3.453890348,noun,5,12.52,2.21,1.2,subsective,perfect,perfect brunt
760,brunt,127,abstract,3.453890348,noun,5,12.52,2.21,1.2,privative,mock,mock brunt
761,brunt,127,abstract,3.453890348,noun,5,12.52,2.21,1.2,baseline,ptrgsbkv,ptrgsbkv brunt
762,anthrax,128,concrete,2.473886977,noun,7,14.26,4.44,1.15,subsective,real,real anthrax
763,anthrax,128,concrete,2.473886977,noun,7,14.26,4.44,1.15,privative,mythical,mythical anthrax
764,anthrax,128,concrete,2.473886977,noun,7,14.26,4.44,1.15,baseline,tqvgqrz,tqvgqrz anthrax
765,conceit,128,abstract,2.553068223,noun,7,12.3,2.1,1.16,subsective,bad,bad conceit
766,conceit,128,abstract,2.553068223,noun,7,12.3,2.1,1.16,privative,fake,fake conceit
767,conceit,128,abstract,2.553068223,noun,7,12.3,2.1,1.16,baseline,wvcnz,wvcnz conceit
768,nectar,129,concrete,3.547605327,noun,6,8.95,4.63,0.67,subsective,authentic,authentic nectar
769,nectar,129,concrete,3.547605327,noun,6,8.95,4.63,0.67,privative,counterfeit,counterfeit nectar
770,nectar,129,concrete,3.547605327,noun,6,8.95,4.63,0.67,baseline,bxfjwts,bxfjwts nectar
771,morale,129,abstract,3.724713431,noun,6,10.62,1.85,1.1,subsective,actual,actual morale
772,morale,129,abstract,3.724713431,noun,6,10.62,1.85,1.1,privative,artificial,artificial morale
773,morale,129,abstract,3.724713431,noun,6,10.62,1.85,1.1,baseline,ypdcglkc,ypdcglkc morale
774,cumin,130,concrete,3.483196201,noun,5,12.85,4.93,0.27,subsective,authentic,authentic cumin
775,cumin,130,concrete,3.483196201,noun,5,12.85,4.93,0.27,privative,counterfeit,counterfeit cumin
776,cumin,130,concrete,3.483196201,noun,5,12.85,4.93,0.27,baseline,wvcnz,wvcnz cumin
777,finesse,130,abstract,3.212931624,noun,7,12.39,1.86,1.08,subsective,average,average finesse
778,finesse,130,abstract,3.212931624,noun,7,12.39,1.86,1.08,privative,fabricated,fabricated finesse
779,finesse,130,abstract,3.212931624,noun,7,12.39,1.86,1.08,baseline,mtpv,mtpv finesse
780,gong,131,concrete,3.432132228,noun,4,9.62,4.7,0.84,subsective,current,current gong
781,gong,131,concrete,3.432132228,noun,4,9.62,4.7,0.84,privative,false,false gong
782,gong,131,concrete,3.432132228,noun,4,9.62,4.7,0.84,baseline,bxfjwts,bxfjwts gong
783,wit,131,abstract,3.674828627,noun,3,11.05,1.93,1.12,subsective,good,good wit
784,wit,131,abstract,3.674828627,noun,3,11.05,1.93,1.12,privative,fictitious,fictitious wit
785,wit,131,abstract,3.674828627,noun,3,11.05,1.93,1.12,baseline,wvcnz,wvcnz wit
786,scabies,132,concrete,2.403305902,noun,7,12.0,4.24,1.18,subsective,old,old scabies
787,scabies,132,concrete,2.403305902,noun,7,12.0,4.24,1.18,privative,imaginary,imaginary scabies
788,scabies,132,concrete,2.403305902,noun,7,12.0,4.24,1.18,baseline,wvcnz,wvcnz scabies
789,lowdown,132,abstract,2.614813819,noun,7,12.28,2.38,1.2,subsective,actual,actual lowdown
790,lowdown,132,abstract,2.614813819,noun,7,12.28,2.38,1.2,privative,artificial,artificial lowdown
791,lowdown,132,abstract,2.614813819,noun,7,12.28,2.38,1.2,baseline,zrtqgfplh,zrtqgfplh lowdown
792,beret,133,concrete,2.983537456,noun,5,10.33,4.8,0.65,subsective,genuine,genuine beret
793,beret,133,concrete,2.983537456,noun,5,10.33,4.8,0.65,privative,fictional,fictional beret
794,beret,133,concrete,2.983537456,noun,5,10.33,4.8,0.65,baseline,rjdnw,rjdnw beret
795,evasion,133,abstract,3.276660702,noun,7,12.0,2.46,1.17,subsective,bad,bad evasion
796,evasion,133,abstract,3.276660702,noun,7,12.0,2.46,1.17,privative,fake,fake evasion
797,evasion,133,abstract,3.276660702,noun,7,12.0,2.46,1.17,baseline,vpbyzkgrf,vpbyzkgrf evasion
798,sealer,134,concrete,1.598825713,noun,6,10.12,4.17,0.95,subsective,bad,bad sealer
799,sealer,134,concrete,1.598825713,noun,6,10.12,4.17,0.95,privative,fake,fake sealer
800,sealer,134,concrete,1.598825713,noun,6,10.12,4.17,0.95,baseline,ypdcglkc,ypdcglkc sealer
801,misdeed,134,abstract,1.394705731,noun,7,10.56,2.3,1.14,subsective,current,current misdeed
802,misdeed,134,abstract,1.394705731,noun,7,10.56,2.3,1.14,privative,false,false misdeed
803,misdeed,134,abstract,1.394705731,noun,7,10.56,2.3,1.14,baseline,htbqzylm,htbqzylm misdeed
804,webcam,135,concrete,3.175742669,noun,6,15.57,4.89,0.31,subsective,typical,typical webcam
805,webcam,135,concrete,3.175742669,noun,6,15.57,4.89,0.31,privative,spurious,spurious webcam
806,webcam,135,concrete,3.175742669,noun,6,15.57,4.89,0.31,baseline,qxsw,qxsw webcam
807,ethos,135,abstract,3.467323207,noun,5,15.71,1.58,0.72,subsective,perfect,perfect ethos
808,ethos,135,abstract,3.467323207,noun,5,15.71,1.58,0.72,privative,mock,mock ethos
809,ethos,135,abstract,3.467323207,noun,5,15.71,1.58,0.72,baseline,rjdnw,rjdnw ethos
810,enema,136,concrete,2.481065561,noun,5,13.56,4.44,0.8,subsective,authentic,authentic enema
811,enema,136,concrete,2.481065561,noun,5,13.56,4.44,0.8,privative,counterfeit,counterfeit enema
812,enema,136,concrete,2.481065561,noun,5,13.56,4.44,0.8,baseline,ypdcglkc,ypdcglkc enema
813,duality,136,abstract,2.297795718,noun,7,12.87,1.93,1.12,subsective,special,special duality
814,duality,136,abstract,2.297795718,noun,7,12.87,1.93,1.12,privative,past,past duality
815,duality,136,abstract,2.297795718,noun,7,12.87,1.93,1.12,baseline,qxsw,qxsw duality
816,kiln,137,concrete,3.249618753,noun,4,10.69,4.82,0.61,subsective,genuine,genuine kiln
817,kiln,137,concrete,3.249618753,noun,4,10.69,4.82,0.61,privative,fictional,fictional kiln
818,kiln,137,concrete,3.249618753,noun,4,10.69,4.82,0.61,baseline,zbxlv,zbxlv kiln
819,ploy,137,abstract,3.088432679,noun,4,12.5,2.21,1.15,subsective,important,important ploy
820,ploy,137,abstract,3.088432679,noun,4,12.5,2.21,1.15,privative,former,former ploy
821,ploy,137,abstract,3.088432679,noun,4,12.5,2.21,1.15,baseline,wvcnz,wvcnz ploy
822,velcro,138,concrete,2.96524867,noun,6,11.48,4.92,0.27,subsective,important,important velcro
823,velcro,138,concrete,2.96524867,noun,6,11.48,4.92,0.27,privative,former,former velcro
824,velcro,138,concrete,2.96524867,noun,6,11.48,4.92,0.27,baseline,ptrgsbkv,ptrgsbkv velcro
825,disdain,138,abstract,2.729159482,noun,7,13.44,1.83,0.89,subsective,good,good disdain
826,disdain,138,abstract,2.729159482,noun,7,13.44,1.83,0.89,privative,fictitious,fictitious disdain
827,disdain,138,abstract,2.729159482,noun,7,13.44,1.83,0.89,baseline,vpbyzkgrf,vpbyzkgrf disdain
828,sage,139,concrete,3.677101235,noun,4,11.39,4.54,0.84,subsective,typical,typical sage
829,sage,139,concrete,3.677101235,noun,4,11.39,4.54,0.84,privative,spurious,spurious sage
830,sage,139,concrete,3.677101235,noun,4,11.39,4.54,0.84,baseline,xkq,xkq sage
831,quaint,139,abstract,3.413406229,noun,6,12.58,1.81,0.92,subsective,special,special quaint
832,quaint,139,abstract,3.413406229,noun,6,12.58,1.81,0.92,privative,past,past quaint
833,quaint,139,abstract,3.413406229,noun,6,12.58,1.81,0.92,baseline,fxldmr,fxldmr quaint
834,lentil,140,concrete,2.848024071,noun,6,13.06,4.48,1.12,subsective,typical,typical lentil
835,lentil,140,concrete,2.848024071,noun,6,13.06,4.48,1.12,privative,spurious,spurious lentil
