item_nr,participant,block_nr,trial_nr,set_nr,word1,word2,probe,response,RT,hit,Unnamed: 10,condition,experiment,zipf_adj,zipf_noun,freq_dep,freq_seq,length_adj,length_noun,composition,denotation,concreteness,specificity
95,05,1,1,16,fictitious,mode,,,,,,abstract_privative,compose,2.91,3.84,0.0,0.0,10,4,phrase,privative,abstract,
743,05,1,2,48,protective,hat,,,,,,mid,specificity,3.83,4.76,,,10,3,phrase,,,mid
5,05,1,3,1,past,longing,,,,,,abstract_privative,compose,5.3,3.41,2.16e-10,1.66e-10,4,7,phrase,privative,abstract,
713,05,1,4,38,yellow,fruit,,,,,,mid,specificity,4.84,4.73,,,6,5,phrase,,,mid
89,05,1,5,15,past,mercy,,,,,,abstract_privative,compose,5.3,4.02,0.0,0.0,4,5,phrase,privative,abstract,
707,05,1,6,36,thorny,flower,,,,,,mid,specificity,3.03,4.5,,,6,6,phrase,,,mid
459,05,1,7,77,rjdnw,venom,,,,,,concrete_baseline,compose,0.0,3.76,0.0,0.0,5,5,word,baseline,concrete,
444,05,1,8,74,rjdnw,madness,,,,,,abstract_baseline,compose,0.0,4.03,0.0,0.0,5,7,word,baseline,abstract,
196,05,1,9,33,new,effort,,,,,,abstract_subsective,compose,5.98,4.76,0.0,0.0,3,6,phrase,subsective,abstract,
740,05,1,10,47,round,handle,,,,,,mid,specificity,5.71,4.59,,,5,6,phrase,,,mid
790,05,1,11,64,xkq,planet,,,,,,low,specificity,0.0,4.66,,,3,6,word,,,low
680,05,1,12,27,topical,cream,,,,,,mid,specificity,3.33,4.89,,,7,5,phrase,,,mid
853,05,1,13,85,rvqf,tree,,,,,,low,specificity,0.0,4.95,,,4,4,word,,,low
306,05,1,14,51,rvqf,idea,,,,,,abstract_baseline,compose,0.0,5.56,0.0,0.0,4,4,word,baseline,abstract,
838,05,1,15,80,rjdnw,sphere,,,,,,low,specificity,0.0,3.68,,,5,6,word,,,low
628,05,1,16,10,bxfjwts,boat,,,,,,low,specificity,0.0,4.89,,,7,4,word,,,low
429,05,1,17,72,wvcnz,door,,,,,,concrete_baseline,compose,0.0,5.26,0.0,0.0,5,4,word,baseline,concrete,
225,05,1,18,38,mghljkqr,crab,Has it got a hard shell?,Rb,1.1160147190093994,1.0,,concrete_baseline,compose,0.0,4.21,0.0,0.0,8,4,word,baseline,concrete,
519,05,1,19,87,ypdcglkc,laugh,,,,,,concrete_baseline,compose,0.0,4.77,0.0,0.0,8,5,word,baseline,concrete,
336,05,1,20,56,kmlsdjtw,interest,,,,,,abstract_baseline,compose,0.0,5.05,0.0,0.0,8,8,word,baseline,abstract,
