,noun,set_nr,concreteness,Zipf,PoS,Length,AoA,CNC_M,CNC_SD,denotation,adjective,phrase
877,fiber,147,concrete,1.649978236,noun,5,10.82,4.5,1.04,privative,hypothetical,hypothetical fiber
879,jilt,147,abstract,1.598825713,noun,4,12.28,2.0,1.15,subsective,current,current jilt
880,jilt,147,abstract,1.598825713,noun,4,12.28,2.0,1.15,privative,false,false jilt
882,bank,148,concrete,5.280146112,noun,4,6.44,4.78,0.61,subsective,bad,bad bank
883,bank,148,concrete,5.280146112,noun,4,6.44,4.78,0.61,privative,fake,fake bank
885,moment,148,abstract,5.574383885,noun,6,7.95,1.61,1.1,subsective,new,new moment
886,moment,148,abstract,5.574383885,noun,6,7.95,1.61,1.1,privative,hypothetical,hypothetical moment
888,thong,149,concrete,2.960553549,noun,5,12.41,4.93,0.27,subsective,good,good thong
889,thong,149,concrete,2.960553549,noun,5,12.41,4.93,0.27,privative,fictitious,fictitious thong
891,empathy,149,abstract,3.195422809,noun,7,14.32,1.63,1.01,subsective,average,average empathy
892,empathy,149,abstract,3.195422809,noun,7,14.32,1.63,1.01,privative,fabricated,fabricated empathy
