noun,set_nr,concreteness,Zipf,Length,Syllables,Phonemes,AoA,CNC_M,Valence,RT,CNC_SD,IMAG,denotation,adjective,phrase,frequency_dep,frequency_seq
trophy,33,concrete,4.374436161,6,2,5,2,4.89,7.5429,579.825,0.42,6.559,subsective,perfect,perfect trophy,0.0,0.0
trophy,33,concrete,4.374436161,6,2,5,2,4.89,7.5429,579.825,0.42,6.559,privative,mock,mock trophy,0.0,0.0
trophy,33,concrete,4.374436161,6,2,5,2,4.89,7.5429,579.825,0.42,6.559,baseline,tqvgqrz,tqvgqrz trophy,0.0,0.0
skill,33,abstract,4.397907677,5,1,4,4,2.17,7.6129,574.05,1.29,3.419,subsective,new,new skill,0.0,0.0
skill,33,abstract,4.397907677,5,1,4,4,2.17,7.6129,574.05,1.29,3.419,privative,hypothetical,hypothetical skill,0.0,0.0
skill,33,abstract,4.397907677,5,1,4,4,2.17,7.6129,574.05,1.29,3.419,baseline,zrtqgfplh,zrtqgfplh skill,0.0,0.0
shroud,34,concrete,2.838750526,6,1,4,12,4.34,4.1786,634.9714286,1.17,4.167,subsective,real,real shroud,0.0,0.0
shroud,34,concrete,2.838750526,6,1,4,12,4.34,4.1786,634.9714286,1.17,4.167,privative,mythical,mythical shroud,0.0,0.0
shroud,34,concrete,2.838750526,6,1,4,12,4.34,4.1786,634.9714286,1.17,4.167,baseline,mghljkqr,mghljkqr shroud,0.0,0.0
jargon,34,abstract,3.115691475,6,2,6,12,2.07,3.7333,637.9166667,1.13,2.719,subsective,old,old jargon,0.0,0.0
jargon,34,abstract,3.115691475,6,2,6,12,2.07,3.7333,637.9166667,1.13,2.719,privative,imaginary,imaginary jargon,0.0,0.0
jargon,34,abstract,3.115691475,6,2,6,12,2.07,3.7333,637.9166667,1.13,2.719,baseline,mghljkqr,mghljkqr jargon,0.0,0.0
pheasant,35,concrete,3.554874023,8,2,6,8,4.75,4.9412,645.25,0.59,6.177,subsective,good,good pheasant,0.0,0.0
pheasant,35,concrete,3.554874023,8,2,6,8,4.75,4.9412,645.25,0.59,6.177,privative,fictitious,fictitious pheasant,0.0,0.0
pheasant,35,concrete,3.554874023,8,2,6,8,4.75,4.9412,645.25,0.59,6.177,baseline,mghljkqr,mghljkqr pheasant,0.0,0.0
inkling,35,abstract,3.375163623,7,2,6,10,2.25,5.6563,620.7741935,1.46,2.206,subsective,typical,typical inkling,0.0,0.0
inkling,35,abstract,3.375163623,7,2,6,10,2.25,5.6563,620.7741935,1.46,2.206,privative,spurious,spurious inkling,0.0,0.0
inkling,35,abstract,3.375163623,7,2,6,10,2.25,5.6563,620.7741935,1.46,2.206,baseline,rvqf,rvqf inkling,0.0,0.0
chef,36,concrete,4.69521426,4,1,3,6,4.3,5.8438,566.1111111,1.29,6.486,subsective,current,current chef,0.0,0.0
chef,36,concrete,4.69521426,4,1,3,6,4.3,5.8438,566.1111111,1.29,6.486,privative,false,false chef,0.0,0.0
chef,36,concrete,4.69521426,4,1,3,6,4.3,5.8438,566.1111111,1.29,6.486,baseline,ypdcglkc,ypdcglkc chef,0.0,0.0
option,36,abstract,4.60502425,6,2,5,8,2.39,6.0857,519.0263158,1.45,3.118,subsective,average,average option,0.0,0.0
option,36,abstract,4.60502425,6,2,5,8,2.39,6.0857,519.0263158,1.45,3.118,privative,fabricated,fabricated option,0.0,0.0
option,36,abstract,4.60502425,6,2,5,8,2.39,6.0857,519.0263158,1.45,3.118,baseline,kmlsdjtw,kmlsdjtw option,0.0,0.0
dog,37,concrete,5.168214255,3,1,3,2,4.85,7.0667,525.175,0.46,6.889,subsective,true,true dog,0.0,0.0
dog,37,concrete,5.168214255,3,1,3,2,4.85,7.0667,525.175,0.46,6.889,privative,phony,phony dog,0.0,0.0
dog,37,concrete,5.168214255,3,1,3,2,4.85,7.0667,525.175,0.46,6.889,baseline,mghljkqr,mghljkqr dog,0.0,0.0
truth,37,abstract,4.909890512,5,1,4,2,1.96,7.6857,503.9210526,1.4,2.677,subsective,old,old truth,0.0,0.0
truth,37,abstract,4.909890512,5,1,4,2,1.96,7.6857,503.9210526,1.4,2.677,privative,imaginary,imaginary truth,0.0,0.0
truth,37,abstract,4.909890512,5,1,4,2,1.96,7.6857,503.9210526,1.4,2.677,baseline,bxfjwts,bxfjwts truth,0.0,0.0
groom,38,concrete,3.818933801,5,1,4,4,4.54,6.3333,570.2105263,0.96,5.886,subsective,typical,typical groom,0.0,0.0
groom,38,concrete,3.818933801,5,1,4,4,4.54,6.3333,570.2105263,0.96,5.886,privative,spurious,spurious groom,0.0,0.0
groom,38,concrete,3.818933801,5,1,4,4,4.54,6.3333,570.2105263,0.96,5.886,baseline,kmlsdjtw,kmlsdjtw groom,0.0,0.0
notion,38,abstract,3.933279464,6,2,5,6,1.93,5.6774,568.5384615,1.01,2.219,subsective,perfect,perfect notion,0.0,0.0
notion,38,abstract,3.933279464,6,2,5,6,1.93,5.6774,568.5384615,1.01,2.219,privative,mock,mock notion,0.0,0.0
notion,38,abstract,3.933279464,6,2,5,6,1.93,5.6774,568.5384615,1.01,2.219,baseline,zbxlv,zbxlv notion,0.0,0.0
dinner,39,concrete,4.770296194,6,2,4,2,4.5,6.8182,508.725,0.83,6.314,subsective,genuine,genuine dinner,0.0,0.0
dinner,39,concrete,4.770296194,6,2,4,2,4.5,6.8182,508.725,0.83,6.314,privative,fictional,fictional dinner,0.0,0.0
dinner,39,concrete,4.770296194,6,2,4,2,4.5,6.8182,508.725,0.83,6.314,baseline,mtpv,mtpv dinner,0.0,0.0
safety,39,abstract,4.846277268,6,2,5,2,2.37,7.0294,525.7368421,1.31,3.441,subsective,real,real safety,0.0,0.0
safety,39,abstract,4.846277268,6,2,5,2,2.37,7.0294,525.7368421,1.31,3.441,privative,mythical,mythical safety,0.0,0.0
safety,39,abstract,4.846277268,6,2,5,2,2.37,7.0294,525.7368421,1.31,3.441,baseline,qxsw,qxsw safety,0.0,0.0
bread,40,concrete,4.691151525,5,1,4,2,4.92,5.7419,538.7837838,0.28,6.8,subsective,current,current bread,0.0,0.0
bread,40,concrete,4.691151525,5,1,4,2,4.92,5.7419,538.7837838,0.28,6.8,privative,false,false bread,0.0,0.0
bread,40,concrete,4.691151525,5,1,4,2,4.92,5.7419,538.7837838,0.28,6.8,baseline,xkq,xkq bread,0.0,0.0
reserve,40,abstract,4.629425435,7,2,5,4,2.29,5.2581,548.0540541,1.41,3.281,subsective,bad,bad reserve,0.0,0.0
reserve,40,abstract,4.629425435,7,2,5,4,2.29,5.2581,548.0540541,1.41,3.281,privative,fake,fake reserve,0.0,0.0
reserve,40,abstract,4.629425435,7,2,5,4,2.29,5.2581,548.0540541,1.41,3.281,baseline,kmlsdjtw,kmlsdjtw reserve,0.0,0.0
battle,41,concrete,4.937082943,6,2,5,2,4.0,2.25,544.0277778,0.9,5.686,subsective,unique,unique battle,0.0,0.0
battle,41,concrete,4.937082943,6,2,5,2,4.0,2.25,544.0277778,0.9,5.686,privative,virtual,virtual battle,0.0,0.0
battle,41,concrete,4.937082943,6,2,5,2,4.0,2.25,544.0277778,0.9,5.686,baseline,xkq,xkq battle,0.0,0.0
mistake,41,abstract,4.791637005,7,2,6,2,1.97,2.6667,561.1315789,1.0,3.429,subsective,genuine,genuine mistake,0.0,0.0
mistake,41,abstract,4.791637005,7,2,6,2,1.97,2.6667,561.1315789,1.0,3.429,privative,fictional,fictional mistake,0.0,0.0
mistake,41,abstract,4.791637005,7,2,6,2,1.97,2.6667,561.1315789,1.0,3.429,baseline,vpbyzkgrf,vpbyzkgrf mistake,0.0,0.0
clergy,42,concrete,3.362253707,6,2,5,10,4.03,4.7273,629.0571429,1.3,5.516,subsective,average,average clergy,0.0,0.0
clergy,42,concrete,3.362253707,6,2,5,10,4.03,4.7273,629.0571429,1.3,5.516,privative,fabricated,fabricated clergy,0.0,0.0
clergy,42,concrete,3.362253707,6,2,5,10,4.03,4.7273,629.0571429,1.3,5.516,baseline,qxsw,qxsw clergy,0.0,0.0
plight,42,abstract,3.520512189,6,1,4,10,2.04,3.7667,677.3428571,1.4,2.727,subsective,real,real plight,0.0,0.0
plight,42,abstract,3.520512189,6,1,4,10,2.04,3.7667,677.3428571,1.4,2.727,privative,mythical,mythical plight,0.0,0.0
plight,42,abstract,3.520512189,6,1,4,10,2.04,3.7667,677.3428571,1.4,2.727,baseline,mtpv,mtpv plight,0.0,0.0
salt,43,concrete,4.693340514,4,1,4,2,4.89,5.0,512.4594595,0.32,6.324,subsective,actual,actual salt,0.0,0.0
salt,43,concrete,4.693340514,4,1,4,2,4.89,5.0,512.4594595,0.32,6.324,privative,artificial,artificial salt,0.0,0.0
salt,43,concrete,4.693340514,4,1,4,2,4.89,5.0,512.4594595,0.32,6.324,baseline,wvcnz,wvcnz salt,0.0,0.0
effort,43,abstract,4.764848578,6,2,4,4,2.33,5.8788,555.2368421,1.33,3.353,subsective,real,real effort,0.0,0.0
effort,43,abstract,4.764848578,6,2,4,4,2.33,5.8788,555.2368421,1.33,3.353,privative,mythical,mythical effort,0.0,0.0
effort,43,abstract,4.764848578,6,2,4,4,2.33,5.8788,555.2368421,1.33,3.353,baseline,kmlsdjtw,kmlsdjtw effort,0.0,0.0
lice,44,concrete,3.286800333,4,1,3,6,4.73,2.3,578.3589744,0.53,5.807,subsective,new,new lice,0.0,0.0
lice,44,concrete,3.286800333,4,1,3,6,4.73,2.3,578.3589744,0.53,5.807,privative,hypothetical,hypothetical lice,0.0,0.0
lice,44,concrete,3.286800333,4,1,3,6,4.73,2.3,578.3589744,0.53,5.807,baseline,xkq,xkq lice,0.0,0.0
vulgar,44,abstract,3.236065201,6,2,5,6,1.97,2.1515,628.075,0.98,2.969,subsective,true,true vulgar,0.0,0.0
vulgar,44,abstract,3.236065201,6,2,5,6,1.97,2.1515,628.075,0.98,2.969,privative,phony,phony vulgar,0.0,0.0
vulgar,44,abstract,3.236065201,6,2,5,6,1.97,2.1515,628.075,0.98,2.969,baseline,rvqf,rvqf vulgar,0.0,0.0
puffin,45,concrete,3.298880099,6,2,5,13,4.38,5.4118,609.4,1.38,6.143,subsective,typical,typical puffin,0.0,0.0
puffin,45,concrete,3.298880099,6,2,5,13,4.38,5.4118,609.4,1.38,6.143,privative,spurious,spurious puffin,0.0,0.0
puffin,45,concrete,3.298880099,6,2,5,13,4.38,5.4118,609.4,1.38,6.143,baseline,zrtqgfplh,zrtqgfplh puffin,0.0,0.0
proxy,45,abstract,3.047918244,5,2,6,12,2.07,4.6296,648.9459459,1.18,2.286,subsective,unique,unique proxy,0.0,0.0
proxy,45,abstract,3.047918244,5,2,6,12,2.07,4.6296,648.9459459,1.18,2.286,privative,virtual,virtual proxy,0.0,0.0
proxy,45,abstract,3.047918244,5,2,6,12,2.07,4.6296,648.9459459,1.18,2.286,baseline,qxsw,qxsw proxy,0.0,0.0
throne,46,concrete,4.000226254,6,1,4,4,4.64,5.9714,590.2972973,0.99,6.471,subsective,good,good throne,0.0,0.0
throne,46,concrete,4.000226254,6,1,4,4,4.64,5.9714,590.2972973,0.99,6.471,privative,fictitious,fictitious throne,0.0,0.0
throne,46,concrete,4.000226254,6,1,4,4,4.64,5.9714,590.2972973,0.99,6.471,baseline,rvqf,rvqf throne,0.0,0.0
method,46,abstract,4.12387052,6,2,5,6,2.41,5.75,571.925,1.43,2.882,subsective,bad,bad method,0.0,0.0
method,46,abstract,4.12387052,6,2,5,6,2.41,5.75,571.925,1.43,2.882,privative,fake,fake method,0.0,0.0
method,46,abstract,4.12387052,6,2,5,6,2.41,5.75,571.925,1.43,2.882,baseline,bxfjwts,bxfjwts method,0.0,0.0
lettuce,47,concrete,3.813669561,7,2,5,2,4.97,5.5,574.9189189,0.19,6.794,subsective,genuine,genuine lettuce,0.0,0.0
lettuce,47,concrete,3.813669561,7,2,5,2,4.97,5.5,574.9189189,0.19,6.794,privative,fictional,fictional lettuce,0.0,0.0
lettuce,47,concrete,3.813669561,7,2,5,2,4.97,5.5,574.9189189,0.19,6.794,baseline,qxsw,qxsw lettuce,0.0,0.0
fiction,47,abstract,4.10549983,7,2,6,4,2.14,5.697,596.7179487,1.48,3.281,subsective,bad,bad fiction,0.0,0.0
fiction,47,abstract,4.10549983,7,2,6,4,2.14,5.697,596.7179487,1.48,3.281,privative,fake,fake fiction,0.0,0.0
fiction,47,abstract,4.10549983,7,2,6,4,2.14,5.697,596.7179487,1.48,3.281,baseline,ptrgsbkv,ptrgsbkv fiction,0.0,0.0
hedgehog,48,concrete,3.721860243,8,2,6,13,4.93,6.2143,661.2777778,0.25,6.821,subsective,actual,actual hedgehog,0.0,0.0
hedgehog,48,concrete,3.721860243,8,2,6,13,4.93,6.2143,661.2777778,0.25,6.821,privative,artificial,artificial hedgehog,0.0,0.0
hedgehog,48,concrete,3.721860243,8,2,6,13,4.93,6.2143,661.2777778,0.25,6.821,baseline,tqvgqrz,tqvgqrz hedgehog,0.0,0.0
quantum,48,abstract,3.505968244,7,2,7,12,1.9,5.5,662.7428571,1.26,2.121,subsective,bad,bad quantum,0.0,0.0
quantum,48,abstract,3.505968244,7,2,7,12,1.9,5.5,662.7428571,1.26,2.121,privative,fake,fake quantum,0.0,0.0
quantum,48,abstract,3.505968244,7,2,7,12,1.9,5.5,662.7428571,1.26,2.121,baseline,wvcnz,wvcnz quantum,0.0,0.0
resort,49,concrete,4.112708899,6,2,6,6,4.3,5.8065,583.9736842,0.95,4.387,subsective,new,new resort,0.0,0.0
resort,49,concrete,4.112708899,6,2,6,6,4.3,5.8065,583.9736842,0.95,4.387,privative,hypothetical,hypothetical resort,0.0,0.0
resort,49,concrete,4.112708899,6,2,6,6,4.3,5.8065,583.9736842,0.95,4.387,baseline,zbxlv,zbxlv resort,0.0,0.0
status,49,abstract,4.383532138,6,2,6,8,2.24,5.7059,546.8461538,1.43,3.471,subsective,unique,unique status,0.0,0.0
status,49,abstract,4.383532138,6,2,6,8,2.24,5.7059,546.8461538,1.43,3.471,privative,virtual,virtual status,0.0,0.0
status,49,abstract,4.383532138,6,2,6,8,2.24,5.7059,546.8461538,1.43,3.471,baseline,zbxlv,zbxlv status,0.0,0.0
street,50,concrete,5.195546483,6,1,5,2,4.75,5.3333,541.7837838,0.76,6.0,subsective,bad,bad street,0.0,0.0
street,50,concrete,5.195546483,6,1,5,2,4.75,5.3333,541.7837838,0.76,6.0,privative,fake,fake street,0.0,0.0
street,50,concrete,5.195546483,6,1,5,2,4.75,5.3333,541.7837838,0.76,6.0,baseline,fxldmr,fxldmr street,0.0,0.0
service,50,abstract,5.195079085,7,2,5,2,2.21,6.0,519.0,1.26,3.057,subsective,typical,typical service,0.0,0.0
service,50,abstract,5.195079085,7,2,5,2,2.21,6.0,519.0,1.26,3.057,privative,spurious,spurious service,0.0,0.0
service,50,abstract,5.195079085,7,2,5,2,2.21,6.0,519.0,1.26,3.057,baseline,ypdcglkc,ypdcglkc service,0.0,0.0
pastry,51,concrete,4.372429336,6,2,6,6,4.97,5.9714,580.9736842,0.18,6.485,subsective,old,old pastry,0.0,0.0
pastry,51,concrete,4.372429336,6,2,6,6,4.97,5.9714,580.9736842,0.18,6.485,privative,imaginary,imaginary pastry,0.0,0.0
pastry,51,concrete,4.372429336,6,2,6,6,4.97,5.9714,580.9736842,0.18,6.485,baseline,htbqzylm,htbqzylm pastry,0.0,0.0
outcome,51,abstract,4.279953838,7,2,5,8,2.27,5.7059,532.725,1.4,2.794,subsective,new,new outcome,0.0,0.0
outcome,51,abstract,4.279953838,7,2,5,8,2.27,5.7059,532.725,1.4,2.794,privative,hypothetical,hypothetical outcome,0.0,0.0
outcome,51,abstract,4.279953838,7,2,5,8,2.27,5.7059,532.725,1.4,2.794,baseline,mghljkqr,mghljkqr outcome,0.0,0.0
concert,52,concrete,4.234560715,7,2,6,4,4.35,7.2,531.3513514,0.8,6.364,subsective,actual,actual concert,0.0,0.0
concert,52,concrete,4.234560715,7,2,6,4,4.35,7.2,531.3513514,0.8,6.364,privative,artificial,artificial concert,0.0,0.0
concert,52,concrete,4.234560715,7,2,6,4,4.35,7.2,531.3513514,0.8,6.364,baseline,vpbyzkgrf,vpbyzkgrf concert,0.0,0.0
romance,52,abstract,4.088959843,7,2,6,2,2.19,7.5588,535.65,1.3,4.857,subsective,good,good romance,0.0,0.0
romance,52,abstract,4.088959843,7,2,6,2,2.19,7.5588,535.65,1.3,4.857,privative,fictitious,fictitious romance,0.0,0.0
romance,52,abstract,4.088959843,7,2,6,2,2.19,7.5588,535.65,1.3,4.857,baseline,xkq,xkq romance,0.0,0.0
lightning,53,concrete,4.000441624,9,2,6,4,4.59,4.8485,575.1714286,0.87,6.765,subsective,old,old lightning,0.0,0.0
lightning,53,concrete,4.000441624,9,2,6,4,4.59,4.8485,575.1714286,0.87,6.765,privative,imaginary,imaginary lightning,0.0,0.0
lightning,53,concrete,4.000441624,9,2,6,4,4.59,4.8485,575.1714286,0.87,6.765,baseline,ypdcglkc,ypdcglkc lightning,0.0,0.0
command,53,abstract,4.253002255,7,2,6,2,2.48,4.1875,566.0810811,1.24,3.484,subsective,typical,typical command,0.0,0.0
command,53,abstract,4.253002255,7,2,6,2,2.48,4.1875,566.0810811,1.24,3.484,privative,spurious,spurious command,0.0,0.0
command,53,abstract,4.253002255,7,2,6,2,2.48,4.1875,566.0810811,1.24,3.484,baseline,fxldmr,fxldmr command,0.0,0.0
wreck,54,concrete,3.960789515,5,1,3,2,4.07,2.8571,531.2972973,1.08,5.177,subsective,good,good wreck,0.0,0.0
wreck,54,concrete,3.960789515,5,1,3,2,4.07,2.8571,531.2972973,1.08,5.177,privative,fictitious,fictitious wreck,0.0,0.0
wreck,54,concrete,3.960789515,5,1,3,2,4.07,2.8571,531.2972973,1.08,5.177,baseline,rjdnw,rjdnw wreck,0.0,0.0
curse,54,abstract,3.803623751,5,1,3,4,2.39,1.9697,515.3589744,1.34,3.824,subsective,authentic,authentic curse,0.0,0.0
curse,54,abstract,3.803623751,5,1,3,4,2.39,1.9697,515.3589744,1.34,3.824,privative,counterfeit,counterfeit curse,0.0,0.0
curse,54,abstract,3.803623751,5,1,3,4,2.39,1.9697,515.3589744,1.34,3.824,baseline,kmlsdjtw,kmlsdjtw curse,0.0,0.0
bridesmaid,55,concrete,3.454647619,10,2,8,6,4.41,7.0286,601.1315789,0.93,6.394,subsective,authentic,authentic bridesmaid,0.0,0.0
bridesmaid,55,concrete,3.454647619,10,2,8,6,4.41,7.0286,601.1315789,0.93,6.394,privative,counterfeit,counterfeit bridesmaid,0.0,0.0
bridesmaid,55,concrete,3.454647619,10,2,8,6,4.41,7.0286,601.1315789,0.93,6.394,baseline,bxfjwts,bxfjwts bridesmaid,0.0,0.0
tranquil,55,abstract,3.443923753,8,2,8,8,1.9,7.697,636.9166667,0.96,4.029,subsective,true,true tranquil,0.0,0.0
tranquil,55,abstract,3.443923753,8,2,8,8,1.9,7.697,636.9166667,0.96,4.029,privative,phony,phony tranquil,0.0,0.0
tranquil,55,abstract,3.443923753,8,2,8,8,1.9,7.697,636.9166667,0.96,4.029,baseline,rjdnw,rjdnw tranquil,0.0,0.0
mountain,56,concrete,4.6449305,8,2,6,4,4.96,6.1563,568.5263158,0.2,6.833,subsective,important,important mountain,0.0,0.0
mountain,56,concrete,4.6449305,8,2,6,4,4.96,6.1563,568.5263158,0.2,6.833,privative,former,former mountain,0.0,0.0
mountain,56,concrete,4.6449305,8,2,6,4,4.96,6.1563,568.5263158,0.2,6.833,baseline,ypdcglkc,ypdcglkc mountain,0.0,0.0
progress,56,abstract,4.677418454,8,2,7,6,2.12,7.129,540.6052632,1.21,3.364,subsective,unique,unique progress,0.0,0.0
progress,56,abstract,4.677418454,8,2,7,6,2.12,7.129,540.6052632,1.21,3.364,privative,virtual,virtual progress,0.0,0.0
progress,56,abstract,4.677418454,8,2,7,6,2.12,7.129,540.6052632,1.21,3.364,baseline,mghljkqr,mghljkqr progress,0.0,0.0
stake,57,concrete,4.271731346,5,1,4,6,4.21,4.303,617.974359,1.26,3.909,subsective,important,important stake,0.0,0.0
stake,57,concrete,4.271731346,5,1,4,6,4.21,4.303,617.974359,1.26,3.909,privative,former,former stake,0.0,0.0
stake,57,concrete,4.271731346,5,1,4,6,4.21,4.303,617.974359,1.26,3.909,baseline,mghljkqr,mghljkqr stake,0.0,0.0
version,57,abstract,4.536782192,7,2,5,6,1.7,5.1176,584.8378378,0.79,2.688,subsective,current,current version,0.0,0.0
version,57,abstract,4.536782192,7,2,5,6,1.7,5.1176,584.8378378,0.79,2.688,privative,false,false version,0.0,0.0
version,57,abstract,4.536782192,7,2,5,6,1.7,5.1176,584.8378378,0.79,2.688,baseline,zrtqgfplh,zrtqgfplh version,0.0,0.0
vein,58,concrete,3.579397161,4,1,3,6,4.63,4.6667,585.1578947,0.93,6.242,subsective,special,special vein,0.0,0.0
vein,58,concrete,3.579397161,4,1,3,6,4.63,4.6667,585.1578947,0.93,6.242,privative,past,past vein,0.0,0.0
vein,58,concrete,3.579397161,4,1,3,6,4.63,4.6667,585.1578947,0.93,6.242,baseline,fxldmr,fxldmr vein,0.0,0.0
pause,58,abstract,3.860385942,5,1,3,6,2.38,4.9394,535.175,1.21,3.182,subsective,current,current pause,0.0,0.0
pause,58,abstract,3.860385942,5,1,3,6,2.38,4.9394,535.175,1.21,3.182,privative,false,false pause,0.0,0.0
pause,58,abstract,3.860385942,5,1,3,6,2.38,4.9394,535.175,1.21,3.182,baseline,mtpv,mtpv pause,0.0,0.0
midwife,59,concrete,3.593362817,7,2,6,12,4.56,6.7143,605.7567568,0.89,5.912,subsective,actual,actual midwife,0.0,0.0
midwife,59,concrete,3.593362817,7,2,6,12,4.56,6.7143,605.7567568,0.89,5.912,privative,artificial,artificial midwife,0.0,0.0
midwife,59,concrete,3.593362817,7,2,6,12,4.56,6.7143,605.7567568,0.89,5.912,baseline,mtpv,mtpv midwife,0.0,0.0
virtue,59,abstract,3.514621141,6,2,4,10,1.62,7.6176,583.825,1.12,2.343,subsective,bad,bad virtue,0.0,0.0
virtue,59,abstract,3.514621141,6,2,4,10,1.62,7.6176,583.825,1.12,2.343,privative,fake,fake virtue,0.0,0.0
virtue,59,abstract,3.514621141,6,2,4,10,1.62,7.6176,583.825,1.12,2.343,baseline,qxsw,qxsw virtue,0.0,0.0
metal,60,concrete,4.631746522,5,2,5,4,4.87,5.0968,510.15,0.35,5.903,subsective,unique,unique metal,0.0,0.0
metal,60,concrete,4.631746522,5,2,5,4,4.87,5.0968,510.15,0.35,5.903,privative,virtual,virtual metal,0.0,0.0
metal,60,concrete,4.631746522,5,2,5,4,4.87,5.0968,510.15,0.35,5.903,baseline,vpbyzkgrf,vpbyzkgrf metal,0.0,0.0
scheme,60,abstract,4.689568593,6,1,4,6,2.41,4.3939,539.4054054,1.19,3.182,subsective,unique,unique scheme,0.0,0.0
scheme,60,abstract,4.689568593,6,1,4,6,2.41,4.3939,539.4054054,1.19,3.182,privative,virtual,virtual scheme,0.0,0.0
scheme,60,abstract,4.689568593,6,1,4,6,2.41,4.3939,539.4054054,1.19,3.182,baseline,bxfjwts,bxfjwts scheme,0.0,0.0
morgue,61,concrete,3.115691475,6,1,4,6,4.62,2.4063,689.4411765,0.92,5.706,subsective,real,real morgue,0.0,0.0
morgue,61,concrete,3.115691475,6,1,4,6,4.62,2.4063,689.4411765,0.92,5.706,privative,mythical,mythical morgue,0.0,0.0
morgue,61,concrete,3.115691475,6,1,4,6,4.62,2.4063,689.4411765,0.92,5.706,baseline,ypdcglkc,ypdcglkc morgue,0.0,0.0
deceit,61,abstract,3.013799061,6,2,5,8,2.37,2.2121,678.0277778,1.13,2.371,subsective,actual,actual deceit,0.0,0.0
deceit,61,abstract,3.013799061,6,2,5,8,2.37,2.2121,678.0277778,1.13,2.371,privative,artificial,artificial deceit,0.0,0.0
deceit,61,abstract,3.013799061,6,2,5,8,2.37,2.2121,678.0277778,1.13,2.371,baseline,zbxlv,zbxlv deceit,0.0,0.0
medal,62,concrete,4.637048352,5,2,5,4,4.89,7.7273,545.0540541,0.42,6.618,subsective,genuine,genuine medal,0.0,0.0
medal,62,concrete,4.637048352,5,2,5,4,4.89,7.7273,545.0540541,0.42,6.618,privative,fictional,fictional medal,0.0,0.0
medal,62,concrete,4.637048352,5,2,5,4,4.89,7.7273,545.0540541,0.42,6.618,baseline,htbqzylm,htbqzylm medal,0.0,0.0
freedom,62,abstract,4.643757259,7,2,6,4,2.34,8.5588,502.5897436,1.4,3.429,subsective,true,true freedom,0.0,0.0
freedom,62,abstract,4.643757259,7,2,6,4,2.34,8.5588,502.5897436,1.4,3.429,privative,phony,phony freedom,0.0,0.0
freedom,62,abstract,4.643757259,7,2,6,4,2.34,8.5588,502.5897436,1.4,3.429,baseline,bxfjwts,bxfjwts freedom,0.0,0.0
rash,63,concrete,3.612715774,4,1,3,6,4.62,2.8286,556.5945946,0.68,5.147,subsective,true,true rash,0.0,0.0
rash,63,concrete,3.612715774,4,1,3,6,4.62,2.8286,556.5945946,0.68,5.147,privative,phony,phony rash,0.0,0.0
rash,63,concrete,3.612715774,4,1,3,6,4.62,2.8286,556.5945946,0.68,5.147,baseline,wvcnz,wvcnz rash,0.0,0.0
greed,63,abstract,3.629223014,5,1,4,6,1.53,2.2647,556.3333333,0.73,3.636,subsective,old,old greed,0.0,0.0
greed,63,abstract,3.629223014,5,1,4,6,1.53,2.2647,556.3333333,0.73,3.636,privative,imaginary,imaginary greed,0.0,0.0
greed,63,abstract,3.629223014,5,1,4,6,1.53,2.2647,556.3333333,0.73,3.636,baseline,fxldmr,fxldmr greed,0.0,0.0
trap,64,concrete,4.218831564,4,1,4,2,4.3,2.9706,541.0833333,0.93,5.636,subsective,actual,actual trap,0.0,0.0
trap,64,concrete,4.218831564,4,1,4,2,4.3,2.9706,541.0833333,0.93,5.636,privative,artificial,artificial trap,0.0,0.0
trap,64,concrete,4.218831564,4,1,4,2,4.3,2.9706,541.0833333,0.93,5.636,baseline,rjdnw,rjdnw trap,0.0,0.0
anger,64,abstract,4.303726585,5,2,4,2,2.41,2.5294,532.3684211,1.32,4.758,subsective,important,important anger,0.0,0.0
anger,64,abstract,4.303726585,5,2,4,2,2.41,2.5294,532.3684211,1.32,4.758,privative,former,former anger,0.0,0.0
anger,64,abstract,4.303726585,5,2,4,2,2.41,2.5294,532.3684211,1.32,4.758,baseline,htbqzylm,htbqzylm anger,0.0,0.0
dagger,65,concrete,3.281196456,6,2,4,4,4.96,2.7429,569.6756757,0.19,6.606,subsective,perfect,perfect dagger,0.0,0.0
dagger,65,concrete,3.281196456,6,2,4,4,4.96,2.7429,569.6756757,0.19,6.606,privative,mock,mock dagger,0.0,0.0
dagger,65,concrete,3.281196456,6,2,4,4,4.96,2.7429,569.6756757,0.19,6.606,baseline,vpbyzkgrf,vpbyzkgrf dagger,0.0,0.0
boredom,65,abstract,3.261583545,7,2,6,6,1.96,2.4286,555.575,1.32,3.771,subsective,average,average boredom,0.0,0.0
boredom,65,abstract,3.261583545,7,2,6,6,1.96,2.4286,555.575,1.32,3.771,privative,fabricated,fabricated boredom,0.0,0.0
boredom,65,abstract,3.261583545,7,2,6,6,1.96,2.4286,555.575,1.32,3.771,baseline,zrtqgfplh,zrtqgfplh boredom,0.0,0.0
taste,66,concrete,4.946984489,5,1,4,2,4.07,6.9394,509.0,1.39,3.088,subsective,typical,typical taste,0.0,0.0
taste,66,concrete,4.946984489,5,1,4,2,4.07,6.9394,509.0,1.39,3.088,privative,spurious,spurious taste,0.0,0.0
taste,66,concrete,4.946984489,5,1,4,2,4.07,6.9394,509.0,1.39,3.088,baseline,bxfjwts,bxfjwts taste,0.0,0.0
trust,66,abstract,5.018037736,5,1,5,2,2.04,7.3548,514.1842105,1.29,2.735,subsective,important,important trust,0.0,0.0
