noun,set_nr,concreteness,Zipf,Length,Syllables,Phonemes,AoA,CNC_M,Valence,RT,CNC_SD,IMAG,denotation,adjective,phrase,frequency_dep,frequency_seq
trust,66,abstract,5.018037736,5,1,5,2,2.04,7.3548,514.1842105,1.29,2.735,privative,former,former trust,0.0,0.0
trust,66,abstract,5.018037736,5,1,5,2,2.04,7.3548,514.1842105,1.29,2.735,baseline,kmlsdjtw,kmlsdjtw trust,0.0,0.0
port,67,concrete,4.491059491,4,1,4,4,4.41,5.1176,541.3783784,1.18,5.177,subsective,good,good port,0.0,0.0
port,67,concrete,4.491059491,4,1,4,4,4.41,5.1176,541.3783784,1.18,5.177,privative,fictitious,fictitious port,0.0,0.0
port,67,concrete,4.491059491,4,1,4,4,4.41,5.1176,541.3783784,1.18,5.177,baseline,tqvgqrz,tqvgqrz port,0.0,0.0
drama,67,abstract,4.519144741,5,2,5,6,2.34,4.4706,575.9189189,1.37,3.735,subsective,special,special drama,0.0,0.0
drama,67,abstract,4.519144741,5,2,5,6,2.34,4.4706,575.9189189,1.37,3.735,privative,past,past drama,0.0,0.0
drama,67,abstract,4.519144741,5,2,5,6,2.34,4.4706,575.9189189,1.37,3.735,baseline,zrtqgfplh,zrtqgfplh drama,0.0,0.0
cervix,68,concrete,2.546994075,6,2,6,13,4.62,5.4063,696.5555556,0.98,5.455,subsective,true,true cervix,0.0,0.0
cervix,68,concrete,2.546994075,6,2,6,13,4.62,5.4063,696.5555556,0.98,5.455,privative,phony,phony cervix,0.0,0.0
cervix,68,concrete,2.546994075,6,2,6,13,4.62,5.4063,696.5555556,0.98,5.455,baseline,fxldmr,fxldmr cervix,0.0,0.0
figment,68,abstract,2.521810529,7,2,7,13,2.04,5.0645,671.6129032,1.27,2.938,subsective,new,new figment,0.0,0.0
figment,68,abstract,2.521810529,7,2,7,13,2.04,5.0645,671.6129032,1.27,2.938,privative,hypothetical,hypothetical figment,0.0,0.0
figment,68,abstract,2.521810529,7,2,7,13,2.04,5.0645,671.6129032,1.27,2.938,baseline,tqvgqrz,tqvgqrz figment,0.0,0.0
pulse,69,concrete,3.928731837,5,1,4,6,4.19,6.0588,573.3947368,0.88,5.177,subsective,special,special pulse,0.0,0.0
pulse,69,concrete,3.928731837,5,1,4,6,4.19,6.0588,573.3947368,0.88,5.177,privative,past,past pulse,0.0,0.0
pulse,69,concrete,3.928731837,5,1,4,6,4.19,6.0588,573.3947368,0.88,5.177,baseline,tqvgqrz,tqvgqrz pulse,0.0,0.0
outlook,69,abstract,3.814000452,7,2,5,6,1.97,5.9697,587.1794872,1.38,3.353,subsective,important,important outlook,0.0,0.0
outlook,69,abstract,3.814000452,7,2,5,6,1.97,5.9697,587.1794872,1.38,3.353,privative,former,former outlook,0.0,0.0
outlook,69,abstract,3.814000452,7,2,5,6,1.97,5.9697,587.1794872,1.38,3.353,baseline,vpbyzkgrf,vpbyzkgrf outlook,0.0,0.0
husband,70,concrete,4.94466486,7,2,7,2,4.11,6.6765,535.2307692,1.22,5.853,subsective,average,average husband,0.0,0.0
husband,70,concrete,4.94466486,7,2,7,2,4.11,6.6765,535.2307692,1.22,5.853,privative,fabricated,fabricated husband,0.0,0.0
husband,70,concrete,4.94466486,7,2,7,2,4.11,6.6765,535.2307692,1.22,5.853,baseline,htbqzylm,htbqzylm husband,0.0,0.0
language,70,abstract,4.819587367,8,2,7,2,2.35,6.7667,554.4358974,1.5,2.484,subsective,special,special language,0.0,0.0
language,70,abstract,4.819587367,8,2,7,2,2.35,6.7667,554.4358974,1.5,2.484,privative,past,past language,0.0,0.0
language,70,abstract,4.819587367,8,2,7,2,2.35,6.7667,554.4358974,1.5,2.484,baseline,qxsw,qxsw language,0.0,0.0
stance,71,concrete,3.739098004,6,1,5,10,4.04,5.6364,610.2820513,1.16,3.886,subsective,perfect,perfect stance,0.0,0.0
stance,71,concrete,3.739098004,6,1,5,10,4.04,5.6364,610.2820513,1.16,3.886,privative,mock,mock stance,0.0,0.0
stance,71,concrete,3.739098004,6,1,5,10,4.04,5.6364,610.2820513,1.16,3.886,baseline,zrtqgfplh,zrtqgfplh stance,0.0,0.0
essence,71,abstract,3.964313698,7,2,5,10,1.66,6.0909,581.027027,1.08,2.471,subsective,important,important essence,0.0,0.0
essence,71,abstract,3.964313698,7,2,5,10,1.66,6.0909,581.027027,1.08,2.471,privative,former,former essence,0.0,0.0
essence,71,abstract,3.964313698,7,2,5,10,1.66,6.0909,581.027027,1.08,2.471,baseline,rvqf,rvqf essence,0.0,0.0
corpse,72,concrete,3.413406229,6,1,5,6,4.89,2.5161,565.1351351,0.42,5.968,subsective,actual,actual corpse,0.0,0.0
corpse,72,concrete,3.413406229,6,1,5,6,4.89,2.5161,565.1351351,0.42,5.968,privative,artificial,artificial corpse,0.0,0.0
corpse,72,concrete,3.413406229,6,1,5,6,4.89,2.5161,565.1351351,0.42,5.968,baseline,htbqzylm,htbqzylm corpse,0.0,0.0
hatred,72,abstract,3.648043736,6,2,6,6,2.0,1.6774,582.7567568,1.2,3.032,subsective,average,average hatred,0.0,0.0
hatred,72,abstract,3.648043736,6,2,6,6,2.0,1.6774,582.7567568,1.2,3.032,privative,fabricated,fabricated hatred,0.0,0.0
hatred,72,abstract,3.648043736,6,2,6,6,2.0,1.6774,582.7567568,1.2,3.032,baseline,mtpv,mtpv hatred,0.0,0.0
lager,73,concrete,3.563792088,5,2,4,12,4.64,5.8387,650.32,0.99,6.0,subsective,true,true lager,0.0,0.0
lager,73,concrete,3.563792088,5,2,4,12,4.64,5.8387,650.32,0.99,6.0,privative,phony,phony lager,0.0,0.0
lager,73,concrete,3.563792088,5,2,4,12,4.64,5.8387,650.32,0.99,6.0,baseline,vpbyzkgrf,vpbyzkgrf lager,0.0,0.0
norm,73,abstract,3.52375079,4,1,4,14,2.11,4.9118,692.7407407,1.1,2.516,subsective,good,good norm,0.0,0.0
norm,73,abstract,3.52375079,4,1,4,14,2.11,4.9118,692.7407407,1.1,2.516,privative,fictitious,fictitious norm,0.0,0.0
norm,73,abstract,3.52375079,4,1,4,14,2.11,4.9118,692.7407407,1.1,2.516,baseline,vpbyzkgrf,vpbyzkgrf norm,0.0,0.0
wave,74,concrete,4.55330943,4,1,3,2,4.55,6.3235,525.5263158,1.02,6.265,subsective,important,important wave,0.0,0.0
wave,74,concrete,4.55330943,4,1,3,2,4.55,6.3235,525.5263158,1.02,6.265,privative,former,former wave,0.0,0.0
wave,74,concrete,4.55330943,4,1,3,2,4.55,6.3235,525.5263158,1.02,6.265,baseline,mtpv,mtpv wave,0.0,0.0
soul,74,abstract,4.526773212,4,1,3,2,1.86,7.1515,531.1428571,1.33,2.912,subsective,average,average soul,0.0,0.0
soul,74,abstract,4.526773212,4,1,3,2,1.86,7.1515,531.1428571,1.33,2.912,privative,fabricated,fabricated soul,0.0,0.0
soul,74,abstract,4.526773212,4,1,3,2,1.86,7.1515,531.1428571,1.33,2.912,baseline,ptrgsbkv,ptrgsbkv soul,0.0,0.0
bugle,75,concrete,3.013799061,5,2,6,6,4.84,4.8,667.1111111,0.47,5.136,subsective,good,good bugle,0.0,0.0
bugle,75,concrete,3.013799061,5,2,6,6,4.84,4.8,667.1111111,0.47,5.136,privative,fictitious,fictitious bugle,0.0,0.0
bugle,75,concrete,3.013799061,5,2,6,6,4.84,4.8,667.1111111,0.47,5.136,baseline,kmlsdjtw,kmlsdjtw bugle,0.0,0.0
folly,75,abstract,3.296708622,5,2,4,8,1.92,4.3571,650.9230769,1.02,2.778,subsective,real,real folly,0.0,0.0
folly,75,abstract,3.296708622,5,2,4,8,1.92,4.3571,650.9230769,1.02,2.778,privative,mythical,mythical folly,0.0,0.0
folly,75,abstract,3.296708622,5,2,4,8,1.92,4.3571,650.9230769,1.02,2.778,baseline,vpbyzkgrf,vpbyzkgrf folly,0.0,0.0
anus,76,concrete,2.816309657,4,2,4,12,4.86,4.129,631.5833333,0.36,5.484,subsective,actual,actual anus,0.0,0.0
anus,76,concrete,2.816309657,4,2,4,12,4.86,4.129,631.5833333,0.36,5.484,privative,artificial,artificial anus,0.0,0.0
anus,76,concrete,2.816309657,4,2,4,12,4.86,4.129,631.5833333,0.36,5.484,baseline,mghljkqr,mghljkqr anus,0.0,0.0
latent,76,abstract,2.587830329,6,2,6,14,1.81,4.4138,595.9310345,1.0,2.8,subsective,authentic,authentic latent,0.0,0.0
latent,76,abstract,2.587830329,6,2,6,14,1.81,4.4138,595.9310345,1.0,2.8,privative,counterfeit,counterfeit latent,0.0,0.0
latent,76,abstract,2.587830329,6,2,6,14,1.81,4.4138,595.9310345,1.0,2.8,baseline,zbxlv,zbxlv latent,0.0,0.0
toga,77,concrete,2.576549318,4,2,4,10,4.73,5.5313,663.75,0.83,5.97,subsective,actual,actual toga,0.0,0.0
toga,77,concrete,2.576549318,4,2,4,10,4.73,5.5313,663.75,0.83,5.97,privative,artificial,artificial toga,0.0,0.0
toga,77,concrete,2.576549318,4,2,4,10,4.73,5.5313,663.75,0.83,5.97,baseline,xkq,xkq toga,0.0,0.0
zeal,77,abstract,2.809679079,4,1,3,10,2.33,6.4286,654.9655172,1.33,2.826,subsective,perfect,perfect zeal,0.0,0.0
zeal,77,abstract,2.809679079,4,1,3,10,2.33,6.4286,654.9655172,1.33,2.826,privative,mock,mock zeal,0.0,0.0
zeal,77,abstract,2.809679079,4,1,3,10,2.33,6.4286,654.9655172,1.33,2.826,baseline,rjdnw,rjdnw zeal,0.0,0.0
gadget,78,concrete,3.683401991,6,2,5,6,4.6,6.4545,564.8,0.89,5.714,subsective,old,old gadget,0.0,0.0
gadget,78,concrete,3.683401991,6,2,5,6,4.6,6.4545,564.8,0.89,5.714,privative,imaginary,imaginary gadget,0.0,0.0
gadget,78,concrete,3.683401991,6,2,5,6,4.6,6.4545,564.8,0.89,5.714,baseline,xkq,xkq gadget,0.0,0.0
leisure,78,abstract,3.906054246,7,2,4,6,2.03,7.2353,580.2777778,1.32,4.177,subsective,genuine,genuine leisure,0.0,0.0
leisure,78,abstract,3.906054246,7,2,4,6,2.03,7.2353,580.2777778,1.32,4.177,privative,fictional,fictional leisure,0.0,0.0
leisure,78,abstract,3.906054246,7,2,4,6,2.03,7.2353,580.2777778,1.32,4.177,baseline,tqvgqrz,tqvgqrz leisure,0.0,0.0
traffic,79,concrete,4.537032614,7,2,6,2,4.67,3.0,553.5833333,0.62,6.103,subsective,current,current traffic,0.0,0.0
traffic,79,concrete,4.537032614,7,2,6,2,4.67,3.0,553.5833333,0.62,6.103,privative,false,false traffic,0.0,0.0
traffic,79,concrete,4.537032614,7,2,6,2,4.67,3.0,553.5833333,0.62,6.103,baseline,wvcnz,wvcnz traffic,0.0,0.0
fault,79,abstract,4.751801656,5,1,4,4,2.41,2.8529,601.7368421,1.45,2.5,subsective,authentic,authentic fault,0.0,0.0
fault,79,abstract,4.751801656,5,1,4,4,2.41,2.8529,601.7368421,1.45,2.5,privative,counterfeit,counterfeit fault,0.0,0.0
fault,79,abstract,4.751801656,5,1,4,4,2.41,2.8529,601.7368421,1.45,2.5,baseline,rvqf,rvqf fault,0.0,0.0
doctor,80,concrete,5.021887178,6,2,5,2,4.69,6.1176,498.2105263,0.81,6.546,subsective,unique,unique doctor,0.0,0.0
doctor,80,concrete,5.021887178,6,2,5,2,4.69,6.1176,498.2105263,0.81,6.546,privative,virtual,virtual doctor,0.0,0.0
doctor,80,concrete,5.021887178,6,2,5,2,4.69,6.1176,498.2105263,0.81,6.546,baseline,tqvgqrz,tqvgqrz doctor,0.0,0.0
interest,80,abstract,5.048574016,8,2,7,4,1.8,7.0,529.925,1.12,3.143,subsective,genuine,genuine interest,0.0,0.0
interest,80,abstract,5.048574016,8,2,7,4,1.8,7.0,529.925,1.12,3.143,privative,fictional,fictional interest,0.0,0.0
interest,80,abstract,5.048574016,8,2,7,4,1.8,7.0,529.925,1.12,3.143,baseline,zbxlv,zbxlv interest,0.0,0.0
tripod,81,concrete,3.036179841,6,2,6,10,4.72,5.2903,624.6756757,0.84,6.177,subsective,good,good tripod,0.0,0.0
tripod,81,concrete,3.036179841,6,2,6,10,4.72,5.2903,624.6756757,0.84,6.177,privative,fictitious,fictitious tripod,0.0,0.0
tripod,81,concrete,3.036179841,6,2,6,10,4.72,5.2903,624.6756757,0.84,6.177,baseline,zbxlv,zbxlv tripod,0.0,0.0
tact,81,abstract,2.883256447,4,1,4,10,1.76,5.7576,576.5675676,1.12,2.371,subsective,old,old tact,0.0,0.0
tact,81,abstract,2.883256447,4,1,4,10,1.76,5.7576,576.5675676,1.12,2.371,privative,imaginary,imaginary tact,0.0,0.0
tact,81,abstract,2.883256447,4,1,4,10,1.76,5.7576,576.5675676,1.12,2.371,baseline,mtpv,mtpv tact,0.0,0.0
kick,82,concrete,4.908429269,4,1,3,2,4.33,3.1818,519.6052632,0.98,5.829,subsective,actual,actual kick,0.0,0.0
kick,82,concrete,4.908429269,4,1,3,2,4.33,3.1818,519.6052632,0.98,5.829,privative,artificial,artificial kick,0.0,0.0
kick,82,concrete,4.908429269,4,1,3,2,4.33,3.1818,519.6052632,0.98,5.829,baseline,kmlsdjtw,kmlsdjtw kick,0.0,0.0
doubt,82,abstract,4.892022475,5,1,3,4,1.79,2.9697,535.1052632,1.18,2.765,subsective,new,new doubt,0.0,0.0
doubt,82,abstract,4.892022475,5,1,3,4,1.79,2.9697,535.1052632,1.18,2.765,privative,hypothetical,hypothetical doubt,0.0,0.0
doubt,82,abstract,4.892022475,5,1,3,4,1.79,2.9697,535.1052632,1.18,2.765,baseline,kmlsdjtw,kmlsdjtw doubt,0.0,0.0
hydrant,83,concrete,2.34894824,7,2,7,6,4.76,5.0303,688.7428571,0.64,5.4,subsective,good,good hydrant,0.0,0.0
hydrant,83,concrete,2.34894824,7,2,7,6,4.76,5.0303,688.7428571,0.64,5.4,privative,fictitious,fictitious hydrant,0.0,0.0
hydrant,83,concrete,2.34894824,7,2,7,6,4.76,5.0303,688.7428571,0.64,5.4,baseline,ypdcglkc,ypdcglkc hydrant,0.0,0.0
pronoun,83,abstract,2.093675735,7,2,6,6,2.48,5.2571,646.2,1.55,2.6,subsective,perfect,perfect pronoun,0.0,0.0
pronoun,83,abstract,2.093675735,7,2,6,6,2.48,5.2571,646.2,1.55,2.6,privative,mock,mock pronoun,0.0,0.0
pronoun,83,abstract,2.093675735,7,2,6,6,2.48,5.2571,646.2,1.55,2.6,baseline,fxldmr,fxldmr pronoun,0.0,0.0
lynx,84,concrete,3.164083057,4,1,5,13,4.5,5.75,641.2121212,1.2,5.97,subsective,good,good lynx,0.0,0.0
lynx,84,concrete,3.164083057,4,1,5,13,4.5,5.75,641.2121212,1.2,5.97,privative,fictitious,fictitious lynx,0.0,0.0
lynx,84,concrete,3.164083057,4,1,5,13,4.5,5.75,641.2121212,1.2,5.97,baseline,wvcnz,wvcnz lynx,0.0,0.0
allure,84,abstract,2.943708993,6,2,4,13,1.92,6.0,648.0,1.29,2.594,subsective,real,real allure,0.0,0.0
allure,84,abstract,2.943708993,6,2,4,13,1.92,6.0,648.0,1.29,2.594,privative,mythical,mythical allure,0.0,0.0
allure,84,abstract,2.943708993,6,2,4,13,1.92,6.0,648.0,1.29,2.594,baseline,zbxlv,zbxlv allure,0.0,0.0
ditch,85,concrete,3.915843814,5,1,3,4,4.5,3.375,579.6111111,0.9,4.938,subsective,authentic,authentic ditch,0.0,0.0
ditch,85,concrete,3.915843814,5,1,3,4,4.5,3.375,579.6111111,0.9,4.938,privative,counterfeit,counterfeit ditch,0.0,0.0
ditch,85,concrete,3.915843814,5,1,3,4,4.5,3.375,579.6111111,0.9,4.938,baseline,mtpv,mtpv ditch,0.0,0.0
pity,85,abstract,4.095236388,4,2,4,4,1.87,3.2258,614.8157895,1.14,3.344,subsective,true,true pity,0.0,0.0
pity,85,abstract,4.095236388,4,2,4,4,1.87,3.2258,614.8157895,1.14,3.344,privative,phony,phony pity,0.0,0.0
pity,85,abstract,4.095236388,4,2,4,4,1.87,3.2258,614.8157895,1.14,3.344,baseline,mtpv,mtpv pity,0.0,0.0
picture,86,concrete,5.126213914,7,2,5,2,4.52,6.1176,510.1282051,1.01,5.969,subsective,true,true picture,0.0,0.0
picture,86,concrete,5.126213914,7,2,5,2,4.52,6.1176,510.1282051,1.01,5.969,privative,phony,phony picture,0.0,0.0
picture,86,concrete,5.126213914,7,2,5,2,4.52,6.1176,510.1282051,1.01,5.969,baseline,kmlsdjtw,kmlsdjtw picture,0.0,0.0
future,86,abstract,5.300544768,6,2,5,4,1.86,6.5313,487.5384615,1.3,3.667,subsective,current,current future,0.0,0.0
future,86,abstract,5.300544768,6,2,5,4,1.86,6.5313,487.5384615,1.3,3.667,privative,false,false future,0.0,0.0
future,86,abstract,5.300544768,6,2,5,4,1.86,6.5313,487.5384615,1.3,3.667,baseline,zbxlv,zbxlv future,0.0,0.0
pudding,87,concrete,4.439558948,7,2,5,2,4.9,6.5,576.6315789,0.3,6.029,subsective,bad,bad pudding,0.0,0.0
pudding,87,concrete,4.439558948,7,2,5,2,4.9,6.5,576.6315789,0.3,6.029,privative,fake,fake pudding,0.0,0.0
pudding,87,concrete,4.439558948,7,2,5,2,4.9,6.5,576.6315789,0.3,6.029,baseline,mtpv,mtpv pudding,0.0,0.0
heaven,87,abstract,4.601693425,6,2,5,2,1.81,7.4571,530.4871795,1.47,4.457,subsective,special,special heaven,0.0,0.0
heaven,87,abstract,4.601693425,6,2,5,2,1.81,7.4571,530.4871795,1.47,4.457,privative,past,past heaven,0.0,0.0
heaven,87,abstract,4.601693425,6,2,5,2,1.81,7.4571,530.4871795,1.47,4.457,baseline,htbqzylm,htbqzylm heaven,0.0,0.0
cake,88,concrete,4.805415495,4,1,3,2,4.81,7.2121,506.6486486,0.68,6.686,subsective,new,new cake,0.0,0.0
cake,88,concrete,4.805415495,4,1,3,2,4.81,7.2121,506.6486486,0.68,6.686,privative,hypothetical,hypothetical cake,0.0,0.0
cake,88,concrete,4.805415495,4,1,3,2,4.81,7.2121,506.6486486,0.68,6.686,baseline,qxsw,qxsw cake,0.0,0.0
joy,88,abstract,4.525939325,3,1,2,2,2.37,8.0606,531.8157895,1.52,4.941,subsective,good,good joy,0.0,0.0
joy,88,abstract,4.525939325,3,1,2,2,2.37,8.0606,531.8157895,1.52,4.941,privative,fictitious,fictitious joy,0.0,0.0
joy,88,abstract,4.525939325,3,1,2,2,2.37,8.0606,531.8157895,1.52,4.941,baseline,bxfjwts,bxfjwts joy,0.0,0.0
dune,89,concrete,3.005365894,4,1,3,8,4.46,5.1,623.65625,0.95,5.355,subsective,real,real dune,0.0,0.0
dune,89,concrete,3.005365894,4,1,3,8,4.46,5.1,623.65625,0.95,5.355,privative,mythical,mythical dune,0.0,0.0
dune,89,concrete,3.005365894,4,1,3,8,4.46,5.1,623.65625,0.95,5.355,baseline,xkq,xkq dune,0.0,0.0
meek,89,abstract,2.928731837,4,1,3,8,2.22,4.1333,606.9393939,1.34,3.7,subsective,bad,bad meek,0.0,0.0
meek,89,abstract,2.928731837,4,1,3,8,2.22,4.1333,606.9393939,1.34,3.7,privative,fake,fake meek,0.0,0.0
meek,89,abstract,2.928731837,4,1,3,8,2.22,4.1333,606.9393939,1.34,3.7,baseline,ypdcglkc,ypdcglkc meek,0.0,0.0
morsel,90,concrete,2.604220745,6,2,6,8,4.19,3.8667,683.3,0.79,4.807,subsective,bad,bad morsel,0.0,0.0
morsel,90,concrete,2.604220745,6,2,6,8,4.19,3.8667,683.3,0.79,4.807,privative,fake,fake morsel,0.0,0.0
morsel,90,concrete,2.604220745,6,2,6,8,4.19,3.8667,683.3,0.79,4.807,baseline,tqvgqrz,tqvgqrz morsel,0.0,0.0
miser,90,abstract,2.41173907,5,2,4,6,2.36,3.7308,704.7142857,1.38,3.708,subsective,new,new miser,0.0,0.0
miser,90,abstract,2.41173907,5,2,4,6,2.36,3.7308,704.7142857,1.38,3.708,privative,hypothetical,hypothetical miser,0.0,0.0
miser,90,abstract,2.41173907,5,2,4,6,2.36,3.7308,704.7142857,1.38,3.708,baseline,fxldmr,fxldmr miser,0.0,0.0
troll,91,concrete,3.322076094,5,1,4,6,4.28,3.0286,636.3333333,1.16,5.686,subsective,special,special troll,0.0,0.0
troll,91,concrete,3.322076094,5,1,4,6,4.28,3.0286,636.3333333,1.16,5.686,privative,past,past troll,0.0,0.0
troll,91,concrete,3.322076094,5,1,4,6,4.28,3.0286,636.3333333,1.16,5.686,baseline,mghljkqr,mghljkqr troll,0.0,0.0
setback,91,abstract,3.51396162,7,2,6,8,1.97,3.0606,620.4285714,1.13,3.25,subsective,typical,typical setback,0.0,0.0
setback,91,abstract,3.51396162,7,2,6,8,1.97,3.0606,620.4285714,1.13,3.25,privative,spurious,spurious setback,0.0,0.0
setback,91,abstract,3.51396162,7,2,6,8,1.97,3.0606,620.4285714,1.13,3.25,baseline,rjdnw,rjdnw setback,0.0,0.0
fungus,92,concrete,3.483904097,6,2,6,10,4.59,3.3824,627.1388889,0.78,5.829,subsective,unique,unique fungus,0.0,0.0
fungus,92,concrete,3.483904097,6,2,6,10,4.59,3.3824,627.1388889,0.78,5.829,privative,virtual,virtual fungus,0.0,0.0
fungus,92,concrete,3.483904097,6,2,6,10,4.59,3.3824,627.1388889,0.78,5.829,baseline,wvcnz,wvcnz fungus,0.0,0.0
remorse,92,abstract,3.289021793,7,2,6,10,2.0,3.7576,588.6111111,1.05,2.879,subsective,authentic,authentic remorse,0.0,0.0
remorse,92,abstract,3.289021793,7,2,6,10,2.0,3.7576,588.6111111,1.05,2.879,privative,counterfeit,counterfeit remorse,0.0,0.0
remorse,92,abstract,3.289021793,7,2,6,10,2.0,3.7576,588.6111111,1.05,2.879,baseline,tqvgqrz,tqvgqrz remorse,0.0,0.0
church,93,concrete,5.019441484,6,1,3,2,4.9,4.4063,502.8648649,0.41,6.467,subsective,true,true church,0.0,0.0
church,93,concrete,5.019441484,6,1,3,2,4.9,4.4063,502.8648649,0.41,6.467,privative,phony,phony church,0.0,0.0
church,93,concrete,5.019441484,6,1,3,2,4.9,4.4063,502.8648649,0.41,6.467,baseline,xkq,xkq church,0.0,0.0
risk,93,abstract,4.984833925,4,1,4,2,1.63,3.4706,517.225,0.81,3.125,subsective,typical,typical risk,0.0,0.0
risk,93,abstract,4.984833925,4,1,4,2,1.63,3.4706,517.225,0.81,3.125,privative,spurious,spurious risk,0.0,0.0
risk,93,abstract,4.984833925,4,1,4,2,1.63,3.4706,517.225,0.81,3.125,baseline,vpbyzkgrf,vpbyzkgrf risk,0.0,0.0
chasm,94,concrete,2.994588803,5,2,5,10,4.24,4.0,670.90625,1.2,4.115,subsective,special,special chasm,0.0,0.0
chasm,94,concrete,2.994588803,5,2,5,10,4.24,4.0,670.90625,1.2,4.115,privative,past,past chasm,0.0,0.0
chasm,94,concrete,2.994588803,5,2,5,10,4.24,4.0,670.90625,1.2,4.115,baseline,mtpv,mtpv chasm,0.0,0.0
ploy,94,abstract,3.088432679,4,1,3,12,2.21,3.7576,687.4375,1.15,2.516,subsective,typical,typical ploy,0.0,0.0
ploy,94,abstract,3.088432679,4,1,3,12,2.21,3.7576,687.4375,1.15,2.516,privative,spurious,spurious ploy,0.0,0.0
ploy,94,abstract,3.088432679,4,1,3,12,2.21,3.7576,687.4375,1.15,2.516,baseline,htbqzylm,htbqzylm ploy,0.0,0.0
froth,95,concrete,3.009602947,5,1,4,10,4.14,4.9412,667.8235294,1.15,5.613,subsective,important,important froth,0.0,0.0
froth,95,concrete,3.009602947,5,1,4,10,4.14,4.9412,667.8235294,1.15,5.613,privative,former,former froth,0.0,0.0
froth,95,concrete,3.009602947,5,1,4,10,4.14,4.9412,667.8235294,1.15,5.613,baseline,bxfjwts,bxfjwts froth,0.0,0.0
upkeep,95,abstract,3.017955021,6,2,5,12,2.44,5.6061,674.0555556,1.37,2.5,subsective,real,real upkeep,0.0,0.0
upkeep,95,abstract,3.017955021,6,2,5,12,2.44,5.6061,674.0555556,1.37,2.5,privative,mythical,mythical upkeep,0.0,0.0
upkeep,95,abstract,3.017955021,6,2,5,12,2.44,5.6061,674.0555556,1.37,2.5,baseline,wvcnz,wvcnz upkeep,0.0,0.0
vessel,96,concrete,3.934032794,6,2,5,6,4.66,5.0882,588.1944444,0.67,5.529,subsective,new,new vessel,0.0,0.0
vessel,96,concrete,3.934032794,6,2,5,6,4.66,5.0882,588.1944444,0.67,5.529,privative,hypothetical,hypothetical vessel,0.0,0.0
vessel,96,concrete,3.934032794,6,2,5,6,4.66,5.0882,588.1944444,0.67,5.529,baseline,wvcnz,wvcnz vessel,0.0,0.0
fate,96,abstract,4.224395371,4,1,3,8,1.53,5.3333,608.0294118,0.97,2.441,subsective,perfect,perfect fate,0.0,0.0
fate,96,abstract,4.224395371,4,1,3,8,1.53,5.3333,608.0294118,0.97,2.441,privative,mock,mock fate,0.0,0.0
fate,96,abstract,4.224395371,4,1,3,8,1.53,5.3333,608.0294118,0.97,2.441,baseline,ptrgsbkv,ptrgsbkv fate,0.0,0.0
mosque,97,concrete,3.81034671,6,1,4,13,4.54,5.2667,609.2051282,0.92,6.258,subsective,average,average mosque,0.0,0.0
mosque,97,concrete,3.81034671,6,1,4,13,4.54,5.2667,609.2051282,0.92,6.258,privative,fabricated,fabricated mosque,0.0,0.0
mosque,97,concrete,3.81034671,6,1,4,13,4.54,5.2667,609.2051282,0.92,6.258,baseline,wvcnz,wvcnz mosque,0.0,0.0
verge,97,abstract,3.645125733,5,1,3,12,2.32,4.6176,599.1891892,1.31,4.344,subsective,old,old verge,0.0,0.0
verge,97,abstract,3.645125733,5,1,3,12,2.32,4.6176,599.1891892,1.31,4.344,privative,imaginary,imaginary verge,0.0,0.0
verge,97,abstract,3.645125733,5,1,3,12,2.32,4.6176,599.1891892,1.31,4.344,baseline,rjdnw,rjdnw verge,0.0,0.0
pimp,98,concrete,3.091935073,4,1,4,14,4.18,2.8788,590.0789474,1.02,5.5,subsective,average,average pimp,0.0,0.0
pimp,98,concrete,3.091935073,4,1,4,14,4.18,2.8788,590.0789474,1.02,5.5,privative,fabricated,fabricated pimp,0.0,0.0
pimp,98,concrete,3.091935073,4,1,4,14,4.18,2.8788,590.0789474,1.02,5.5,baseline,mghljkqr,mghljkqr pimp,0.0,0.0
malice,98,abstract,2.994588803,6,2,5,12,1.72,2.4412,635.5882353,0.79,2.625,subsective,good,good malice,0.0,0.0
malice,98,abstract,2.994588803,6,2,5,12,1.72,2.4412,635.5882353,0.79,2.625,privative,fictitious,fictitious malice,0.0,0.0
malice,98,abstract,2.994588803,6,2,5,12,1.72,2.4412,635.5882353,0.79,2.625,baseline,fxldmr,fxldmr malice,0.0,0.0
rhino,99,concrete,3.896859623,5,2,4,6,4.9,5.3529,592.0789474,0.3,6.829,subsective,new,new rhino,0.0,0.0
rhino,99,concrete,3.896859623,5,2,4,6,4.9,5.3529,592.0789474,0.3,6.829,privative,hypothetical,hypothetical rhino,0.0,0.0
rhino,99,concrete,3.896859623,5,2,4,6,4.9,5.3529,592.0789474,0.3,6.829,baseline,ypdcglkc,ypdcglkc rhino,0.0,0.0
phase,99,abstract,4.142117538,5,1,3,8,2.46,5.0882,617.1944444,1.26,2.971,subsective,genuine,genuine phase,0.0,0.0
phase,99,abstract,4.142117538,5,1,3,8,2.46,5.0882,617.1944444,1.26,2.971,privative,fictional,fictional phase,0.0,0.0
phase,99,abstract,4.142117538,5,1,3,8,2.46,5.0882,617.1944444,1.26,2.971,baseline,zrtqgfplh,zrtqgfplh phase,0.0,0.0
wine,100,concrete,4.842080855,4,1,3,4,4.79,6.2286,523.0,0.5,6.618,subsective,special,special wine,0.0,0.0
