item_nr,condition,match_null,string,Zipf.SUBTLEX_UK,PoS.SUBTLEX_UK,Length,AoA.Kuperman,CNC.Brysbaert.M,CNC.Brysbaert.SD
216,Abstract,A2,revenge,4.016504955,noun,7,8,1.54,0.69
216,Concrete,A2,tobacco,3.823811739,noun,7,7.39,4.88,0.34
223,Abstract,A2,regard,4.188076979,noun,6,10.2,1.79,0.96
223,Concrete,A2,caravan,4.062532109,noun,7,9.28,4.37,0.88
224,Abstract,A2,intent,3.853192494,noun,6,9.37,1.52,0.91
224,Concrete,A2,trout,3.964313698,noun,5,8.56,4.72,0.92
230,Abstract,A1,value,5.004641466,noun,5,6.78,1.62,0.88
230,Concrete,A1,island,4.964337097,noun,6,7.41,4.96,0.19
233,Abstract,A2,loyalty,3.849550591,noun,7,8.78,1.57,0.88
233,Concrete,A2,coffin,3.823488242,noun,6,7.79,4.86,0.58
239,Abstract,A2,version,4.536782192,noun,7,8.11,1.7,0.79
239,Concrete,A2,cottage,4.498372644,noun,7,8.5,4.85,0.36
240,Abstract,A2,envy,3.63674997,noun,4,8.37,1.69,0.85
240,Concrete,A2,manual,3.699196258,noun,6,7.57,4.45,0.91
261,Abstract,A2,merit,3.577120383,noun,5,10.47,1.66,0.97
261,Concrete,A2,boar,3.570217544,noun,4,9.83,4.8,0.76
271,Abstract,A2,sane,3.351833928,noun,4,8.5,1.79,0.94
271,Concrete,A2,weep,3.398166263,noun,4,8.5,4.54,0.92
283,Abstract,A2,glory,4.371605682,noun,5,7.4,1.45,0.95
283,Concrete,A2,cricket,4.452219691,noun,7,7.72,4.77,0.68
286,Abstract,A1,belief,4.27299768,noun,6,7.3,1.19,0.68
286,Concrete,A1,crystal,4.162751545,noun,7,7.78,4.58,0.81
293,Abstract,A2,courage,4.208953326,noun,7,8.42,1.52,0.99
293,Concrete,A2,motor,4.246208683,noun,5,7.42,4.84,0.47
306,Abstract,A2,privacy,4.036576276,noun,7,7.84,1.5,0.58
306,Concrete,A2,fluid,3.902831267,noun,5,7.94,4.73,0.64
316,Abstract,A2,charade,2.785640838,noun,7,9.56,1.93,0.98
316,Concrete,A2,intercom,2.712769065,noun,8,8.79,4.67,0.62
321,Abstract,A2,newness,2.12709949,noun,7,7.2,1.79,0.86
321,Abstract,A2,fantasy,3.995678626,noun,7,8.4,1.59,0.95
321,Concrete,A2,sneaker,2.057463562,noun,7,6.25,4.69,0.93
321,Concrete,A2,lighting,3.99633121,noun,8,7.48,4.38,0.94
331,Abstract,A2,wisdom,3.922335631,noun,6,9.61,1.53,0.86
331,Concrete,A2,bomber,3.859791018,noun,6,8.84,4.45,0.93
350,Abstract,A2,loyalty,3.849550591,noun,7,8.78,1.57,0.88
350,Concrete,A2,waiter,3.659051238,noun,6,8.28,4.67,0.62
352,Abstract,A2,quaint,3.413406229,noun,6,12.58,1.81,0.92
352,Concrete,A2,kale,3.21687381,noun,4,12.12,4.81,0.4
359,Abstract,A2,morals,3.253242928,noun,6,9.75,1.31,0.6
359,Concrete,A2,kayak,3.270923571,noun,5,8.8,4.7,0.82
385,Abstract,A2,privacy,4.036576276,noun,7,7.84,1.5,0.58
385,Concrete,A2,perfume,3.935285447,noun,7,7.06,4.66,0.81
397,Abstract,A2,value,5.004641466,noun,5,6.78,1.62,0.88
397,Concrete,A2,gold,5.101969238,noun,4,7.1,4.81,0.8
399,Abstract,A2,heyday,3.563792088,noun,6,10.59,1.52,0.7
399,Concrete,A2,shaft,3.604220745,noun,5,10.17,4.71,0.53
407,Abstract,A2,sexism,2.969893575,noun,6,13.63,1.61,0.92
407,Concrete,A2,abscess,2.946155729,noun,7,13.11,4.48,0.8
419,Abstract,A2,revenge,4.016504955,noun,7,8,1.54,0.69
419,Concrete,A2,spine,3.907390127,noun,5,7.35,4.88,0.44
426,Abstract,A1,justice,4.746115482,noun,7,9.47,1.45,0.74
426,Concrete,A1,studio,4.783162183,noun,6,9.56,4.55,0.91
431,Abstract,A1,analogy,3.329204182,noun,7,11.33,1.61,0.88
431,Concrete,A1,refinery,3.175742669,noun,8,11.11,4.59,0.78
443,Abstract,A2,chance,5.455984759,noun,6,7.78,1.64,0.99
443,Concrete,A2,film,5.263902236,noun,4,6.95,4.71,0.6
456,Abstract,A1,sexism,2.969893575,noun,6,13.63,1.61,0.92
456,Concrete,A1,citadel,2.838750526,noun,7,13.13,4.61,0.66
459,Abstract,A2,motive,3.607957783,noun,6,11.06,1.5,0.9
459,Concrete,A2,kebab,3.511313475,noun,5,10.44,4.85,0.6
473,Abstract,A2,mercy,4.02370735,noun,5,8.74,1.57,0.73
473,Concrete,A2,sketch,3.85379652,noun,6,9,4.56,0.7
480,Abstract,A1,bias,3.204938249,noun,4,10.71,1.68,0.9
480,Concrete,A1,alpaca,3.075946968,noun,6,10.81,4.81,0.57
498,Abstract,A2,idiocy,2.466587738,noun,6,11,1.75,0.84
498,Concrete,A2,skylark,2.620015012,noun,7,10.18,4.52,0.96
515,Abstract,A2,regard,4.188076979,noun,6,10.2,1.79,0.96
515,Concrete,A2,script,4.071947576,noun,6,9.79,4.72,0.59
523,Abstract,A2,purpose,4.511180642,noun,7,8.37,1.52,0.98
523,Concrete,A2,video,4.556133631,noun,5,8.06,4.67,0.62
533,Abstract,A2,ethic,3.303190749,noun,5,10.21,1.59,0.93
533,Concrete,A2,cello,3.456911539,noun,5,9.89,4.96,0.19
539,Abstract,A2,mercy,4.02370735,noun,5,8.74,1.57,0.73
539,Concrete,A2,flesh,4.150580586,noun,5,8.3,4.59,0.95
542,Abstract,A2,destiny,3.98621554,noun,7,10.21,1.67,0.92
542,Concrete,A2,fillet,3.803623751,noun,6,10.95,4.75,0.53
544,Abstract,A2,lunacy,2.822840525,noun,6,10.58,1.76,0.87
544,Concrete,A2,dune,3.005365894,noun,4,9.65,4.46,0.95
557,Abstract,A1,wry,2.860088582,noun,3,13.4,1.59,0.84
557,Concrete,A1,okra,2.813007022,noun,4,12.61,4.78,0.6
558,Abstract,A2,whim,3.155128214,noun,4,10.74,1.69,0.79
558,Concrete,A2,sauna,3.184286443,noun,5,10.28,4.68,0.86
562,Abstract,A2,profane,2.318985017,noun,7,12.84,1.75,0.97
562,Concrete,A2,pleat,2.358493558,noun,5,12,4.62,0.75
565,Abstract,A2,merit,3.577120383,noun,5,10.47,1.66,0.97
565,Concrete,A2,tomb,3.693558807,noun,4,11.05,4.73,0.78
569,Abstract,A1,stigma,3.316912008,noun,6,15.56,1.76,0.97
569,Concrete,A1,webcam,3.175742669,noun,6,15.57,4.89,0.31
584,Abstract,A2,courage,4.208953326,noun,7,8.42,1.52,0.99
584,Concrete,A2,lawyer,4.233932305,noun,6,7.78,4.7,0.87
586,Abstract,A1,fate,4.224395371,noun,4,10.3,1.53,0.97
586,Concrete,A1,script,4.071947576,noun,6,9.79,4.72,0.59
654,Abstract,A1,null,2.582226451,noun,4,11.53,1.79,0.98
654,Concrete,A1,grout,2.609549579,noun,5,12.36,4.68,0.55
668,Abstract,A2,luck,5.247843986,noun,4,6.53,1.33,0.71
668,Concrete,A2,film,5.263902236,noun,4,6.95,4.71,0.6
670,Abstract,A2,quaint,3.413406229,noun,6,12.58,1.81,0.92
670,Concrete,A2,cubicle,3.228490105,noun,7,13.11,4.83,0.76
672,Abstract,A2,thrifty,2.704335898,noun,7,10.7,1.92,0.89
672,Concrete,A2,kiosk,2.7000571,noun,5,11,4.58,0.93
686,Abstract,A2,tyranny,3.165557742,noun,7,12.12,1.68,0.98
686,Concrete,A2,minibus,3.074133627,noun,7,12.24,4.55,0.91
703,Abstract,A2,legacy,4.316184111,noun,6,9.63,1.4,0.86
703,Concrete,A2,stroke,4.189193777,noun,6,9.24,4.1,0.94
724,Abstract,A1,mindset,3.432132228,noun,7,11.78,1.55,0.87
724,Concrete,A1,skyline,3.306395889,noun,7,11,4.43,0.92
739,Abstract,A2,wisdom,3.922335631,noun,6,9.61,1.53,0.86
739,Concrete,A2,rubble,3.769454077,noun,6,9.59,4.56,0.89
749,Abstract,A2,intent,3.853192494,noun,6,9.37,1.52,0.91
749,Concrete,A2,salon,3.792993036,noun,5,9.5,4.73,0.74
757,Abstract,A2,version,4.536782192,noun,7,8.11,1.7,0.79
757,Concrete,A2,cricket,4.452219691,noun,7,7.72,4.77,0.68
762,Abstract,A2,realism,3.289021793,noun,7,13.47,1.33,0.66
762,Concrete,A2,tarmac,3.47820835,noun,6,13.35,4.8,0.82
778,Abstract,A2,fate,4.224395371,noun,4,10.3,1.53,0.97
778,Concrete,A2,script,4.071947576,noun,6,9.79,4.72,0.59
784,Abstract,A2,fraud,4.251192943,noun,5,10.11,1.68,0.86
784,Concrete,A2,resort,4.112708899,noun,6,9.28,4.3,0.95
787,Abstract,A2,legacy,4.316184111,noun,6,9.63,1.4,0.86
787,Concrete,A2,cafe,4.251072054,noun,4,8.75,4.96,0.19
788,Abstract,A2,mindset,3.432132228,noun,7,11.78,1.55,0.87
788,Concrete,A2,platoon,3.532692463,noun,7,12.33,4.48,0.99
801,Abstract,A1,elitism,2.339188403,noun,7,13.87,1.75,0.94
801,Abstract,A2,malice,2.994588803,noun,6,12.33,1.72,0.79
801,Concrete,A1,enema,2.481065561,noun,5,13.56,4.44,0.8
801,Concrete,A2,oxtail,2.910579574,noun,6,12.29,4.5,0.88
807,Abstract,A2,asinine,1.926184648,noun,7,12.71,1.67,0.92
807,Concrete,A2,calzone,1.951008231,noun,7,12.72,4.78,0.85
813,Abstract,A2,asinine,1.926184648,noun,7,12.71,1.67,0.92
813,Concrete,A2,cuticle,1.974489327,noun,7,11.82,4.94,0.25
847,Abstract,A2,null,2.582226451,noun,4,11.53,1.79,0.98
847,Concrete,A2,joust,2.443923753,noun,5,10.63,4.03,0.93
859,Abstract,A2,basis,4.625307905,noun,5,11.05,1.83,0.97
859,Concrete,A2,pub,4.706671391,noun,3,12.05,4.71,0.6
941,Abstract,A2,innate,2.907923331,noun,6,13.58,1.73,0.87
941,Concrete,A2,onyx,2.883256447,noun,4,13.29,4.64,0.99
996,Abstract,A2,wry,2.860088582,noun,3,13.4,1.59,0.84
996,Concrete,A2,okra,2.813007022,noun,4,12.61,4.78,0.6
1009,Abstract,A2,luck,5.247843986,noun,4,6.53,1.33,0.71
1009,Concrete,A2,bank,5.280146112,noun,4,6.44,4.78,0.61
1018,Abstract,A1,ethos,3.467323207,noun,5,15.71,1.58,0.72
1018,Concrete,A1,duvet,3.393836272,noun,5,15,4.85,0.46
1132,Abstract,A2,realism,3.289021793,noun,7,13.47,1.33,0.66
1132,Concrete,A2,cumin,3.483196201,noun,5,12.85,4.93,0.27
