word,item_nr,condition,Zipf,PoS,Length,AoA,CNC_M,CNC_SD
persona,1489,abstract,3.21556372,noun,7,11.33,2.33,1.3
irony,1494,abstract,3.732763606,noun,5,11.4,1.59,1.08
tad,1508,abstract,3.424900516,noun,3,9.32,2.09,1.44
motive,1513,abstract,3.607957783,noun,6,11.06,1.5,0.9
pseudo,1515,abstract,2.744953749,noun,6,13.75,1.9,1.14
romance,1526,abstract,4.088959843,noun,7,9.28,2.19,1.3
glee,1528,abstract,3.521810529,noun,4,9.28,2.27,1.28
merger,1532,abstract,3.390340925,noun,6,13.1,2.34,1.37
crisis,1535,abstract,4.859612382,noun,6,9.0,2.33,1.45
inkling,1536,abstract,3.375163623,noun,7,12.89,2.25,1.46
care,1541,abstract,5.340331854,noun,4,5.65,2.33,1.14
version,1546,abstract,4.536782192,noun,7,8.11,1.7,0.79
chaste,1551,abstract,2.5019157,noun,6,13.11,2.14,1.3
reason,1552,abstract,5.18989032,noun,6,7.84,1.93,1.36
psych,1557,abstract,2.969893575,noun,5,10.11,2.04,1.22
egotist,1561,abstract,1.598825713,noun,7,13.38,2.15,1.46
equity,1571,abstract,3.612715774,noun,6,15.53,2.22,1.31
default,1572,abstract,3.820891556,noun,7,10.85,2.0,1.22
wording,1573,abstract,3.224652426,noun,7,10.22,2.45,1.3
hype,1578,abstract,3.392092115,noun,4,11.0,1.75,1.17
gusto,1579,abstract,2.992400916,noun,5,11.53,2.25,1.27
concern,1589,abstract,4.70014309,noun,7,7.42,1.7,1.02
farce,1592,abstract,3.30426176,noun,5,12.12,2.32,1.19
accord,1596,abstract,3.248403942,noun,6,9.65,1.57,1.04
aspect,1597,abstract,4.235940026,noun,6,10.35,1.82,1.1
taint,1600,abstract,2.515279662,noun,5,9.84,2.19,1.39
reign,1602,abstract,3.963845456,noun,5,9.42,2.37,1.33
purpose,1606,abstract,4.511180642,noun,7,8.37,1.52,0.98
effect,1607,abstract,4.83821905,noun,6,9.26,1.8,1.19
vogue,1612,abstract,3.453890348,noun,5,11.6,2.15,1.13
elitist,1614,abstract,3.013799061,noun,7,13.86,2.42,1.45
neglect,1621,abstract,3.647558762,noun,7,9.84,2.26,0.98
naivety,1653,abstract,2.819587367,noun,7,12.44,1.74,1.01
lieu,1656,abstract,2.712769065,noun,4,11.65,1.73,1.0
effort,1657,abstract,4.764848578,noun,6,8.16,2.33,1.33
outrage,1664,abstract,3.58391522,noun,7,9.9,2.45,1.38
realist,1666,abstract,2.907923331,noun,7,13.48,2.34,1.29
feat,1669,abstract,3.64561343,noun,4,11.26,2.44,1.34
simile,1671,abstract,2.158133724,noun,6,11.68,2.04,1.31
mooch,1672,abstract,2.451610582,noun,5,11.72,2.28,1.24
focus,1682,abstract,4.780562143,noun,5,8.32,2.35,1.25
retro,1683,abstract,3.6576312,noun,5,11.9,2.21,1.22
fraud,1686,abstract,4.251192943,noun,5,10.11,1.68,0.86
hater,1690,abstract,2.521810529,noun,5,10.71,2.21,1.15
lack,1691,abstract,4.616797617,noun,4,8.28,2.04,1.32
satire,1693,abstract,3.395573452,noun,6,13.07,1.96,1.0
mayhem,1694,abstract,3.54515514,noun,6,10.37,2.24,1.33
seducer,1701,abstract,2.075946968,noun,7,12.72,2.36,1.25
pun,1708,abstract,3.406698845,noun,3,11.21,2.3,1.27
vice,1723,abstract,3.966647366,noun,4,12.5,2.46,1.55
recap,1726,abstract,3.68250746,noun,5,9.83,2.48,1.38
origin,1728,abstract,3.81827925,noun,6,10.25,2.03,1.25
apathy,1730,abstract,2.868921995,noun,6,14.21,2.04,1.25
probate,1733,abstract,3.03219546,noun,7,11.72,2.42,1.32
taboo,1736,abstract,3.13506842,noun,5,12.26,1.67,1.07
airhead,1741,abstract,2.275519323,noun,7,10.17,2.48,1.4
subsidy,1742,abstract,3.590051789,noun,7,12.44,2.16,1.46
mono,1744,abstract,2.630234177,noun,4,11.22,2.04,1.12
deceit,1752,abstract,3.013799061,noun,6,10.95,2.37,1.13
genre,1753,abstract,3.521161844,noun,5,12.75,2.37,1.19
value,1758,abstract,5.004641466,noun,5,6.78,1.62,0.88
reissue,1765,abstract,1.926184648,noun,7,12.16,2.15,1.17
doozy,1768,abstract,1.809679079,noun,5,9.27,2.36,1.22
woe,1774,abstract,3.174302222,noun,3,10.75,1.96,1.37
service,1784,abstract,5.195079085,noun,7,8.0,2.21,1.26
debut,1789,abstract,4.095236388,noun,5,10.58,1.83,1.27
premium,1791,abstract,3.935535545,noun,7,9.95,2.11,1.1
motley,1793,abstract,2.778521097,noun,6,12.19,2.21,1.32
renown,1799,abstract,2.420011596,noun,6,11.0,1.68,0.85
deity,1805,abstract,2.835614813,noun,5,13.0,2.33,1.57
whence,1806,abstract,2.844954839,noun,6,14.12,1.88,1.24
indie,1809,abstract,3.208953326,noun,5,14.88,2.36,1.25
dignity,1814,abstract,3.905786576,noun,7,9.58,2.03,1.3
wedlock,1834,abstract,2.66886358,noun,7,10.89,2.29,1.3
mania,1848,abstract,3.182874102,noun,5,12.95,2.42,1.41
lust,1850,abstract,3.375163623,noun,4,12.22,2.15,1.29
heresy,1859,abstract,2.806325436,noun,6,12.86,2.04,1.37
rivalry,1861,abstract,3.697901788,noun,7,10.86,2.14,1.13
debacle,1865,abstract,2.953414301,noun,7,12.42,2.29,1.12
pride,1868,abstract,4.479139007,noun,5,8.95,1.66,1.01
variety,1869,abstract,4.443535817,noun,7,7.89,2.13,1.43
motif,1871,abstract,3.144442046,noun,5,13.55,2.45,1.21
lament,1876,abstract,2.822840525,noun,6,11.81,1.75,1.07
wannabe,1877,abstract,3.335222215,noun,7,11.29,1.85,1.08
control,1886,abstract,5.139577387,noun,7,7.26,1.93,1.13
doubt,1890,abstract,4.892022475,noun,5,8.79,1.79,1.18
ruse,1896,abstract,2.778521097,noun,4,12.17,1.57,0.77
variant,1897,abstract,2.744953749,noun,7,11.68,2.1,1.24
fate,1904,abstract,4.224395371,noun,4,10.3,1.53,0.97
nuance,1910,abstract,2.515279662,noun,6,11.05,1.85,1.03
desire,1915,abstract,4.244616289,noun,6,9.95,1.7,1.26
jest,1916,abstract,2.744953749,noun,4,11.21,2.15,1.22
amnesty,1920,abstract,3.466587738,noun,7,12.95,2.18,1.12
novelty,1930,abstract,3.874424966,noun,7,11.71,2.21,1.32
tyranny,1939,abstract,3.165557742,noun,7,12.12,1.68,0.98
dissent,1942,abstract,3.21687381,noun,7,11.44,2.17,1.13
midst,1948,abstract,3.58838676,noun,5,10.89,2.33,1.24
curate,1954,abstract,2.630234177,noun,6,15.67,2.42,1.36
qualm,1957,abstract,1.809679079,noun,5,12.67,2.0,1.19
vantage,1969,abstract,3.284567452,noun,7,12.1,1.93,1.05
exile,1972,abstract,3.505295441,noun,5,11.0,2.15,1.35
method,1975,abstract,4.12387052,noun,6,11.15,2.41,1.43
brunt,1982,abstract,3.453890348,noun,5,12.52,2.21,1.2
conceit,1989,abstract,2.553068223,noun,7,12.3,2.1,1.16
nil,2007,abstract,3.77780266,noun,3,12.29,2.43,1.37
morale,2010,abstract,3.724713431,noun,6,10.62,1.85,1.1
verge,2025,abstract,3.645125733,noun,5,11.41,2.32,1.31
scandal,2043,abstract,4.221428251,noun,7,10.83,2.13,1.36
finesse,2045,abstract,3.212931624,noun,7,12.39,1.86,1.08
vanity,2051,abstract,3.461404281,noun,6,11.39,2.15,1.38
breach,2059,abstract,3.87843563,noun,6,11.72,2.48,1.36
tactics,2061,abstract,4.149817997,noun,7,9.4,2.48,1.21
outcome,2071,abstract,4.279953838,noun,7,9.53,2.27,1.4
lore,2074,abstract,2.376976964,noun,4,12.56,2.35,1.23
leisure,2077,abstract,3.906054246,noun,7,9.84,2.03,1.32
tactic,2084,abstract,3.821216992,noun,6,11.0,2.1,1.37
mindset,2093,abstract,3.432132228,noun,7,11.78,1.55,0.87
wit,2108,abstract,3.674828627,noun,3,11.05,1.93,1.12
lowdown,2117,abstract,2.614813819,noun,7,12.28,2.38,1.2
epitome,2125,abstract,3.090187407,noun,7,13.88,1.8,1.22
spite,2132,abstract,3.732364622,noun,5,11.7,2.07,1.21
outlook,2143,abstract,3.814000452,noun,7,10.65,1.97,1.38
evasion,2150,abstract,3.276660702,noun,7,12.0,2.46,1.17
killjoy,2166,abstract,2.540833766,noun,7,12.94,2.42,1.39
cahoots,2170,abstract,2.508649083,noun,7,12.19,1.96,1.14
deficit,2178,abstract,4.627295293,noun,7,12.89,2.21,1.29
power,2179,abstract,5.289376175,noun,5,7.48,2.04,1.34
misdeed,2185,abstract,1.394705731,noun,7,10.56,2.3,1.14
ethos,2188,abstract,3.467323207,noun,5,15.71,1.58,0.72
pretext,2200,abstract,2.635254979,noun,7,13.06,2.26,1.29
duality,2201,abstract,2.297795718,noun,7,12.87,1.93,1.12
appeal,2207,abstract,4.591324002,noun,6,10.21,1.73,1.26
ploy,2214,abstract,3.088432679,noun,4,12.5,2.21,1.15
disdain,2216,abstract,2.729159482,noun,7,13.44,1.83,0.89
quaint,2220,abstract,3.413406229,noun,6,12.58,1.81,0.92
subset,2225,abstract,1.996765722,noun,6,11.67,2.41,1.45
libel,2276,abstract,3.296708622,noun,5,14.12,2.21,1.37
repute,2278,abstract,2.564967446,noun,6,12.38,1.76,1.05
tragedy,2287,abstract,4.258860687,noun,7,10.21,2.07,1.36
sexism,2290,abstract,2.969893575,noun,6,13.63,1.61,0.92
fetish,2311,abstract,2.841863762,noun,6,13.44,2.48,1.15
issue,2317,abstract,5.182392858,noun,5,8.6,2.37,1.52
rebuff,2354,abstract,1.951008231,noun,6,13.0,2.15,1.17
upsurge,2361,abstract,2.763921588,noun,7,13.87,2.17,1.4
prowess,2369,abstract,3.243510432,noun,7,13.0,2.03,1.24
era,2374,abstract,4.399542791,noun,3,11.14,2.24,1.43
rebuke,2380,abstract,2.508649083,noun,6,13.0,2.07,1.26
rapport,2393,abstract,3.038158407,noun,7,13.18,1.84,1.07
latent,2400,abstract,2.587830329,noun,6,15.17,1.81,1.0
solace,2405,abstract,3.083125553,noun,6,12.73,2.04,1.26
bravado,2422,abstract,2.923622431,noun,7,12.88,1.93,1.12
whilst,2428,abstract,4.629071136,noun,6,11.31,1.85,1.35
schmuck,2437,abstract,2.515279662,noun,7,12.64,2.4,1.1
fallacy,2445,abstract,2.630234177,noun,7,13.83,1.8,1.15
scathe,2462,abstract,1.172856981,noun,6,13.57,2.0,1.12
turmoil,2478,abstract,3.677101235,noun,7,12.84,2.11,1.01
tenure,2483,abstract,3.007489587,noun,6,15.79,2.42,1.21
paradox,2490,abstract,3.24227839,noun,7,13.78,1.54,1.07
passion,2505,abstract,4.557568724,noun,7,10.79,2.3,1.32
idiom,2510,abstract,2.481065561,noun,5,14.06,2.42,1.55
alchemy,2512,abstract,2.91321967,noun,7,13.35,2.1,1.32
quantum,2513,abstract,3.505968244,noun,7,14.26,1.9,1.26
scourge,2521,abstract,2.990201952,noun,7,14.06,2.31,1.28
hiatus,2529,abstract,2.664218675,noun,6,14.59,2.07,1.13
rehash,2534,abstract,1.974489327,noun,6,12.24,2.17,1.13
anarchy,2548,abstract,3.155128214,noun,7,13.94,2.12,1.31
jilt,2568,abstract,1.598825713,noun,4,12.28,2.0,1.15
decorum,2572,abstract,2.767617734,noun,7,15.12,2.36,1.5
way,2582,abstract,6.118428957,noun,3,5.39,2.34,1.37
macabre,2598,abstract,2.981293035,noun,7,14.5,2.25,1.39
moment,2625,abstract,5.574383885,noun,6,7.95,1.61,1.1
empathy,2631,abstract,3.195422809,noun,7,14.32,1.63,1.01
