"item_nr","condition","match_null","string","Zipf.SUBTLEX_UK","PoS.SUBTLEX_UK","Length","AoA.Kuperman","CNC.Brysbaert"
49,"Concrete","A2","nephew",3.807670003,"noun",6,6.37,4.48
50,"Abstract","A2","principles",4.055001891,"noun",10,9.95,1.38
50,"Concrete","A2","porcelain",4.103636266,"noun",9,9.12,4.63
51,"Abstract","A2","openness",3.328193018,"noun",8,8.68,1.9
51,"Concrete","A2","quartz",3.159628715,"noun",6,9.28,4.72
52,"Abstract","A2","disappoint",3.650942264,"verb",10,7,1.89
52,"Concrete","A2","knitting",3.590051789,"verb",8,7.24,4.14
53,"Abstract","A2","boredom",3.261583545,"noun",7,7.68,1.96
53,"Concrete","A2","crease",3.125488006,"noun",6,7.79,4.45
54,"Abstract","A1","predisposition",2.075946968,"noun",14,12.79,1.88
54,"Concrete","A1","microbiologist",2.214249666,"noun",14,12.68,4.28
55,"Abstract","A1","innocent",4.300285759,"adjective",8,5.95,1.54
55,"Concrete","A1","garlic",4.450542582,"adjective",6,6.89,4.89
56,"Abstract","A2","usefulness",2.521810529,"noun",10,10.3,1.86
56,"Concrete","A2","demonstrator",2.451610582,"noun",12,9.3,4
57,"Abstract","A1","commiserate",2.214249666,"verb",11,13,1.9
57,"Concrete","A1","masturbate",2.385931806,"verb",10,12.21,4.18
58,"Abstract","A1","scandalous",3.212931624,"adjective",10,11.89,1.89
58,"Concrete","A1","accessory",3.324124656,"adjective",9,11.15,4.1
59,"Abstract","A2","subconscious",2.96524867,"noun",12,11.71,1.57
59,"Concrete","A2","underbelly",2.778521097,"noun",10,11,4.04
60,"Abstract","A1","inconclusive",3.005365894,"adjective",12,12.32,1.5
60,"Concrete","A1","prosthetic",3.007489587,"adjective",10,11.44,4.4
61,"Abstract","A2","humbug",2.816309657,"noun",6,8.29,1.57
61,"Concrete","A2","planter",2.835614813,"noun",7,7.68,4.61
62,"Abstract","A2","holiness",2.974489327,"noun",8,7.88,1.56
62,"Concrete","A2","nostril",2.841863762,"noun",7,7.37,4.89
63,"Abstract","A1","overbearing",2.725119504,"verb",11,11,1.96
63,"Concrete","A1","breastfeeding",2.874712673,"verb",13,10.28,4.22
64,"Abstract","A1","incapacity",3.297795718,"noun",10,13.05,1.7
64,"Concrete","A1","gramophone",3.110709074,"noun",10,12.25,4.78
65,"Abstract","A2","sin",3.95676056,"noun",3,6.74,1.85
65,"Concrete","A2","scrap",4.138842183,"noun",5,7.68,4.15
66,"Abstract","A1","righteous",3.19404628,"adjective",9,10.21,1.43
66,"Concrete","A1","pedestal",3.162603347,"adjective",8,10.8,4.48
67,"Abstract","A1","omnipotent",2.329204182,"adjective",10,11.35,1.92
67,"Concrete","A1","jalapeno",2.466587738,"adjective",8,11.33,4.85
68,"Abstract","A1","perplexing",2.528244639,"adjective",10,12.42,1.89
68,"Concrete","A1","foursome",2.508649083,"adjective",8,12.24,4
69,"Abstract","A2","mindset",3.432132228,"noun",7,11.78,1.55
69,"Concrete","A2","carcass",3.451610582,"noun",7,12.25,4.46
70,"Abstract","A2","randomness",2.420011596,"noun",10,9.67,1.63
70,"Concrete","A2","blowfish",2.252038227,"noun",8,9.19,4.69
71,"Abstract","A1","ancestral",3.103975692,"adjective",9,11.21,1.96
71,"Concrete","A1","lavatory",3.266278666,"adjective",8,10.58,4.81
72,"Abstract","A2","vantage",3.284567452,"noun",7,12.1,1.93
72,"Concrete","A2","airway",3.147522162,"noun",6,11.16,4.34
73,"Abstract","A1","egotism",1.809679079,"noun",7,13.68,1.9
73,"Concrete","A1","hymen",1.871826985,"noun",5,13.81,4.66
74,"Abstract","A2","suave",2.910579574,"noun",5,11.05,1.48
74,"Concrete","A2","pastel",3.079551092,"noun",6,10.05,4
75,"Abstract","A2","obtrusive",1.926184648,"adjective",9,14.8,1.72
75,"Concrete","A2","colonoscopy",2.017955021,"adjective",11,15.76,4.16
76,"Abstract","A1","incalculable",2.275519323,"adjective",12,14.5,1.96
76,"Concrete","A1","paraplegic",2.142893758,"adjective",10,13.53,4
77,"Abstract","A1","subtlety",2.91321967,"noun",8,12.53,1.54
77,"Concrete","A1","decathlon",2.782095557,"noun",9,12.87,4.08
78,"Abstract","A1","hardhearted",1.297795718,"adjective",11,10.17,1.67
78,"Concrete","A1","featherbed",1.473886977,"adjective",10,9.35,4.69
79,"Abstract","A2","heyday",3.563792088,"noun",6,10.59,1.52
79,"Concrete","A2","relic",3.395573452,"noun",5,10.63,4.07
80,"Abstract","A1","futile",3.042088701,"adjective",6,13.11,1.52
80,"Concrete","A1","thyroid",2.848024071,"adjective",7,13.83,4.61
81,"Abstract","A1","ingratitude",2.110709074,"noun",11,12.21,1.56
81,"Concrete","A1","sculptress",1.951008231,"noun",10,12.79,4.23
82,"Abstract","A2","legacy",4.316184111,"noun",6,9.63,1.4
82,"Concrete","A2","port",4.491059491,"noun",4,9.32,4.41
83,"Abstract","A1","trendiness",1.172856981,"noun",10,12.11,1.92
83,"Concrete","A1","carjacker",1.297795718,"noun",9,11.83,4.52
84,"Abstract","A2","normality",3.249618753,"noun",9,11.75,1.94
84,"Concrete","A2","steward",3.410065486,"noun",7,12.17,4.07
85,"Abstract","A2","zing",3.948103241,"name",4,9.82,1.23
85,"Concrete","A2","villa",4.047145478,"name",5,10.5,4.79
86,"Abstract","A1","phrasing",2.673459331,"noun",8,11.62,1.93
86,"Concrete","A1","gangrene",2.654777119,"noun",8,11.94,4.16
87,"Abstract","A1","systemic",3.171406915,"adjective",8,14.26,1.8
87,"Concrete","A1","android",3.222075004,"adjective",7,13.89,4.22
88,"Abstract","A1","neediness",1.540833766,"noun",9,10.11,1.44
88,"Concrete","A1","snowbird",1.394705731,"noun",8,10.12,4.67
89,"Abstract","A2","whimsy",2.367833584,"noun",6,10.26,1.85
89,"Concrete","A2","tonsil",2.252038227,"noun",6,9.5,4.72
90,"Abstract","A2","manner",4.173291058,"noun",6,6.83,1.62
90,"Concrete","A2","mint",4.153920162,"noun",4,5.94,4.54
91,"Abstract","A1","maniacal",2.057463562,"adjective",8,13.29,1.96
91,"Concrete","A1","capillary",2.214249666,"adjective",9,13.17,4.29
92,"Abstract","A1","interdependent",2.286800333,"adjective",14,12.84,1.96
92,"Concrete","A1","hieroglyphic",2.239803771,"adjective",12,12,4.07
93,"Abstract","A1","reformer",2.841863762,"noun",8,14.26,1.92
93,"Concrete","A1","geisha",2.883256447,"noun",6,14.24,4.42
94,"Abstract","A2","greed",3.629223014,"noun",5,7.63,1.53
94,"Concrete","A2","bedding",3.546381961,"noun",7,6.67,4.61
95,"Abstract","A1","holy",4.373798631,"name",4,5.55,1.67
95,"Concrete","A1","knight",4.190446751,"name",6,6.26,4.79
96,"Abstract","A2","wise",4.531172621,"adjective",4,6.79,1.97
96,"Concrete","A2","female",4.67070772,"adjective",6,5.89,4.57
97,"Abstract","A2","setback",3.51396162,"noun",7,10.4,1.97
97,"Concrete","A2","crest",3.485316438,"noun",5,10.35,4.52
98,"Abstract","A2","synthesis",2.403305902,"noun",9,11.79,1.54
98,"Concrete","A2","tapeworm",2.576549318,"noun",8,11.11,4.93
99,"Abstract","A1","indoctrination",2.075946968,"noun",14,15.67,1.88
99,"Concrete","A1","semiconductor",1.996765722,"noun",13,14.79,4.28
100,"Abstract","A1","envious",3.13030463,"adjective",7,9.26,1.76
100,"Concrete","A1","topless",3.180035566,"adjective",7,10.11,4.11
101,"Abstract","A1","peculiarity",2.18709742,"noun",11,12.44,1.96
101,"Concrete","A1","dermatologist",2.275519323,"noun",13,12.62,4.21
102,"Abstract","A1","sociology",2.737128411,"noun",9,12.83,1.79
102,"Concrete","A1","upholstery",2.902561602,"noun",10,12.65,4.65
103,"Abstract","A1","desertion",2.451610582,"noun",9,12.33,1.93
103,"Concrete","A1","bulkhead",2.329204182,"noun",8,13.07,4.17
104,"Abstract","A2","odd",4.698635795,"adjective",3,6,1.7
104,"Concrete","A2","fat",4.768830591,"adjective",3,5.15,4.52
105,"Abstract","A1","blameless",2.576549318,"adjective",9,9.67,1.67
105,"Concrete","A1","vertebrate",2.403305902,"adjective",10,10.55,4.38
106,"Abstract","A2","forgiveness",3.5276055,"noun",11,6.68,1.44
106,"Concrete","A2","fairground",3.357548412,"noun",10,7.22,4.7
107,"Abstract","A2","lament",2.822840525,"noun",6,11.81,1.75
107,"Concrete","A2","trachea",2.686961802,"noun",7,12.05,4.48
108,"Abstract","A2","courtesy",3.696169804,"noun",8,7.72,1.77
108,"Concrete","A2","runway",3.795416367,"noun",6,8.35,4.6
109,"Abstract","A2","infinity",3.222075004,"noun",8,8.83,1.36
109,"Concrete","A2","flipper",3.184286443,"noun",7,8.58,4.26
110,"Abstract","A1","misappropriation",1.737128411,"noun",16,14.12,1.59
110,"Concrete","A1","electrocardiogram",1.871826985,"noun",17,13.29,4.16
111,"Abstract","A2","letdown",2.508649083,"noun",7,10.28,1.83
111,"Concrete","A2","blowhole",2.339188403,"noun",8,9.32,4.34
112,"Abstract","A2","unlovable",1.899855709,"adjective",9,8.68,1.7
112,"Concrete","A2","backrest",1.737128411,"adjective",8,8.35,4.52
113,"Abstract","A2","damnation",2.733162224,"noun",9,8.94,1.56
113,"Concrete","A2","speedway",2.712769065,"noun",8,9,4.57
114,"Abstract","A2","succession",3.639724601,"noun",10,10.76,1.73
114,"Concrete","A2","fracture",3.6576312,"noun",8,9.8,4.03
115,"Abstract","A2","incarnation",2.953414301,"noun",11,11.95,1.68
115,"Concrete","A2","cornerstone",2.996765722,"noun",11,11.74,4.04
116,"Abstract","A2","capability",3.740275487,"noun",10,9.4,1.93
116,"Concrete","A2","watchdog",3.649978236,"noun",8,9.39,4.29
117,"Abstract","A1","reliable",3.861276803,"adjective",8,9.32,1.86
117,"Concrete","A1","maiden",3.907923331,"adjective",6,9.58,4.24
118,"Abstract","A1","endanger",2.960553549,"verb",8,9.37,1.96
118,"Concrete","A1","clipping",2.969893575,"verb",8,8.89,4
119,"Abstract","A1","anarchism",1.394705731,"noun",9,12.46,1.92
119,"Concrete","A1","pictogram",1.394705731,"noun",9,11.75,4.46
120,"Abstract","A1","karma",3.294526233,"noun",5,13.67,1.93
120,"Concrete","A1","cubicle",3.228490105,"noun",7,13.11,4.83
121,"Abstract","A2","kindness",3.557867106,"noun",8,6.26,1.74
121,"Concrete","A2","farmyard",3.392092115,"noun",8,6,4.47
122,"Abstract","A1","indulgent",3.10566885,"adjective",9,11.84,1.55
122,"Concrete","A1","watershed",3.210283479,"adjective",9,11.71,4.08
123,"Abstract","A1","infatuated",2.508649083,"verb",10,12.52,1.7
123,"Concrete","A1","buttress",2.528244639,"verb",8,12.8,4.25
124,"Abstract","A2","jealousy",3.403305902,"noun",8,7.61,1.8
124,"Concrete","A2","weasel",3.325145325,"noun",6,7.25,4.74
125,"Abstract","A1","commitment",4.441434953,"noun",10,9.33,1.74
125,"Concrete","A1","computer",4.641155069,"noun",8,9.7,4.93
126,"Abstract","A1","gutsy",3.100569443,"adjective",5,8.67,1.69
126,"Concrete","A1","foal",3.153617623,"adjective",4,8.44,4.32
127,"Abstract","A2","dependency",3.272077076,"noun",10,11,1.93
127,"Concrete","A2","labyrinth",3.074133627,"noun",9,10.53,4.22
128,"Abstract","A2","funk",3.184286443,"noun",4,9.95,1.92
128,"Concrete","A2","thug",3.049844165,"noun",4,10.56,4.3
129,"Abstract","A2","diligence",2.996765722,"noun",9,11.95,1.97
129,"Concrete","A2","bayonet",3.1189816,"noun",7,11,4.77
130,"Abstract","A1","know",6.425034997,"verb",4,4.5,1.68
130,"Concrete","A1","can",6.558189128,"verb",3,4.32,4.55
131,"Abstract","A2","inflection",2.172856981,"noun",10,10.33,1.79
131,"Concrete","A2","compactor",2.057463562,"noun",9,11,4.57
132,"Abstract","A2","sincerity",2.902561602,"noun",9,8.67,1.97
132,"Concrete","A2","headdress",2.721041591,"noun",9,9.06,4.71
133,"Abstract","A1","unbridled",2.635254979,"adjective",9,10.93,1.35
133,"Concrete","A1","serrated",2.716925025,"adjective",8,11.29,4.04
134,"Abstract","A2","greatness",3.344095737,"noun",9,8.33,1.69
134,"Concrete","A2","motorist",3.30426176,"noun",8,7.74,4.72
135,"Abstract","A2","honesty",3.832456293,"noun",7,5,1.59
135,"Concrete","A2","goose",4.027770003,"noun",5,5.15,4.81
136,"Abstract","A2","goddamn",3.541453744,"noun",7,7.69,1.43
136,"Concrete","A2","artwork",3.596648794,"noun",7,7.32,4.42
137,"Abstract","A1","suspense",3.21687381,"noun",8,9.53,1.85
137,"Concrete","A1","bodyguard",3.225935424,"noun",9,10,4.75
138,"Abstract","A1","lowbrow",2.18709742,"noun",7,13.08,1.96
138,"Concrete","A1","henna",2.358493558,"noun",5,13.19,4.15
139,"Abstract","A1","pettiness",1.871826985,"noun",9,12.72,1.74
139,"Concrete","A1","silverfish",1.809679079,"noun",10,11.88,4.77
140,"Abstract","A1","uncaring",2.481065561,"adjective",8,8.21,1.87
140,"Concrete","A1","binocular",2.420011596,"adjective",9,7.32,4.5
141,"Abstract","A2","fantasy",3.995678626,"noun",7,8.4,1.59
141,"Concrete","A2","ferry",4.017955021,"noun",5,8,4.83
142,"Abstract","A1","compromise",4.183015543,"noun",10,9.1,1.8
142,"Concrete","A1","commander",4.10903549,"noun",9,8.19,4.31
143,"Abstract","A1","martyrdom",2.659523554,"noun",9,13.19,1.64
143,"Concrete","A1","browser",2.822840525,"noun",7,14,4.26
144,"Abstract","A1","selfishness",2.752640578,"noun",11,6.61,1.97
144,"Concrete","A1","motorcyclist",2.880427157,"noun",12,7.17,4.79
145,"Abstract","A2","sinfulness",1.841863762,"noun",10,9.28,1.43
145,"Concrete","A2","buckshot",1.737128411,"noun",8,9.6,4.78
146,"Abstract","A1","intent",3.853192494,"noun",6,9.37,1.52
146,"Concrete","A1","monument",3.74881417,"noun",8,8.45,4.58
147,"Abstract","A2","loathing",2.865997442,"noun",8,13.21,1.89
147,"Concrete","A2","entrails",2.744953749,"noun",8,14.06,4.58
148,"Abstract","A1","relevancy",1.297795718,"noun",9,11.53,1.62
148,"Concrete","A1","anchorwoman",1.172856981,"noun",11,11.16,4.66
149,"Abstract","A2","avoidance",3.581662066,"noun",9,11.68,1.86
149,"Concrete","A2","paddock",3.696603448,"noun",7,12.42,4.22
150,"Abstract","A2","finality",2.158133724,"noun",8,12.5,1.67
150,"Concrete","A2","cutlet",2.329204182,"noun",6,11.76,4.52
151,"Abstract","A2","behalf",4.287134277,"noun",6,9.2,1.52
151,"Concrete","A2","article",4.090537503,"noun",7,8.61,4.33
152,"Abstract","A2","sarcasm",3.022071587,"noun",7,9.06,1.63
152,"Concrete","A2","lilac",3.017955021,"noun",5,8.89,4.69
153,"Abstract","A1","denounce",2.598825713,"verb",8,12.16,1.83
153,"Concrete","A1","secrete",2.473886977,"verb",7,13,4.04
154,"Abstract","A2","humility",3.277799089,"noun",8,10.21,1.75
154,"Concrete","A2","measles",3.12387052,"noun",7,9.28,4.69
155,"Abstract","A2","exception",3.939021872,"noun",9,9.39,1.85
155,"Concrete","A2","machinery",3.877579314,"noun",9,10.28,4.75
156,"Abstract","A1","meaningfulness",1.394705731,"noun",14,10.75,1.5
156,"Concrete","A1","tranquilizer",1.473886977,"noun",12,11.58,4.55
157,"Abstract","A1","delusional",2.871826985,"adjective",10,12.41,1.68
157,"Concrete","A1","manicured",2.880427157,"adjective",9,11.85,4.11
158,"Abstract","A1","reconsider",3.427324491,"verb",10,9.68,1.97
158,"Concrete","A1","overcook",3.233554821,"verb",8,9,4
159,"Abstract","A2","dreamland",2.645125733,"noun",9,7.29,1.73
159,"Concrete","A2","salamander",2.609549579,"noun",10,6.89,4.7
160,"Abstract","A1","tradition",4.474610198,"noun",9,8.05,1.69
160,"Concrete","A1","cottage",4.498372644,"noun",7,8.5,4.85
161,"Abstract","A1","disadvantage",3.599368242,"noun",12,10.39,1.96
161,"Concrete","A1","commentator",3.643659346,"noun",11,10.84,4.15
162,"Abstract","A2","promptness",1.473886977,"noun",10,10.89,1.93
162,"Concrete","A2","yellowtail",1.540833766,"noun",10,11.33,4.44
163,"Abstract","A1","fondness",2.931264173,"noun",8,10.5,1.66
163,"Concrete","A1","backstreet",2.938773775,"noun",10,11.11,4.19
164,"Abstract","A2","bonkers",3.746888249,"noun",7,8.28,1.76
164,"Concrete","A2","karate",3.635753881,"noun",6,7.75,4.14
165,"Abstract","A2","ruse",2.778521097,"noun",4,12.17,1.57
165,"Concrete","A2","cleft",2.691370921,"noun",5,11.83,4.31
166,"Abstract","A2","grace",4.339089688,"name",5,7.29,1.78
166,"Concrete","A2","pod",4.383443006,"name",3,7.95,4.63
167,"Abstract","A1","civility",2.227214643,"noun",8,13.38,1.62
167,"Concrete","A1","pedometer",2.239803771,"noun",9,14.06,4.93
168,"Abstract","A2","eloquence",2.428129486,"noun",9,11.71,1.88
168,"Concrete","A2","outboard",2.473886977,"noun",8,11.08,4.07
169,"Abstract","A1","cordiality",1.297795718,"noun",10,14.11,1.44
169,"Concrete","A1","timecard",1.172856981,"noun",8,13.52,4.76
170,"Abstract","A1","grueling",1.473886977,"verb",8,11.33,1.77
170,"Concrete","A1","handwoven",1.473886977,"verb",9,11.11,4.29
171,"Abstract","A1","fraud",4.251192943,"noun",5,10.11,1.68
171,"Concrete","A1","resort",4.112708899,"noun",6,9.28,4.3
172,"Abstract","A1","abstinence",2.774916972,"noun",10,12.74,1.72
172,"Concrete","A1","calligraphy",2.625154652,"noun",11,12.94,4.32
173,"Abstract","A1","imperceptible",2.038158407,"adjective",13,12.53,1.73
173,"Concrete","A1","quadriplegic",1.899855709,"adjective",12,13.5,4.11
174,"Abstract","A2","ego",3.632249469,"noun",3,10.89,1.74
174,"Concrete","A2","tomb",3.693558807,"noun",4,11.05,4.73
175,"Abstract","A2","calmness",2.752640578,"noun",8,8.21,1.83
175,"Concrete","A2","lumberjack",2.604220745,"noun",10,8.9,4.75
176,"Abstract","A2","anyhow",3.311685778,"noun",6,7.75,1.48
176,"Concrete","A2","pastor",3.394705731,"noun",6,6.79,4.37
177,"Abstract","A2","revenge",4.016504955,"noun",7,8,1.54
177,"Concrete","A2","printing",3.820239951,"noun",8,8.17,4.22
178,"Abstract","A2","gladness",2.428129486,"noun",8,8,1.96
178,"Concrete","A2","stepladder",2.534584817,"noun",10,7.22,4.67
179,"Abstract","A1","auspicious",2.74881417,"adjective",10,13.93,1.96
179,"Concrete","A1","mercenary",2.832456293,"adjective",9,13,4.3
180,"Abstract","A2","awe",3.777442996,"noun",3,9.06,1.89
180,"Concrete","A2","chord",3.598282506,"noun",5,9.71,4.29
181,"Abstract","A2","redirect",2.436098416,"verb",8,10.95,1.88
181,"Concrete","A2","photocopy",2.598825713,"verb",9,11,4.5
182,"Abstract","A1","logics",1.297795718,"noun",6,11.71,1.79
182,"Concrete","A1","clubfoot",1.172856981,"noun",8,11.17,4.46
183,"Abstract","A2","meantime",4.112043313,"noun",8,8.17,1.87
183,"Concrete","A2","crystal",4.162751545,"noun",7,7.78,4.58
184,"Abstract","A2","mistake",4.791637005,"noun",7,5.78,1.97
184,"Concrete","A2","prize",4.808407743,"noun",5,5.11,4.45
185,"Abstract","A1","upcoming",3.228490105,"adjective",8,9.25,1.96
185,"Concrete","A1","pedestrian",3.292332822,"adjective",10,9.75,4.41
186,"Abstract","A2","lucky",5.030972913,"adjective",5,5.89,1.76
186,"Concrete","A2","dead",5.149084649,"adjective",4,5.17,4.07
187,"Abstract","A1","untraditional",1.809679079,"adjective",13,11.26,1.89
187,"Concrete","A1","antiperspirant",1.951008231,"adjective",14,11.26,4.25
188,"Abstract","A2","eligibility",2.74881417,"noun",11,11.39,1.88
188,"Concrete","A2","gatehouse",2.789157411,"noun",9,11.67,4.48
189,"Abstract","A1","haughty",2.358493558,"adjective",7,12.79,1.67
189,"Concrete","A1","ovary",2.508649083,"adjective",5,12.26,4.18
190,"Abstract","A2","someplace",2.998931784,"noun",9,6.41,1.97
190,"Concrete","A2","blackboard",2.874712673,"noun",10,5.42,4.72
191,"Abstract","A2","generality",2.110709074,"noun",10,11.74,1.5
191,"Concrete","A2","telecast",1.926184648,"noun",8,12.5,4.08
192,"Abstract","A2","spirit",4.658199772,"noun",6,7.11,1.6
192,"Concrete","A2","traffic",4.537032614,"noun",7,6.22,4.67
193,"Abstract","A1","inequity",2.057463562,"noun",8,14.72,1.69
193,"Concrete","A1","ginseng",2.017955021,"noun",7,14.32,4.54
194,"Abstract","A2","softie",2.857103728,"noun",6,9.47,1.96
194,"Concrete","A2","locust",2.708572951,"noun",6,8.67,4.8
195,"Abstract","A2","natured",2.979036955,"adjective",7,11.11,1.83
195,"Concrete","A2","octagonal",2.796106271,"adjective",9,11.78,4.25
196,"Abstract","A1","mischief",3.483196201,"noun",8,9.05,1.9
