"item_nr","condition","match_null","string","Zipf.SUBTLEX_UK","PoS.SUBTLEX_UK","Length","AoA.Kuperman","CNC.Brysbaert"
192,"Concrete","A1","military",4.81834475,"adjective",8,8.2,4
193,"Abstract","A1","formality",3.214249666,"noun",9,12.59,1.67
193,"Concrete","A1","proprietor",3.022071587,"noun",10,12.21,4.24
194,"Abstract","A1","nostalgic",3.362253707,"adjective",9,12.11,1.88
194,"Concrete","A1","migrant",3.422462935,"adjective",7,11.74,4.03
195,"Abstract","A1","devilish",3.327179495,"adjective",8,8.72,1.82
195,"Concrete","A1","asteroid",3.368756633,"adjective",8,8.6,4.86
196,"Abstract","A1","softie",2.857103728,"noun",6,9.47,1.96
196,"Concrete","A1","girdle",2.7000571,"noun",6,10.22,4.63
197,"Abstract","A1","honest",4.978380493,"adjective",6,5.46,1.66
197,"Concrete","A1","human",5.064933024,"adjective",5,4.83,4.93
198,"Abstract","A2","opinion",4.693995065,"noun",7,8.42,1.93
198,"Concrete","A2","crown",4.529965629,"noun",5,7.8,4.81
199,"Abstract","A2","competence",3.342139452,"noun",10,12.58,1.78
199,"Concrete","A2","roulette",3.149054066,"noun",8,12.82,4.15
200,"Abstract","A1","biased",3.317949749,"verb",6,10.95,1.52
200,"Concrete","A1","piping",3.448552157,"verb",6,9.95,4.4
201,"Abstract","A2","unease",3.120617363,"noun",6,8.42,1.93
201,"Concrete","A2","groan",3.036179841,"noun",5,8.7,4.09
202,"Abstract","A1","immaturity",2.495076276,"noun",10,10.17,1.81
202,"Concrete","A1","henchman",2.559058586,"noun",8,10.32,4.08
203,"Abstract","A2","blah",3.95842407,"noun",4,8.98,1.4
203,"Concrete","A2","reef",3.787754197,"noun",4,9.72,4.7
204,"Abstract","A1","ingenuity",3.314829057,"noun",9,11.79,1.68
204,"Concrete","A1","tapestry",3.41589503,"noun",8,10.95,4.52
205,"Abstract","A1","distinctive",4.017127005,"adjective",11,10.39,1.61
205,"Concrete","A1","paramedic",3.820565876,"adjective",9,9.89,4.74
206,"Abstract","A1","conjecture",2.686961802,"noun",10,13.11,1.75
206,"Concrete","A1","plutonium",2.721041591,"noun",9,13.68,4.3
207,"Abstract","A2","eternity",3.493003267,"noun",8,8.6,1.46
207,"Concrete","A2","cutter",3.47243691,"noun",6,7.95,4.07
208,"Abstract","A2","disregard",3.152101759,"noun",9,10.35,1.9
208,"Concrete","A2","attendant",3.077752769,"noun",9,9.79,4.44
209,"Abstract","A1","misappropriation",1.737128411,"noun",16,14.12,1.59
209,"Concrete","A1","electrocardiogram",1.871826985,"noun",17,13.29,4.16
210,"Abstract","A1","shameful",3.351833928,"adjective",8,7.89,1.71
210,"Concrete","A1","orphan",3.325145325,"adjective",6,6.94,4.04
211,"Abstract","A1","resourcefulness",2.45916372,"noun",15,10.9,1.55
211,"Concrete","A1","congresswoman",2.508649083,"noun",13,11.37,4.48
212,"Abstract","A1","fiendish",2.792645739,"adjective",8,12.05,1.79
212,"Concrete","A1","cashmere",2.806325436,"adjective",8,13.05,4.72
213,"Abstract","A2","impatience",2.66886358,"noun",10,7.89,1.93
213,"Concrete","A2","drumstick",2.553068223,"noun",9,7.79,4.96
214,"Abstract","A2","unloved",3.133486289,"adjective",7,7.28,1.89
214,"Concrete","A2","toothless",2.994588803,"adjective",9,6.47,4.26
215,"Abstract","A2","greed",3.629223014,"noun",5,7.63,1.53
215,"Concrete","A2","hive",3.499875159,"noun",4,6.89,4.83
216,"Abstract","A1","probability",3.294526233,"noun",11,11,1.65
216,"Concrete","A1","publisher",3.382371995,"noun",9,11.15,4.24
217,"Abstract","A2","choice",5.025601212,"noun",6,5.17,1.9
217,"Concrete","A2","letter",4.852315162,"noun",6,4.74,4.7
218,"Abstract","A2","gosh",4.564086226,"name",4,6.81,1.35
218,"Concrete","A2","rose",4.643855151,"name",4,6.11,4.9
219,"Abstract","A1","subtleness",1.598825713,"noun",10,11.44,1.7
219,"Concrete","A1","saddlebag",1.598825713,"noun",9,11.37,4.88
220,"Abstract","A2","jeopardy",3.532059842,"noun",8,8.63,1.93
220,"Concrete","A2","iceberg",3.683848566,"noun",7,8.21,4.96
221,"Abstract","A2","odd",4.698635795,"adjective",3,6,1.7
221,"Concrete","A2","thick",4.522587674,"adjective",5,5.61,4
222,"Abstract","A1","unpatriotic",2.275519323,"adjective",11,11.16,1.42
222,"Concrete","A1","hieroglyphic",2.239803771,"adjective",12,12,4.07
223,"Abstract","A1","unwitting",2.436098416,"adjective",9,12.38,1.59
223,"Concrete","A1","narcotic",2.34894824,"adjective",8,13.11,4.04
224,"Abstract","A2","afterlife",3.212931624,"noun",9,8.11,1.9
224,"Concrete","A2","housekeeper",3.254444297,"noun",11,7.61,4.36
225,"Abstract","A2","unaffected",2.874712673,"adjective",10,10.95,1.77
225,"Concrete","A2","sedative",3.0261495,"adjective",8,11.85,4.56
226,"Abstract","A1","rededication",1.649978236,"noun",12,15.36,1.92
226,"Concrete","A1","acupuncturist",1.737128411,"noun",13,14.61,4.56
227,"Abstract","A2","rapture",2.451610582,"noun",7,11.6,1.97
227,"Concrete","A2","gamer",2.451610582,"noun",5,11.65,4
228,"Abstract","A2","capitalism",3.777083034,"noun",10,11.42,1.96
228,"Concrete","A2","publication",3.741840513,"noun",11,10.89,4.41
229,"Abstract","A1","holy",4.373798631,"name",4,5.55,1.67
229,"Concrete","A1","fox",4.456685678,"name",3,5.02,4.97
230,"Abstract","A2","sensationalism",2.093675735,"noun",14,13.37,1.86
230,"Concrete","A2","microbiologist",2.214249666,"noun",14,12.68,4.28
231,"Abstract","A2","totality",2.708572951,"noun",8,12,1.92
231,"Concrete","A2","drapery",2.515279662,"noun",7,12,4.32
232,"Abstract","A1","rely",4.318881601,"verb",4,9.32,1.93
232,"Concrete","A1","drag",4.157534284,"verb",4,8.84,4.17
233,"Abstract","A1","illicit",3.072312683,"adjective",7,12,1.89
233,"Concrete","A1","pygmy",3.149054066,"adjective",5,12.77,4.29
234,"Abstract","A2","esteem",3.539591149,"noun",6,10.55,1.83
234,"Concrete","A2","sushi",3.397303711,"noun",5,11.19,4.96
235,"Abstract","A2","peace",4.743399921,"noun",5,6.32,1.62
235,"Concrete","A2","gas",4.770625274,"noun",3,5.32,4.29
236,"Abstract","A1","advisable",2.792645739,"adjective",9,10.75,1.93
236,"Concrete","A1","mummified",2.760193715,"adjective",9,10.05,4.33
237,"Abstract","A1","thoughtlessness",1.737128411,"noun",15,9.95,1.82
237,"Concrete","A1","groundskeeper",1.649978236,"noun",13,10.35,4.38
238,"Abstract","A1","clarification",3.164083057,"noun",13,12.06,1.93
238,"Concrete","A1","businesswoman",3.141339929,"noun",13,11.11,4.35
239,"Abstract","A2","orthodox",3.333225456,"name",8,13.16,1.68
239,"Concrete","A2","armada",3.145984835,"name",6,13.53,4.04
240,"Abstract","A2","profitability",2.946155729,"noun",13,11.72,1.86
240,"Concrete","A2","silversmith",3.011706072,"noun",11,11.16,4.38
241,"Abstract","A1","privilege",4.09036249,"noun",9,9.24,1.93
241,"Concrete","A1","corridor",3.960553549,"noun",8,9.11,4.72
242,"Abstract","A1","idealist",2.376976964,"noun",8,14,1.52
242,"Concrete","A1","anthrax",2.473886977,"noun",7,14.26,4.44
243,"Abstract","A1","behalf",4.287134277,"noun",6,9.2,1.52
243,"Concrete","A1","podium",4.166293211,"noun",6,9.35,4.89
244,"Abstract","A1","variance",2.45916372,"noun",8,14,1.84
244,"Concrete","A1","bulkhead",2.329204182,"noun",8,13.07,4.17
245,"Abstract","A2","ethic",3.303190749,"noun",5,10.21,1.59
245,"Concrete","A2","puffin",3.298880099,"noun",6,9.23,4.38
246,"Abstract","A2","virtue",3.514621141,"noun",6,11.53,1.62
246,"Concrete","A2","mortar",3.654299609,"noun",6,11.9,4.48
247,"Abstract","A1","suspense",3.21687381,"noun",8,9.53,1.85
247,"Concrete","A1","archway",3.059347706,"noun",7,10.06,4.28
248,"Abstract","A2","synthesis",2.403305902,"noun",9,11.79,1.54
248,"Concrete","A2","bassist",2.553068223,"noun",7,11.67,4.17
249,"Abstract","A2","spirit",4.658199772,"noun",6,7.11,1.6
249,"Concrete","A2","crew",4.717545003,"noun",4,7.56,4.36
250,"Abstract","A1","subtlety",2.91321967,"noun",8,12.53,1.54
250,"Concrete","A1","caribou",2.926184648,"noun",7,12.06,4.92
251,"Abstract","A2","innocent",4.300285759,"adjective",8,5.95,1.54
251,"Concrete","A2","pregnant",4.433246417,"adjective",8,6.76,4.59
252,"Abstract","A1","loftiness",1.297795718,"noun",9,13.06,1.79
252,"Concrete","A1","sunlamp",1.297795718,"noun",7,12.06,4.86
253,"Abstract","A1","edgy",3.354700569,"adjective",4,9.22,1.87
253,"Concrete","A1","canopy",3.453890348,"adjective",6,9.82,4.52
254,"Abstract","A1","perpetuate",2.604220745,"verb",10,13.33,1.92
254,"Concrete","A1","buttress",2.528244639,"verb",8,12.8,4.25
255,"Abstract","A2","relativity",2.96524867,"noun",10,12.06,1.7
255,"Concrete","A2","kilogram",3.049844165,"noun",8,11.32,4.14
256,"Abstract","A1","easygoing",1.926184648,"adjective",9,9.4,1.59
256,"Concrete","A1","snowmobile",2.038158407,"adjective",10,8.78,4.81
257,"Abstract","A1","standardized",1.297795718,"adjective",12,10.42,1.93
257,"Concrete","A1","sidesaddle",1.172856981,"adjective",10,9.94,4.12
258,"Abstract","A1","theory",4.443923753,"noun",6,9.37,1.47
258,"Concrete","A1","festival",4.510449339,"noun",8,8.39,4.33
259,"Abstract","A2","estimation",2.905250741,"noun",10,9.79,1.97
259,"Concrete","A2","joystick",2.756433567,"noun",8,9.29,4.74
260,"Abstract","A2","sincerity",2.902561602,"noun",9,8.67,1.97
260,"Concrete","A2","bloomers",2.816309657,"noun",8,9.24,4.26
261,"Abstract","A2","displeasure",2.559058586,"noun",11,8.95,1.85
261,"Concrete","A2","ballpoint",2.376976964,"noun",9,8.38,4.41
262,"Abstract","A2","purity",3.283446691,"noun",6,9.89,1.73
262,"Concrete","A2","freight",3.365981579,"noun",7,10.56,4.21
263,"Abstract","A1","serendipity",2.546994075,"noun",11,12.61,1.62
263,"Concrete","A1","publicist",2.7000571,"noun",9,13.61,4.11
264,"Abstract","A2","snobbery",2.923622431,"noun",8,10.88,1.74
264,"Concrete","A2","earpiece",2.899855709,"noun",8,10.28,4.79
265,"Abstract","A2","mistake",4.791637005,"noun",7,5.78,1.97
265,"Concrete","A2","heads",4.726092532,"noun",5,5.74,4.63
266,"Abstract","A1","pretension",2.172856981,"noun",10,11.06,1.81
266,"Concrete","A1","moccasin",1.996765722,"noun",8,11.22,4.78
267,"Abstract","A1","repugnant",2.721041591,"adjective",9,12.59,1.62
267,"Concrete","A1","jugular",2.799539447,"adjective",7,12.95,4.19
268,"Abstract","A1","ambiguity",2.979036955,"noun",9,14.06,1.3
268,"Concrete","A1","microchip",3.072312683,"noun",9,14,4.75
269,"Abstract","A2","regularity",2.630234177,"noun",10,11.56,1.96
269,"Concrete","A2","hologram",2.829274635,"noun",8,10.84,4.35
270,"Abstract","A2","jealousy",3.403305902,"noun",8,7.61,1.8
270,"Concrete","A2","soundtrack",3.357548412,"noun",10,8.56,4.34
271,"Abstract","A1","godlessness",1.172856981,"noun",11,11.06,1.68
271,"Concrete","A1","stutterer",1.297795718,"noun",9,10.06,4.16
272,"Abstract","A1","deceptive",3.259216812,"adjective",9,10.83,1.78
272,"Concrete","A1","crimson",3.103975692,"adjective",7,10.28,4
273,"Abstract","A1","pensive",2.521810529,"adjective",7,13.63,1.67
273,"Concrete","A1","opiate",2.403305902,"adjective",6,14.44,4.17
274,"Abstract","A1","noncommittal",1.598825713,"adjective",12,15,1.68
274,"Concrete","A1","bioluminescent",1.774916972,"adjective",14,15.67,4.05
275,"Abstract","A2","annoy",3.507980423,"verb",5,7.22,1.93
275,"Concrete","A2","salute",3.673001939,"verb",6,7.42,4.48
276,"Abstract","A1","outdo",2.877579314,"verb",5,10.06,1.59
276,"Concrete","A1","tote",2.721041591,"verb",4,10.74,4.38
277,"Abstract","A1","upbeat",3.459911859,"adjective",6,11.61,1.93
277,"Concrete","A1","tabloid",3.590051789,"adjective",7,10.95,4.07
278,"Abstract","A2","gloom",3.603684248,"noun",5,9,1.86
278,"Concrete","A2","vein",3.579397161,"noun",4,8.53,4.63
279,"Abstract","A1","unworkable",2.809679079,"adjective",10,10,1.92
279,"Concrete","A1","obituary",2.992400916,"adjective",8,9.44,4.18
280,"Abstract","A2","intention",4.126455614,"noun",9,9.42,1.7
280,"Concrete","A2","parsley",3.983761262,"noun",7,8.95,4.77
281,"Abstract","A2","avail",2.877579314,"noun",5,12.11,1.33
281,"Concrete","A2","sickle",2.799539447,"noun",6,11.35,4.88
282,"Abstract","A1","luscious",3.12709949,"adjective",8,11.11,1.93
282,"Concrete","A1","accessory",3.324124656,"adjective",9,11.15,4.1
283,"Abstract","A2","envy",3.63674997,"noun",4,8.37,1.69
283,"Concrete","A2","hymn",3.706459592,"noun",4,7.5,4.04
284,"Abstract","A1","forthright",2.874712673,"adjective",10,12.35,1.53
284,"Concrete","A1","octagonal",2.796106271,"adjective",9,11.78,4.25
285,"Abstract","A2","alpha",3.733958365,"name",5,12.22,1.81
285,"Concrete","A2","scarlet",3.558463255,"name",7,11.36,4.04
286,"Abstract","A1","belief",4.27299768,"noun",6,7.3,1.19
286,"Concrete","A1","crystal",4.162751545,"noun",7,7.78,4.58
287,"Abstract","A1","graciousness",2.110709074,"noun",12,11.25,1.71
287,"Concrete","A1","chairperson",2.227214643,"noun",11,11,4.58
288,"Abstract","A1","imply",3.206280736,"verb",5,10.78,1.86
288,"Concrete","A1","ignite",3.19404628,"verb",6,9.82,4.04
289,"Abstract","A1","benign",3.269766994,"adjective",6,10.88,1.89
289,"Concrete","A1","medic",3.231029846,"adjective",5,11.17,4.43
290,"Abstract","A2","introspection",2.297795718,"noun",13,14.22,1.35
290,"Concrete","A2","nitroglycerine",2.329204182,"noun",14,14.38,4.27
291,"Abstract","A1","impartiality",2.832456293,"noun",12,12.83,1.42
291,"Concrete","A1","meningitis",2.918452197,"noun",10,12.68,4.11
292,"Abstract","A1","invigorate",2.18709742,"verb",10,11.56,1.96
292,"Concrete","A1","masturbate",2.385931806,"verb",10,12.21,4.18
293,"Abstract","A2","courage",4.208953326,"noun",7,8.42,1.52
293,"Concrete","A2","motor",4.246208683,"noun",5,7.42,4.84
294,"Abstract","A1","indecision",2.955807114,"noun",10,10.72,1.62
294,"Concrete","A1","marijuana",3.088432679,"noun",9,10.89,4.89
295,"Abstract","A2","athleticism",2.664218675,"noun",11,10.05,1.97
295,"Concrete","A2","guesthouse",2.721041591,"noun",10,9.26,4.53
296,"Abstract","A1","allure",2.943708993,"noun",6,11.83,1.92
296,"Concrete","A1","mandolin",2.958186816,"noun",8,12.39,4.76
297,"Abstract","A2","competency",2.508649083,"noun",10,10.95,1.81
297,"Concrete","A2","potpourri",2.394705731,"noun",9,10.15,4.59
298,"Abstract","A2","insight",3.934534289,"noun",7,10.95,1.72
298,"Concrete","A2","yacht",3.772011982,"noun",5,10.06,4.97
299,"Abstract","A1","graceless",1.841863762,"adjective",9,11.84,1.93
299,"Concrete","A1","skintight",1.649978236,"adjective",9,11.39,4.14
300,"Abstract","A1","recollect",2.678006959,"verb",9,9.67,1.9
300,"Concrete","A1","ratchet",2.809679079,"verb",7,10.21,4.64
301,"Abstract","A1","positional",3.369677725,"adjective",10,10.41,1.87
301,"Concrete","A1","lavatory",3.266278666,"adjective",8,10.58,4.81
302,"Abstract","A1","insecure",3.331219473,"noun",8,12.11,1.84
302,"Concrete","A1","trowel",3.150580586,"noun",6,12.18,4.16
303,"Abstract","A1","trepidation",3.103975692,"noun",11,14.88,1.68
303,"Concrete","A1","pathologist",3.191280064,"noun",11,14.6,4.27
304,"Abstract","A1","unlimited",3.328193018,"adjective",9,9.11,1.88
304,"Concrete","A1","topless",3.180035566,"adjective",7,10.11,4.11
305,"Abstract","A1","rationality",2.420011596,"noun",11,11.65,1.63
305,"Concrete","A1","copywriter",2.252038227,"noun",10,10.89,4.07
306,"Abstract","A1","inquisitiveness",1.871826985,"noun",15,12.39,1.81
306,"Concrete","A1","photojournalist",2.057463562,"noun",15,12.63,4.11
307,"Abstract","A1","smug",3.453131755,"adjective",4,9.33,1.83
307,"Concrete","A1","canine",3.378782764,"adjective",6,8.45,4.71
308,"Abstract","A1","unfair",4.268258824,"adjective",6,5.61,1.62
308,"Concrete","A1","wooden",4.294963589,"adjective",6,5.89,4.61
309,"Abstract","A1","neutral",3.871826985,"adjective",7,10.19,1.8
309,"Concrete","A1","maiden",3.907923331,"adjective",6,9.58,4.24
310,"Abstract","A2","infinity",3.222075004,"noun",8,8.83,1.36
310,"Concrete","A2","collage",3.03419222,"noun",7,8.33,4.6
311,"Abstract","A2","meaning",4.51875325,"noun",7,6.1,1.85
311,"Concrete","A2","pitch",4.601585553,"noun",5,6.42,4
312,"Abstract","A2","insecurity",3.079551092,"noun",10,9.74,1.52
312,"Concrete","A2","pistachio",3.19404628,"noun",9,8.74,4.93
313,"Abstract","A1","catty",2.691370921,"name",5,11.16,1.9
313,"Concrete","A1","sphinx",2.789157411,"name",6,10.22,4.83
314,"Abstract","A1","answerable",2.897132851,"adjective",10,9.35,1.93
314,"Concrete","A1","evergreen",3.066803588,"adjective",9,8.95,4
315,"Abstract","A1","ghostly",3.18989032,"adjective",7,8.17,1.97
315,"Concrete","A1","booby",3.133486289,"adjective",5,7.33,4.21
316,"Abstract","A2","unusable",2.691370921,"adjective",8,8.21,1.88
316,"Concrete","A2","legless",2.691370921,"adjective",7,8.37,4.07
317,"Abstract","A2","holiness",2.974489327,"noun",8,7.88,1.56
317,"Concrete","A2","dartboard",2.792645739,"noun",9,8.44,4.75
318,"Abstract","A1","fame",4.182307877,"noun",4,7.26,1.96
318,"Concrete","A1","alarm",4.265811432,"noun",5,6.39,4.47
319,"Abstract","A2","perfection",4.316704162,"noun",10,9.81,1.9
319,"Concrete","A2","currency",4.19030771,"noun",8,9.21,4.25
320,"Abstract","A1","significance",3.97219753,"noun",12,10.11,1.68
320,"Concrete","A1","businessman",3.947373947,"noun",11,9.38,4.47
321,"Abstract","A2","newness",2.12709949,"noun",7,7.2,1.79
321,"Concrete","A2","sneaker",2.057463562,"noun",7,6.25,4.69
322,"Abstract","A2","scruple",2.057463562,"noun",7,11.84,1.92
322,"Concrete","A2","seaplane",2.18709742,"noun",8,11.47,4.75
323,"Abstract","A2","randomness",2.420011596,"noun",10,9.67,1.63
323,"Concrete","A2","dumpster",2.45916372,"noun",8,9.06,4.68
324,"Abstract","A2","bungle",2.481065561,"name",6,9.07,1.84
324,"Concrete","A2","rosebud",2.515279662,"name",7,8.12,4.96
325,"Abstract","A2","disloyalty",2.275519323,"noun",10,10.95,1.5
325,"Concrete","A2","postmark",2.158133724,"noun",8,11.45,4.33
326,"Abstract","A1","restructure",3.013799061,"verb",11,11,1.8
326,"Concrete","A1","snowboarding",2.996765722,"verb",12,11.18,4.43
327,"Abstract","A1","trickery",2.97219753,"noun",8,9.58,1.9
327,"Concrete","A1","gunner",3.10566885,"noun",6,10.13,4.35
328,"Abstract","A2","forevermore",1.926184648,"noun",11,9.33,1.69
328,"Concrete","A2","veterinarian",2.075946968,"noun",12,8.94,4.46
329,"Abstract","A1","unmerciful",1.394705731,"adjective",10,10.11,1.67
329,"Concrete","A1","featherbed",1.473886977,"adjective",10,9.35,4.69
330,"Abstract","A2","vulgar",3.236065201,"noun",6,11.57,1.97
330,"Concrete","A2","foreman",3.249618753,"noun",7,11.45,4.37
331,"Abstract","A2","nostalgia",3.464373827,"noun",9,13.21,1.83
331,"Concrete","A2","morphine",3.62972889,"noun",8,13.22,4.5
332,"Abstract","A1","ignorant",3.377880803,"adjective",8,9.5,1.62
332,"Concrete","A1","mosaic",3.330212996,"adjective",6,9.78,4.26
333,"Abstract","A1","releasable",1.394705731,"adjective",10,11.06,1.78
333,"Concrete","A1","hardcopy",1.394705731,"adjective",8,11.61,4.61
334,"Abstract","A1","allegiance",3.294526233,"noun",10,8.42,1.77
334,"Concrete","A1","freshwater",3.285685328,"noun",10,7.72,4.29
335,"Abstract","A2","boredom",3.261583545,"noun",7,7.68,1.96
335,"Concrete","A2","textbook",3.383264687,"noun",8,7.58,4.86
336,"Abstract","A2","knowledge",4.744022119,"noun",9,7.68,1.73
336,"Concrete","A2","village",4.920424144,"noun",7,7.84,4.89
337,"Abstract","A1","versatility",2.863053061,"noun",11,13.61,1.69
337,"Concrete","A1","tourniquet",2.708572951,"noun",10,12.72,4.5
338,"Abstract","A2","rediscovery",2.275519323,"noun",11,9.72,1.93
338,"Concrete","A2","curveball",2.367833584,"noun",9,9.11,4.26
339,"Abstract","A1","interest",5.048574016,"noun",8,7.37,1.8
339,"Concrete","A1","office",5.133502139,"noun",6,6.68,4.93
340,"Abstract","A1","idyllic",3.520512189,"adjective",7,13.23,1.73
340,"Concrete","A1","lesbian",3.569056328,"adjective",7,13.05,4.21
341,"Abstract","A1","behold",3.706035683,"verb",6,10.58,1.67
341,"Concrete","A1","herring",3.742620917,"verb",7,10.2,4.68
342,"Abstract","A2","goddamn",3.541453744,"noun",7,7.69,1.43
342,"Concrete","A2","artwork",3.596648794,"noun",7,7.32,4.42
343,"Abstract","A1","abstract",3.643659346,"adjective",8,11.47,1.45
343,"Concrete","A1","seabed",3.455403571,"adjective",6,10.89,4.33
344,"Abstract","A2","goodness",4.729159482,"noun",8,6.05,1.38
344,"Concrete","A2","quarter",4.698980781,"noun",7,5.79,4.43
345,"Abstract","A2","smugness",2.339188403,"noun",8,10.56,1.96
345,"Concrete","A2","corsage",2.18709742,"noun",7,11.47,4.38
346,"Abstract","A2","hilarity",2.488127416,"noun",8,12.53,1.69
346,"Concrete","A2","broadside",2.394705731,"noun",9,11.88,4
347,"Abstract","A2","godsend",2.888860325,"noun",7,11.56,1.54
347,"Concrete","A2","eyeliner",2.733162224,"noun",8,10.63,4.83
348,"Abstract","A2","mythic",2.428129486,"adjective",6,10.32,1.56
348,"Concrete","A2","mucous",2.275519323,"adjective",6,10.35,4.17
349,"Abstract","A2","forgiveness",3.5276055,"noun",11,6.68,1.44
349,"Concrete","A2","screwdriver",3.340174316,"noun",11,6,4.9
350,"Abstract","A1","renown",2.420011596,"noun",6,11,1.68
350,"Concrete","A1","porthole",2.358493558,"noun",8,10.12,4.31
351,"Abstract","A1","helpfulness",1.540833766,"noun",11,7.24,1.83
351,"Concrete","A1","checkerboard",1.737128411,"noun",12,6.74,4.96
352,"Abstract","A2","quaint",3.413406229,"noun",6,12.58,1.81
352,"Concrete","A2","kale",3.21687381,"noun",4,12.12,4.81
353,"Abstract","A1","permissiveness",1.737128411,"noun",14,12.53,1.81
353,"Concrete","A1","seismologist",1.841863762,"noun",12,13,4.04
354,"Abstract","A2","amazement",3.095409448,"noun",9,9.22,1.89
354,"Concrete","A2","waterway",3.009602947,"noun",8,9.39,4.4
355,"Abstract","A1","regression",2.358493558,"noun",10,13.95,1.92
355,"Concrete","A1","glycerine",2.5019157,"noun",9,13.45,4
356,"Abstract","A2","hopelessness",2.534584817,"noun",12,9.67,1.67
356,"Concrete","A2","stegosaurus",2.41173907,"noun",11,8.95,4.8
357,"Abstract","A1","surreal",3.626175321,"adjective",7,13.72,1.3
357,"Concrete","A1","prawn",3.660937427,"adjective",5,13.06,4.62
358,"Abstract","A1","overdramatic",1.774916972,"adjective",12,11.4,1.88
358,"Concrete","A1","antiperspirant",1.951008231,"adjective",14,11.26,4.25
359,"Abstract","A2","uselessness",1.899855709,"noun",11,8.39,1.43
359,"Concrete","A2","guestroom",2.075946968,"noun",9,7.76,4.44
360,"Abstract","A2","anyhow",3.311685778,"noun",6,7.75,1.48
360,"Concrete","A2","flyer",3.392965069,"noun",5,7.44,4.19
361,"Abstract","A2","kindness",3.557867106,"noun",8,6.26,1.74
361,"Concrete","A2","reptile",3.358493558,"noun",7,6.05,4.47
362,"Abstract","A1","bewilder",1.649978236,"verb",8,10.29,1.96
362,"Concrete","A1","handwoven",1.473886977,"verb",9,11.11,4.29
363,"Abstract","A2","lousy",3.354700569,"adjective",5,7.84,1.93
363,"Concrete","A2","mammoth",3.542691051,"adjective",7,7.72,4.11
364,"Abstract","A1","technicality",2.809679079,"noun",12,13.32,1.93
364,"Concrete","A1","transistor",2.708572951,"noun",10,12.67,4.12
365,"Abstract","A2","accuracy",3.637247159,"noun",8,9.71,1.85
365,"Concrete","A2","timetable",3.764292621,"noun",9,10.58,4.08
366,"Abstract","A1","overrule",2.744953749,"verb",8,8.39,1.96
366,"Concrete","A1","corral",2.868921995,"verb",6,8.25,4.54
367,"Abstract","A1","eloquence",2.428129486,"noun",9,11.71,1.88
367,"Concrete","A1","tinderbox",2.339188403,"noun",9,12.2,4.79
368,"Abstract","A1","equality",3.901751603,"noun",8,10.27,1.41
368,"Concrete","A1","boardroom",3.812011314,"noun",9,10.81,4.66
369,"Abstract","A2","indifference",2.941248394,"noun",12,9.22,1.85
369,"Concrete","A2","passageway",2.802945696,"noun",10,8.56,4.67
370,"Abstract","A1","imaginary",3.558463255,"adjective",9,6.47,1.74
370,"Concrete","A1","newborn",3.460658711,"adjective",7,6.9,4.39
371,"Abstract","A1","forthrightness",1.172856981,"noun",14,10.75,1.72
371,"Concrete","A1","autobiographer",1.297795718,"noun",14,9.95,4.07
372,"Abstract","A1","ordain",2.214249666,"verb",6,11.35,1.96
372,"Concrete","A1","cremate",2.075946968,"verb",7,11.8,4.1
373,"Abstract","A1","revalue",2.214249666,"verb",7,12.22,1.7
373,"Concrete","A1","behead",2.18709742,"verb",6,11.74,4.24
374,"Abstract","A2","mischief",3.483196201,"noun",8,9.05,1.9
374,"Concrete","A2","tailor",3.540212902,"noun",6,9.83,4.67
375,"Abstract","A1","omniscience",1.172856981,"noun",11,13.12,1.79
375,"Concrete","A1","allergist",1.297795718,"noun",9,12.21,4
376,"Abstract","A2","prevalence",2.473886977,"noun",10,10.72,1.82
376,"Concrete","A2","headlock",2.308519583,"noun",8,10,4.21
377,"Abstract","A2","curiosity",3.646100581,"noun",9,8.33,1.61
377,"Concrete","A2","pianist",3.508649083,"noun",7,7.94,4.69
378,"Abstract","A2","oversight",3.185694206,"noun",9,11.28,1.57
378,"Concrete","A2","monsoon",3.249618753,"noun",7,11.28,4.48
379,"Abstract","A1","doom",3.799539447,"noun",4,9.42,1.5
379,"Concrete","A1","slate",3.892464449,"noun",5,9.25,4.58
380,"Abstract","A1","ferocity",2.990201952,"noun",8,12.24,1.76
380,"Concrete","A1","dockyard",3.001087096,"noun",8,12,4.55
381,"Abstract","A1","explanatory",2.640218398,"adjective",11,10.5,1.71
381,"Concrete","A1","sourdough",2.614813819,"adjective",9,9.58,4.66
382,"Abstract","A1","endanger",2.960553549,"verb",8,9.37,1.96
382,"Concrete","A1","vibrate",3.011706072,"verb",7,10.16,4
383,"Abstract","A1","taboo",3.13506842,"noun",5,12.26,1.67
383,"Concrete","A1","galley",3.164083057,"noun",6,12.69,4.07
384,"Abstract","A2","dumbness",1.649978236,"noun",8,7.58,1.68
384,"Concrete","A2","copier",1.737128411,"noun",6,8.17,4.72
385,"Abstract","A2","neediness",1.540833766,"noun",9,10.11,1.44
385,"Concrete","A2","inkblot",1.540833766,"noun",7,9.26,4.81
386,"Abstract","A1","modularity",1.172856981,"noun",10,15.47,1.59
386,"Concrete","A1","flaxseed",1.297795718,"noun",8,15.78,4.46
387,"Abstract","A2","funk",3.184286443,"noun",4,9.95,1.92
387,"Concrete","A2","kennel",3.345070585,"noun",6,9.89,4.73
388,"Abstract","A1","optimist",3.161118578,"noun",8,10.89,1.9
388,"Concrete","A1","attire",2.96524867,"noun",6,11.22,4.47
